"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0004018318","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】 付加価値額生産（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","6594","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】","付加価値額生産（2015＝100.0）"
"0004018319","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】 出荷（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","6594","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】","出荷（2015＝100.0）"
"0004018320","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】 在庫（期末）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","5610","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】","在庫（期末）（2015＝100.0）"
"0004018321","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】 在庫（平均）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","5610","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】","在庫（平均）（2015＝100.0）"
"0004018322","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】 在庫率（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","5569","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別季節調整済指数【四半期】","在庫率（2015＝100.0）"
"0004018323","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】 付加価値額生産（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","9734","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】","付加価値額生産（2015＝100.0）"
"0004018324","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】 出荷（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","9734","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】","出荷（2015＝100.0）"
"0004018325","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】 在庫（期末）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","8270","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】","在庫（期末）（2015＝100.0）"
"0004018326","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】 在庫（平均）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","8270","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】","在庫（平均）（2015＝100.0）"
"0004018327","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】 在庫率（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","8209","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","業種別原指数【年・年度・四半期】","在庫率（2015＝100.0）"
"0004018328","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】 付加価値額生産（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","4116","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】","付加価値額生産（2015＝100.0）"
"0004018329","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】 出荷（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","4116","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】","出荷（2015＝100.0）"
"0004018330","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】 在庫（期末）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","3993","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】","在庫（期末）（2015＝100.0）"
"0004018331","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】 在庫（平均）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","3993","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】","在庫（平均）（2015＝100.0）"
"0004018332","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】 在庫率（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","3952","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別季節調整済指数【四半期】","在庫率（2015＝100.0）"
"0004018333","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】 付加価値額生産（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","6076","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】","付加価値額生産（2015＝100.0）"
"0004018334","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】 出荷（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","6076","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】","出荷（2015＝100.0）"
"0004018335","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】 在庫（期末）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","5893","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】","在庫（期末）（2015＝100.0）"
"0004018336","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】 在庫（平均）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","5893","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】","在庫（平均）（2015＝100.0）"
"0004018337","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】 在庫率（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","5832","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","財別原指数【年・年度・四半期】","在庫率（2015＝100.0）"
"0004018338","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】 付加価値額生産（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","15498","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】","付加価値額生産（2015＝100.0）"
"0004018339","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】 出荷（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","15498","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】","出荷（2015＝100.0）"
"0004018340","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】 在庫（期末）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","11685","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】","在庫（期末）（2015＝100.0）"
"0004018341","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】 在庫（平均）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","11685","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】","在庫（平均）（2015＝100.0）"
"0004018342","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】 在庫率（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","11398","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別季節調整済指数【四半期】","在庫率（2015＝100.0）"
"0004018343","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】 付加価値額生産（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","22878","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】","付加価値額生産（2015＝100.0）"
"0004018344","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】 出荷（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","22878","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】","出荷（2015＝100.0）"
"0004018345","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】 在庫（期末）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","17205","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】","在庫（期末）（2015＝100.0）"
"0004018346","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】 在庫（平均）（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","17205","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】","在庫（平均）（2015＝100.0）"
"0004018347","鉱工業生産・出荷・在庫指数 2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】 在庫率（2015＝100.0）","-","202301-202312","2023-05-31","0","該当なし","16778","2024-07-05","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2015年基準時系列データ（2013年１月～）","品目別原指数【年・年度・四半期】","在庫率（2015＝100.0）"
"0004052177","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","15500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】","付加価値額生産（2020＝100.0）"
"0004052178","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","15500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】","出荷（2020＝100.0）"
"0004052179","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】 在庫（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","13124","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】","在庫（2020＝100.0）"
"0004052180","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】 在庫率（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","13025","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【月次】","在庫率（2020＝100.0）"
"0004052181","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別原指数【月次】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","15500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別原指数【月次】","付加価値額生産（2020＝100.0）"
"0004052182","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別原指数【月次】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","15500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別原指数【月次】","出荷（2020＝100.0）"
"0004052183","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別原指数【月次】 在庫（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","13124","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別原指数【月次】","在庫（2020＝100.0）"
"0004052184","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別原指数【月次】 在庫率（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","13025","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別原指数【月次】","在庫率（2020＝100.0）"
"0004052185","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6700","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】","付加価値額生産（2020＝100.0）"
"0004052186","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6700","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】","出荷（2020＝100.0）"
"0004052187","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】 在庫（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6403","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】","在庫（2020＝100.0）"
"0004052188","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】 在庫率（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6403","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別季節調整済指数【月次】","在庫率（2020＝100.0）"
"0004052189","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別原指数【月次】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6700","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別原指数【月次】","付加価値額生産（2020＝100.0）"
"0004052190","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別原指数【月次】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6700","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別原指数【月次】","出荷（2020＝100.0）"
"0004052191","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別原指数【月次】 在庫（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6403","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別原指数【月次】","在庫（2020＝100.0）"
"0004052192","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","財別原指数【月次】 在庫率（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6403","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","財別原指数【月次】","在庫率（2020＝100.0）"
"0004052193","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","36500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】","付加価値額生産（2020＝100.0）"
"0004052194","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","36500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】","出荷（2020＝100.0）"
"0004052195","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】 在庫（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","27590","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】","在庫（2020＝100.0）"
"0004052196","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】 在庫率（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","26798","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別季節調整済指数【月次】","在庫率（2020＝100.0）"
"0004052197","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別原指数【月次】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","36500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別原指数【月次】","付加価値額生産（2020＝100.0）"
"0004052198","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別原指数【月次】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","36500","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別原指数【月次】","出荷（2020＝100.0）"
"0004052199","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別原指数【月次】 在庫（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","27590","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別原指数【月次】","在庫（2020＝100.0）"
"0004052200","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","品目別原指数【月次】 在庫率（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","26798","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","品目別原指数【月次】","在庫率（2020＝100.0）"
"0004052201","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","5270","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】","付加価値額生産（2020＝100.0）"
"0004052202","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","5270","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】","出荷（2020＝100.0）"
"0004052203","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】 在庫（期末）（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","4478","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】","在庫（期末）（2020＝100.0）"
"0004052204","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】 在庫（平均）（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","4478","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】","在庫（平均）（2020＝100.0）"
"0004052205","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】 在庫率（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","4445","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別季節調整済指数【四半期】","在庫率（2020＝100.0）"
"0004052206","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別原指数【年・年度・四半期】 付加価値額生産（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","7750","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別原指数【年・年度・四半期】","付加価値額生産（2020＝100.0）"
"0004052207","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別原指数【年・年度・四半期】 出荷（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","7750","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別原指数【年・年度・四半期】","出荷（2020＝100.0）"
"0004052208","鉱工業生産・出荷・在庫指数 2020年基準時系列データ（2018年１月～）","業種別原指数【年・年度・四半期】 在庫（期末）（2020＝100.0）","-","202501-202512","2026-05-19","0","該当なし","6574","2026-06-03","","00550300","鉱工業生産・出荷・在庫指数","00550","経済産業省","05","鉱工業","02","製造業","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","業種別原指数【年・年度・四半期】","在庫（期末）（2020＝100.0）"
