"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3"
"0003290548","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","768","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","1","概要 主要特用林産物需給総括表","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","主要特用林産物需給総括表","（注）１．まつたけ、木炭、薪の1965年の生産量は「農林省統計表」による。　　　２．たけのこの1965年の生産量は「農林省統計表」、1975年は「食料需給表」による。　　　３．くりの2010年以降の生産量は農林水産省統計部「西洋なし、かき、くりの結果樹面積、収穫量及び出荷量」の収穫量による。　　　　　また、くるみの2010年以降の生産量は林野庁での調査は行わず、農林水産省生産局「特産果樹生産動態等調査」で調査を行う。　　４．煉炭、豆炭の生産量は、日本煉炭工業会調べによる。      ５．上記以外の生産量は、都道府県林務担当課からの報告の集計による。      ６．輸入量、輸出量は財務省貿易統計による。      ７．消費量は繰越、在庫等を考慮しない単純計算（生産量＋輸入量－輸出量）により算出した。      ８．単位が整数表示の場合、0は四捨五入で単位に満たないもの、－は不明のもの又はないものである。　　　　　単位が小数点第1位表示の場合、－は四捨五入で単位に満たないもの、不明のもの又はないものである。      ９．食用の品目について、生産量は、生食用、加工用として流通する基準をみたすものの重量をいい、出荷量とは、生産量から生産者の自家消費、生産物を贈与した量、収穫後の減耗等を差し引いた重量をいう。　　　　　非食用の品目について、木炭、薪、オガライト、オガ炭、煉炭、豆炭以外の生産量は、すべて販売に供された分のみ計上した。      10．食用の特用林産物のうち、乾しいたけ、乾きくらげ類、乾ぜんまいを除き、すべて生を意味する。      11．1980年以前のひらたけには、ぶなしめじが含まれている。      12．桐材の輸入量には丸太のほか、製材、加工材も含む。      13．きくらげ類の輸入量は「乾燥重量×10」により生に換算して計上した。      14．くりの輸入量は1991年以降は「生鮮」「一時保存」「マロングラッセ」「加糖缶詰」の合計。　　　　　「一時保存」「マロングラッセ」は2倍、「加糖缶詰」は1.13倍して「生鮮」に換算して計上した。　　　15．くるみの輸入量は「むきみ」×3により「からつき」換算して計上した。　      16．たけのこの輸入量は「輸入量×2.364」により「生たけのこ」換算して計上した。      17．つばき油の輸入量は、「輸入量÷0.915」によりｋｌに換算して計上した。　　  18．竹材の輸入量及び輸出量は、束当たり30kgに換算して計上した。      19．薪は「束÷45」により層積ｍ３に換算して計上した。      　　　20．木炭は1991年から生産量に粉炭、輸入量に「やし殻炭」、平成８年まで生産量に竹炭を含む。　　　　　また、2007年から木炭の輸入量並びに輸出量から「竹炭」を除いている。      21．合計が一致しない部分は四捨五入によるものである。","","",""
"0003290643","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","144","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","10","品目別資料 乾しいたけの生産量（合計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","乾しいたけの生産量（合計）","","","",""
"0003290644","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","720","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","11","品目別資料 乾しいたけの生産量（原木栽培計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","乾しいたけの生産量（原木栽培計）","","","",""
"0003290645","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","720","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","12","品目別資料 乾しいたけの生産量（どんこ）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","乾しいたけの生産量（どんこ）","","","",""
"0003290646","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","720","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","13","品目別資料 乾しいたけの生産量（こうしん）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","乾しいたけの生産量（こうしん）","","","",""
"0003290647","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","720","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","14","品目別資料 乾しいたけの生産量（山成）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","乾しいたけの生産量（山成）","","","",""
"0003290648","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","144","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","15","品目別資料 乾しいたけの生産量（菌床栽培）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","乾しいたけの生産量（菌床栽培）","","","",""
"0003290649","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","144","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","16","品目別資料 生しいたけの生産量（合計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","生しいたけの生産量（合計）","","","",""
"0003290650","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","144","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","17","品目別資料 生しいたけの生産量（原木栽培）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","生しいたけの生産量（原木栽培）","","","",""
"0003290651","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","144","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","18","品目別資料 生しいたけの生産量（菌床栽培）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","生しいたけの生産量（菌床栽培）","","","",""
"0003290652","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","384","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","19","品目別資料 乾しいたけの集荷販売実績","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","乾しいたけの集荷販売実績","","","",""
"0003290549","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","180","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","2","概要 国内価格の動向","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","国内価格の動向","（注）　１．乾しいたけ上段(　)は山成の価格で、1998年以前は東京・静岡・神戸・大阪、1999年～2003年は東京・静岡・神戸、            2004年以降は東京・静岡の各市場の年平均価格の総平均。下段は全品柄の主な市場での平均価格。　　　  ２．1990年以前のひらたけにはぶなしめじが含まれている。　　　  ３．2007年までは小売価格。生産者により価格は大きく異なるため、この価格は一例である。・生しいたけ、なめこ、えのきたけ、ひらたけ、ぶなしめじ、まいたけ、エリンギ、まつたけ、くりは東京中央卸売市場年平均価格・たけのこは生産者出荷価格・東京都中央卸売市場年平均価格(根茎)・木ろうは製造業者工場渡価格・生うるしは生産者出荷価格・竹材は卸売り価格・桐材は素材価格・木炭(黒炭)は生産者出荷価格・木酢液は生産者出荷価格・卸売業者仕入れ価格(堅48cm×72cm)","","",""
"0003290653","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","384","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","20","品目別資料 生しいたけの集荷販売実績","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","生しいたけの集荷販売実績","","","",""
"0003290654","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","384","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","21","品目別資料 しいたけ原木伏込量（合計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","しいたけ原木伏込量（合計）"," （注）　計が一致しないのは，四捨五入による。 ","","",""
"0003290655","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","864","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","22","品目別資料 しいたけ原木伏込量（乾、生）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","しいたけ原木伏込量（乾、生）","","","",""
"0003290656","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","94","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","23","品目別資料 しいたけ平均的な原木の規格、原木価格 平均的な原木の規格","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","しいたけ平均的な原木の規格、原木価格","","平均的な原木の規格","",""
"0003290657","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","282","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","23","品目別資料 しいたけ平均的な原木の規格、原木価格 原木価格（庭先渡し，年平均）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","しいたけ平均的な原木の規格、原木価格","","原木価格（庭先渡し，年平均）","",""
"0003290658","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","240","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","24","品目別資料 しいたけ生産者数（総計） 原木栽培及び菌床栽培別しいたけ生産者","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","しいたけ生産者数（総計）","原木しいたけ生産者数のうち乾しいたけ、生しいたけ両方を生産している場合は、収入が多い方の生産者数に区分した。","原木栽培及び菌床栽培別しいたけ生産者","",""
"0003290659","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","432","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","24","品目別資料 しいたけ生産者数（総計） 個人、法人別しいたけ生産者数（生しいたけは原木栽培＋菌床栽培）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","しいたけ生産者数（総計）","","個人、法人別しいたけ生産者数（生しいたけは原木栽培＋菌床栽培）","",""
"0003290660","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","240","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","25","品目別資料 原木しいたけ生産者数(※主体別)","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数(※主体別)","","","",""
"0003290661","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","26","品目別資料 原木しいたけ生産者数（乾、生合計）（※所有ほだ木規模別） 乾，生しいたけ合計（個人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（乾、生合計）（※所有ほだ木規模別）","","乾，生しいたけ合計（個人）","",""
"0003290662","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","26","品目別資料 原木しいたけ生産者数（乾、生合計）（※所有ほだ木規模別） 乾，生しいたけ合計（法人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（乾、生合計）（※所有ほだ木規模別）","","乾，生しいたけ合計（法人）","",""
"0003290663","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","26","品目別資料 原木しいたけ生産者数（乾、生合計）（※所有ほだ木規模別） 乾，生しいたけ合計（合計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（乾、生合計）（※所有ほだ木規模別）","","乾，生しいたけ合計（合計）","",""
"0003290664","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","27","品目別資料 原木しいたけ生産者数（乾しいたけ） 乾しいたけ（個人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（乾しいたけ）","","乾しいたけ（個人）","",""
"0003290665","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","27","品目別資料 原木しいたけ生産者数（乾しいたけ） 乾しいたけ（法人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（乾しいたけ）","","乾しいたけ（法人）","",""
"0003290666","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","27","品目別資料 原木しいたけ生産者数（乾しいたけ） 乾しいたけ（合計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（乾しいたけ）","","乾しいたけ（合計）","",""
"0003290667","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","28","品目別資料 原木しいたけ生産者数（生しいたけ） 生しいたけ（個人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（生しいたけ）","","生しいたけ（個人）","",""
"0003290668","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","28","品目別資料 原木しいたけ生産者数（生しいたけ） 生しいたけ（法人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（生しいたけ）","","生しいたけ（法人）","",""
"0003290669","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","28","品目別資料 原木しいたけ生産者数（生しいたけ） 生しいたけ（合計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","原木しいたけ生産者数（生しいたけ）","","生しいたけ（合計）","",""
"0003290670","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","29","品目別資料 菌床しいたけ生産者数(※所有菌床規模別） 菌床しいたけ（個人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","菌床しいたけ生産者数(※所有菌床規模別）","","菌床しいたけ（個人）","",""
"0003290671","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","29","品目別資料 菌床しいたけ生産者数(※所有菌床規模別） 菌床しいたけ（法人）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","菌床しいたけ生産者数(※所有菌床規模別）","","菌床しいたけ（法人）","",""
"0003290672","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","288","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","29","品目別資料 菌床しいたけ生産者数(※所有菌床規模別） 菌床しいたけ（合計）","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","品目別資料","菌床しいたけ生産者数(※所有菌床規模別）","","菌床しいたけ（合計）","",""
"0003290550","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","432","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 都道府県別生産実績","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","都道府県別生産実績",""
"0003290551","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","240","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年しいたけ生産者数 都道府県別しいたけ生産者数","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年しいたけ生産者数","都道府県別しいたけ生産者数"
"0003290552","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","18","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年しいたけ生産者数 個人法人別しいたけ生産者数　原木しいたけ生産者数","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年しいたけ生産者数","個人法人別しいたけ生産者数　原木しいたけ生産者数"
"0003290553","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","6","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年しいたけ生産者数 個人法人別しいたけ生産者数　菌床しいたけ生産者数","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年しいたけ生産者数","個人法人別しいたけ生産者数　菌床しいたけ生産者数"
"0003290554","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","36","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年しいたけ生産者数 規模別しいたけ生産者数　所有ほだ木規模別原木しいたけ生産者数","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年しいたけ生産者数","規模別しいたけ生産者数　所有ほだ木規模別原木しいたけ生産者数"
"0003290555","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","12","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年しいたけ生産者数 規模別しいたけ生産者数　所有菌床規模別生しいたけ生産者数","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年しいたけ生産者数","規模別しいたけ生産者数　所有菌床規模別生しいたけ生産者数"
"0003290556","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","10","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年しいたけ生産者数 主体別原木しいたけ生産者数","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年しいたけ生産者数","主体別原木しいたけ生産者数"
"0003290557","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","432","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 上半期（１～６月）都道府県別生産量","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","上半期（１～６月）都道府県別生産量",""
"0003290558","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","432","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 下半期（７～12月）都道府県別生産量","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","下半期（７～12月）都道府県別生産量",""
"0003290559","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","16","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年集荷販売実績 乾しいたけ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年集荷販売実績","乾しいたけ"
"0003290560","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","16","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年集荷販売実績 生しいたけ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年集荷販売実績","生しいたけ"
"0003290561","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","273","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 原木伏込量及び菌床数の推移","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","参考  2016年原木の樹種比率（材積）なら35％、くぬぎ60％、その他5％（注）合計が一致しないのは、四捨五入による。","しいたけ","原木伏込量及び菌床数の推移",""
"0003290562","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","234","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ しいたけ原木価格の推移","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","１． 都道府県報告を単純平均した。２． 1993年までのｍ３当たり価格は四捨五入して100円止めとした。３． その他の主な樹種は、しい、しで、くり、あべまきである。","しいたけ","しいたけ原木価格の推移",""
"0003290563","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","14","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ 平成29年しいたけ原木調達ルート","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","平成29年しいたけ原木調達ルート",""
"0003290564","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","6","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 しいたけ しいたけ菌床調達内訳","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","しいたけ","しいたけ菌床調達内訳",""
"0003290565","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","192","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 なめこ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","なめこ","",""
"0003290566","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","96","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 えのきたけ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","えのきたけ","",""
"0003290567","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","96","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 ひらたけ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","ひらたけ","",""
"0003290568","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","96","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 ぶなしめじ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","ぶなしめじ","",""
"0003290569","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","96","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 まいたけ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","まいたけ","",""
"0003290570","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","96","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 エリンギ","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","エリンギ","",""
"0003290571","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","96","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 乾きくらげ類","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","乾きくらげ類","",""
"0003290572","特用林産物生産統計調査 確報 平成29年度特用林産基礎資料","年次","201701-201712","2019-03-19","0","該当なし","96","2025-04-08","","00501004","特用林産物生産統計調査","00501","林野庁","3","概要 平成29年主要品目別生産動向 生きくらげ類","04","農林水産業","03","林業","特用林産物生産統計調査","確報","平成29年度特用林産基礎資料","概要","平成29年主要品目別生産動向","","生きくらげ類","",""
