"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE"
"0003117527","建築物着工統計","年度次","0","2025-05-30","0","該当なし","106704","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","7-1","都道府県別、用途別（大分類）／建築物の数、床面積、工事費予定額","08","住宅・土地・建設","02","建設","建築物着工統計","都道府県別、用途別（大分類）／建築物の数、床面積、工事費予定額","","",""
"0003114465","建築物着工統計","月次","0","2020-12-25","0","該当なし","4208063","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","7-2","市区町村別、用途別（大分類）／床面積","08","住宅・土地・建設","02","建設","建築物着工統計","市区町村別、用途別（大分類）／床面積","","",""
"0003114492","建築物着工統計","年次","0","2020-01-31","0","該当なし","977208","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","7-2","市区町村別、用途別（大分類）／建築物の数、床面積、工事費予定額","08","住宅・土地・建設","02","建設","建築物着工統計","市区町村別、用途別（大分類）／建築物の数、床面積、工事費予定額","","",""
"0003117502","建築物着工統計","年度次","0","2021-04-30","0","該当なし","975555","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","7-2","市区町村別、用途別（大分類）／建築物の数、床面積、工事費予定額","08","住宅・土地・建設","02","建設","建築物着工統計","市区町村別、用途別（大分類）／建築物の数、床面積、工事費予定額","","",""
"0004018800","建築物着工統計","月次","0","2025-05-30","0","該当なし","2364322","2026-01-23","","00600120","建築着工統計調査","00600","国土交通省","7-2","市区町村別、用途別（大分類）／床面積（2020年4月以降）","08","住宅・土地・建設","02","建設","建築物着工統計","市区町村別、用途別（大分類）／床面積（2020年4月以降）","","",""
"0004019181","建築物着工統計","年次","0","2025-05-30","0","該当なし","424878","2026-01-23","","00600120","建築着工統計調査","00600","国土交通省","7-2","市区町村別、用途別（大分類）／建築物の数、床面積（2020年以降）","08","住宅・土地・建設","02","建設","建築物着工統計","市区町村別、用途別（大分類）／建築物の数、床面積（2020年以降）","","",""
"0004019381","建築物着工統計","年度次","0","2025-05-30","0","該当なし","339758","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","7-2","市区町村別、用途別（大分類）／建築物の数、床面積（2020年度以降）","08","住宅・土地・建設","02","建設","建築物着工統計","市区町村別、用途別（大分類）／建築物の数、床面積（2020年度以降）","","",""
"0003114362","建築物着工統計","月次","0","2025-05-30","0","該当なし","671328","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","8","構造別（鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","08","住宅・土地・建設","02","建設","建築物着工統計","構造別（鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","","",""
"0003114531","建築物着工統計","年次","0","2025-05-30","0","該当なし","55944","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","8","構造別（鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","08","住宅・土地・建設","02","建設","建築物着工統計","構造別（鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","","",""
"0003117510","建築物着工統計","年度次","0","2025-05-30","0","該当なし","51948","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","8","構造別（鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","08","住宅・土地・建設","02","建設","建築物着工統計","構造別（鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","","",""
"0003114395","建築物着工統計","月次","0","2025-01-31","0","該当なし","596736","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","9","構造別（鉄骨鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","08","住宅・土地・建設","02","建設","建築物着工統計","構造別（鉄骨鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","","",""
"0003114549","建築物着工統計","年次","0","2025-01-31","0","該当なし","49728","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","9","構造別（鉄骨鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","08","住宅・土地・建設","02","建設","建築物着工統計","構造別（鉄骨鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","","",""
"0003117547","建築物着工統計","年度次","0","2024-04-30","0","該当なし","46176","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","9","構造別（鉄骨鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","08","住宅・土地・建設","02","建設","建築物着工統計","構造別（鉄骨鉄筋コンクリート造）、用途別、規模別／建築物の数、床面積","","",""
"0003114502","住宅着工統計","年次","0","2025-05-30","0","該当なし","2940","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","10","工事別、利用関係別、構造別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、利用関係別、構造別／戸数・件数、床面積","","",""
"0003114514","住宅着工統計","月次","0","2025-05-30","0","該当なし","35280","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","10","工事別、利用関係別、構造別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、利用関係別、構造別／戸数・件数、床面積","","",""
"0003114576","住宅着工統計","年度次","0","2025-05-30","0","該当なし","2730","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","10","工事別、利用関係別、構造別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、利用関係別、構造別／戸数・件数、床面積","","",""
"0003114496","住宅着工統計","月次","0","2025-05-30","0","該当なし","3457440","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","11","（新設住宅）資金別、利用関係別、建築主別／戸数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","（新設住宅）資金別、利用関係別、建築主別／戸数、床面積","","",""
"0003114540","住宅着工統計","年次","0","2025-05-30","0","該当なし","288120","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","11","（新設住宅）資金別、利用関係別、建築主別／戸数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","（新設住宅）資金別、利用関係別、建築主別／戸数、床面積","","",""
"0003114627","住宅着工統計","年度次","0","2025-05-30","0","該当なし","267540","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","11","（新設住宅）資金別、利用関係別、建築主別／戸数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","（新設住宅）資金別、利用関係別、建築主別／戸数、床面積","","",""
"0003114534","住宅着工統計","月次","0","2025-05-30","0","該当なし","47040","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","12","（新設住宅）利用関係別、構造別、住宅の種類別／戸数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","（新設住宅）利用関係別、構造別、住宅の種類別／戸数、床面積","","",""
"0003114570","住宅着工統計","年次","0","2025-05-30","0","該当なし","3920","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","12","（新設住宅）利用関係別、構造別、住宅の種類別／戸数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","（新設住宅）利用関係別、構造別、住宅の種類別／戸数、床面積","","",""
"0003114588","住宅着工統計","年度次","0","2025-05-30","0","該当なし","3640","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","12","（新設住宅）利用関係別、構造別、住宅の種類別／戸数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","（新設住宅）利用関係別、構造別、住宅の種類別／戸数、床面積","","",""
"0003114515","住宅着工統計","月次","0","2025-05-30","0","該当なし","4032000","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","13","工事別、利用関係別、住宅の種類別、建て方別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、利用関係別、住宅の種類別、建て方別／戸数・件数、床面積","","",""
"0003114521","住宅着工統計","年次","0","2025-05-30","0","該当なし","336000","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","13","工事別、利用関係別、住宅の種類別、建て方別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、利用関係別、住宅の種類別、建て方別／戸数・件数、床面積","","",""
"0003114607","住宅着工統計","年度次","0","2025-05-30","0","該当なし","312000","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","13","工事別、利用関係別、住宅の種類別、建て方別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、利用関係別、住宅の種類別、建て方別／戸数・件数、床面積","","",""
"0003114497","住宅着工統計","月次","0","2025-05-30","0","該当なし","1693300","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","14","工事別、工事種類別、利用関係別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、工事種類別、利用関係別／戸数・件数、床面積","","",""
"0003114503","住宅着工統計","年次","0","2025-05-30","0","該当なし","141120","2026-01-20","","00600120","建築着工統計調査","00600","国土交通省","14","工事別、工事種類別、利用関係別／戸数・件数、床面積","08","住宅・土地・建設","02","建設","住宅着工統計","工事別、工事種類別、利用関係別／戸数・件数、床面積","","",""
