"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003326701","建設投資見通し","2019年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","201904-202003","2020-03-31","0","該当なし","9000","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2019年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
"0003327160","建設投資見通し","2019年度 02地域別建設投資の投資額及び前年度比の推移（名目値）","年度次","201904-202003","2020-03-31","0","該当なし","4740","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2019年度","02地域別建設投資の投資額及び前年度比の推移（名目値）"," 地域別・建設投資は、建設投資推計を建設総合統計の地域別出来高の比率により配分し推計したものである。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。【地域区分】北海道：北海道東北：青森県、岩手県、宮城県、秋田県、山形県、福島県関東：茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、山梨県、長野県北陸：新潟県、富山県、石川県、福井県中部：岐阜県、静岡県、愛知県、三重県近畿：滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県中国：鳥取県、島根県、岡山県、広島県、山口県四国：徳島県、香川県、愛媛県、高知県九州：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県沖縄：沖縄"
"0003408317","建設投資見通し","2018年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","201804-201903","2020-03-31","0","該当なし","7788","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2018年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
"0003408331","建設投資見通し","2018年度 02地域別建設投資の投資額及び前年度比の推移（名目値）","年度次","201804-201903","2020-03-31","0","該当なし","4140","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2018年度","02地域別建設投資の投資額及び前年度比の推移（名目値）"," 地域別・建設投資は、建設投資推計を建設総合統計の地域別出来高の比率により配分し推計したものである。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。【地域区分】北海道：北海道東北：青森県、岩手県、宮城県、秋田県、山形県、福島県関東：茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、山梨県、長野県北陸：新潟県、富山県、石川県、福井県中部：岐阜県、静岡県、愛知県、三重県近畿：滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県中国：鳥取県、島根県、岡山県、広島県、山口県四国：徳島県、香川県、愛媛県、高知県九州：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県沖縄：沖縄"
"0003408592","建設投資見通し","2017年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","201704-201803","2020-03-31","0","該当なし","7656","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2017年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
"0003408593","建設投資見通し","2017年度 02地域別建設投資の投資額及び前年度比の推移（名目値）","年度次","201704-201803","2020-03-31","0","該当なし","4162","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2017年度","02地域別建設投資の投資額及び前年度比の推移（名目値）"," 地域別・建設投資は、建設投資推計を建設総合統計の地域別出来高の比率により配分し推計したものである。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。【地域区分】北海道：北海道東北：青森県、岩手県、宮城県、秋田県、山形県、福島県関東：茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、山梨県、長野県北陸：新潟県、富山県、石川県、福井県中部：岐阜県、静岡県、愛知県、三重県近畿：滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県中国：鳥取県、島根県、岡山県、広島県、山口県四国：徳島県、香川県、愛媛県、高知県九州：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県沖縄：沖縄"
"0003408713","建設投資見通し","2016年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","201604-201703","2020-03-31","0","該当なし","7524","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2016年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
"0003408714","建設投資見通し","2016年度 02地域別建設投資の投資額及び前年度比の推移（名目値）","年度次","201604-201703","2020-03-31","0","該当なし","4140","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2016年度","02地域別建設投資の投資額及び前年度比の推移（名目値）"," 地域別・建設投資は、建設投資推計を建設総合統計の地域別出来高の比率により配分し推計したものである。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。【地域区分】北海道：北海道東北：青森県、岩手県、宮城県、秋田県、山形県、福島県関東：茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、山梨県、長野県北陸：新潟県、富山県、石川県、福井県中部：岐阜県、静岡県、愛知県、三重県近畿：滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県中国：鳥取県、島根県、岡山県、広島県、山口県四国：徳島県、香川県、愛媛県、高知県九州：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県沖縄：沖縄"
"0003426893","建設投資見通し","2020年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","202004-202103","2021-04-20","0","該当なし","9150","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2020年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
"0003426894","建設投資見通し","2020年度 02地域別建設投資の投資額及び前年度比の推移（名目値）","年度次","202004-202103","2021-04-20","0","該当なし","6900","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2020年度","02地域別建設投資の投資額及び前年度比の推移（名目値）"," 地域別・建設投資は、建設投資推計を建設総合統計の地域別出来高の比率により配分し推計したものである。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。【地域区分】北海道：北海道東北：青森県、岩手県、宮城県、秋田県、山形県、福島県関東：茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、山梨県、長野県北陸：新潟県、富山県、石川県、福井県中部：岐阜県、静岡県、愛知県、三重県近畿：滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県中国：鳥取県、島根県、岡山県、広島県、山口県四国：徳島県、香川県、愛媛県、高知県九州：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県沖縄：沖縄"
"0003444198","建設投資見通し","2021年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","202104-202203","2021-10-19","0","該当なし","9300","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2021年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
"0003444199","建設投資見通し","2021年度 02地域別建設投資の投資額及び前年度比の推移（名目値）","年度次","202104-202203","2021-10-19","0","該当なし","7140","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2021年度","02地域別建設投資の投資額及び前年度比の推移（名目値）"," 地域別・建設投資は、建設投資推計を建設総合統計の地域別出来高の比率により配分し推計したものである。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。【地域区分】北海道：北海道東北：青森県、岩手県、宮城県、秋田県、山形県、福島県関東：茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、山梨県、長野県北陸：新潟県、富山県、石川県、福井県中部：岐阜県、静岡県、愛知県、三重県近畿：滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県中国：鳥取県、島根県、岡山県、広島県、山口県四国：徳島県、香川県、愛媛県、高知県九州：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県沖縄：沖縄"
"0003460599","建設投資見通し","2022年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","202204-202303","2022-10-12","0","該当なし","9450","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2022年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
"0003460600","建設投資見通し","2022年度 02地域別建設投資の投資額及び前年度比の推移（名目値）","年度次","202204-202303","2022-10-12","0","該当なし","7380","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2022年度","02地域別建設投資の投資額及び前年度比の推移（名目値）"," 地域別・建設投資は、建設投資推計を建設総合統計の地域別出来高の比率により配分し推計したものである。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。【地域区分】北海道：北海道東北：青森県、岩手県、宮城県、秋田県、山形県、福島県関東：茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、山梨県、長野県北陸：新潟県、富山県、石川県、福井県中部：岐阜県、静岡県、愛知県、三重県近畿：滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県中国：鳥取県、島根県、岡山県、広島県、山口県四国：徳島県、香川県、愛媛県、高知県九州：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県沖縄：沖縄"
"0004009100","建設投資見通し","2023年度 01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","年度次","202304-202403","2023-08-08","0","該当なし","9600","2024-08-28","","00600870","建設投資見通し","00600","国土交通省","08","住宅・土地・建設","02","建設","建設投資見通し","2023年度","01建設投資の投資額、前年度比及び構成比の推移（名目値・実質値別）","建築着工統計、建設工事施工統計、建設総合統計や建設事業費の実績値等を基に作成している。なお、最新年度は「見通し」、その前年度及び前々年度は「見込み」の値である。"
