"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY"
"0003014193","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","140","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-1-1","時系列表（事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等、　付加価値額、有形固定資産投資総額） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","時系列表（事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等、　付加価値額、有形固定資産投資総額）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003014199","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","825","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-2-1","産業中分類別（事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等、付加価値額、年末在庫合計額、製造品年末在庫額、半製品・仕掛品年末価額、原材料・燃料年末在庫額、有形固定資産投資総額） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","産業中分類別（事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等、付加価値額、年末在庫合計額、製造品年末在庫額、半製品・仕掛品年末価額、原材料・燃料年末在庫額、有形固定資産投資総額）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003094240","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","132","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-3-1","従業者規模別（事業所数、従業者数） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","従業者規模別（事業所数、従業者数）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003094258","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","66","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-3-2","従業者規模別（現金給与総額） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","従業者規模別（現金給与総額）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003094259","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","99","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-3-3","従業者規模別（原材料使用額等、製造品出荷額等、付加価値額） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","従業者規模別（原材料使用額等、製造品出荷額等、付加価値額）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003094274","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","48","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-3-4","従業者規模別（有形固定資産投資総額） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","従業者規模別（有形固定資産投資総額）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003094301","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","576","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-4-1","都道府県別（事業所数、従業者数） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","都道府県別（事業所数、従業者数）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003094302","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","480","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-4-2","都道府県別（製造品出荷額等、付加価値額） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","都道府県別（製造品出荷額等、付加価値額）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003094303","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-23","0","該当なし","528","2022-07-05","","00550010","工業統計調査","00550","経済産業省","1-5-1","都道府県別（製造品出荷額等の都道府県別順位及び主要産業の概況） 従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","都道府県別（製造品出荷額等の都道府県別順位及び主要産業の概況）","従業者4人以上の事業所に関する統計（但し、在庫及び有形固定資産関連は従業者30人以上）",""
"0003014203","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-12","0","該当なし","2400","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-1","都道府県・産業中分類別　事業所数 従業者10人以上の事業所に関する統計","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","都道府県・産業中分類別　事業所数","従業者10人以上の事業所に関する統計",""
"0003014204","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-12","0","該当なし","2400","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-2","都道府県・産業中分類別　製造品出荷額等 従業者10人以上の事業所に関する統計","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","都道府県・産業中分類別　製造品出荷額等","従業者10人以上の事業所に関する統計",""
"0003014205","工業統計調査 速報 平成20年工業統計速報データ","年次","200801-200812","2010-03-12","0","該当なし","2400","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-3","都道府県・産業中分類別　付加価値額 従業者10人以上の事業所に関する統計","05","鉱工業","02","製造業","工業統計調査","速報","平成20年工業統計速報データ","都道府県・産業中分類別　付加価値額","従業者10人以上の事業所に関する統計",""
"0003014206","工業統計調査 概要版 平成19年工業統計表「概要版」","年次","200701-200712","2010-03-12","0","該当なし","3516","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-1","産業別統計表（産業細分類別、従業者４人以上の事業所に関する統計表）","05","鉱工業","02","製造業","工業統計調査","概要版","平成19年工業統計表「概要版」","産業別統計表（産業細分類別、従業者４人以上の事業所に関する統計表）","",""
"0003014207","工業統計調査 概要版 平成19年工業統計表「概要版」","年次","200701-200712","2010-03-23","0","該当なし","9216","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-2","産業別統計表（産業細分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","05","鉱工業","02","製造業","工業統計調査","概要版","平成19年工業統計表「概要版」","産業別統計表（産業細分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","",""
"0003014208","工業統計調査 概要版 平成19年工業統計表「概要版」","年次","200701-200712","2010-03-23","0","該当なし","1608","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-3","従業者規模別統計表（産業中分類別、従業者４人以上の事業所に関する統計表）","05","鉱工業","02","製造業","工業統計調査","概要版","平成19年工業統計表「概要版」","従業者規模別統計表（産業中分類別、従業者４人以上の事業所に関する統計表）","",""
"0003014209","工業統計調査 概要版 平成19年工業統計表「概要版」","年次","200701-200712","2010-03-23","0","該当なし","3088","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-4","従業者規模別統計表（産業中分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","05","鉱工業","02","製造業","工業統計調査","概要版","平成19年工業統計表「概要版」","従業者規模別統計表（産業中分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","",""
"0003014210","工業統計調査 概要版 平成19年工業統計表「概要版」","年次","200701-200712","2010-03-12","0","該当なし","11550","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-5","都道府県別、東京特別区・政令指定都市別統計表（産業中分類別、従業者４人以上の事業所に関する統計表）","05","鉱工業","02","製造業","工業統計調査","概要版","平成19年工業統計表「概要版」","都道府県別、東京特別区・政令指定都市別統計表（産業中分類別、従業者４人以上の事業所に関する統計表）","",""
"0003014158","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","17500","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-1","市区町村編 都道府県、東京特別区・政令指定都市別の産業中分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","都道府県、東京特別区・政令指定都市別の産業中分類別統計","","市区町村編"
"0003014164","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","4496","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-1","細分類 全国産業細分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","全国産業細分類別統計","","細分類"
"0003014159","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","202740","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-2","市区町村編 市区町村別、産業中分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","市区町村別、産業中分類別統計","","市区町村編"
"0003014165","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-12","0","該当なし","32384","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-2","細分類 経済産業局別産業細分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","経済産業局別産業細分類別統計","","細分類"
"0003014166","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","130704","2022-07-05","","00550010","工業統計調査","00550","経済産業省","2-3","細分類 都道府県別産業細分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","都道府県別産業細分類別統計","","細分類"
"0003014171","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","23244","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-01","企業統計編 企業に関する統計（産業小分類別、経営組織別、資本金階層別、従業者規模別の企業数）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業小分類別、経営組織別、資本金階層別、従業者規模別の企業数）","","企業統計編"
"0003014172","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-22","0","該当なし","3744","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-02","企業統計編 企業に関する統計（産業中分類別、経営組織別、資本金階層別、従業者規模別の従業者数）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業中分類別、経営組織別、資本金階層別、従業者規模別の従業者数）","","企業統計編"
"0003014173","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","3744","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-03","企業統計編 企業に関する統計（産業中分類別、経営組織別、資本金階層別、従業者規模別の粗付加価値額）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業中分類別、経営組織別、資本金階層別、従業者規模別の粗付加価値額）","","企業統計編"
"0003014174","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","2769","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-04","企業統計編 企業に関する統計（産業中分類別、経営組織別、資本金階層別、従業者規模別の投資総額）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業中分類別、経営組織別、資本金階層別、従業者規模別の投資総額）","","企業統計編"
"0003014175","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","20420","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-05","企業統計編 企業に関する統計（産業小分類別、経営組織別、資本金階層別、企業統計）　全企業","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業小分類別、経営組織別、資本金階層別、企業統計）　全企業","","企業統計編"
"0003014176","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","19700","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-06","企業統計編 企業に関する統計（産業小分類別、経営組織別、資本金階層別、企業統計）　１社１事業所を保有する企業","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業小分類別、経営組織別、資本金階層別、企業統計）　１社１事業所を保有する企業","","企業統計編"
"0003014177","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","16190","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-07","企業統計編 企業に関する統計（産業小分類別、経営組織別、資本金階層別、企業統計）　１社２事業所以上を保有する企業","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業小分類別、経営組織別、資本金階層別、企業統計）　１社２事業所以上を保有する企業","","企業統計編"
"0003014178","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","17880","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-08","企業統計編 企業に関する統計（産業小分類別、従業者規模別、企業統計）　全企業","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業小分類別、従業者規模別、企業統計）　全企業","","企業統計編"
"0003014179","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","15870","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-09","企業統計編 企業に関する統計（産業小分類別、従業者規模別、企業統計）　１社１事業所を保有する企業","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業小分類別、従業者規模別、企業統計）　１社１事業所を保有する企業","","企業統計編"
"0003013867","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","22269","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-1","品目編 品目別出荷及び事業所数（従業者４人以上の事業所）(平成15年～平成19年)","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","品目別出荷及び事業所数（従業者４人以上の事業所）(平成15年～平成19年)","","品目編"
"0003013982","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","29440","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-1","産業編 従業者４人以上の事業所に関する産業別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者４人以上の事業所に関する産業別統計","","産業編"
"0003014160","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","15600","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-1","工業地区編 都道府県別、産業中分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","都道府県別、産業中分類別統計","","工業地区編"
"0003013876","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","1920","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-10","品目編 その他収入の種類別の都道府県別産出事業所数及び収入額（従業者４人以上の事業所）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","その他収入の種類別の都道府県別産出事業所数及び収入額（従業者４人以上の事業所）","","品目編"
"0003014180","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","15840","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-10","企業統計編 企業に関する統計（産業小分類別、従業者規模別、企業統計）　１社２事業所以上を保有する企業","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（産業小分類別、従業者規模別、企業統計）　１社２事業所以上を保有する企業","","企業統計編"
"0003092866","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","17500","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-10","産業編 従業者30人以上の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別の事業所数、従業者数、製造品出荷額等及び付加価値額）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者30人以上の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別の事業所数、従業者数、製造品出荷額等及び付加価値額）","","産業編"
"0003014181","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","2719","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-11","企業統計編 企業に関する統計（企業別産出事業所数）　１社２事業所以上を保有する企業","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","企業に関する統計（企業別産出事業所数）　１社２事業所以上を保有する企業","","企業統計編"
"0003092849","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","36750","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-11","産業編 従業者30人以上の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別の在庫額、有形固定資産額及びリース契約による契約額及び支払額）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者30人以上の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別の在庫額、有形固定資産額及びリース契約による契約額及び支払額）","","産業編"
"0003014182","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","79300","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-12","企業統計編 事業所に関する統計（産業別、経営組織別、資本金階層別統計）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","事業所に関する統計（産業別、経営組織別、資本金階層別統計）","","企業統計編"
"0003092838","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","15750","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-12","産業編 従業者4～29人の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別の事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び付加価値額）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者4～29人の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別の事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び付加価値額）","","産業編"
"0003014111","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","6525","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-13","産業編 従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、付加価値額等）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、付加価値額等）","","産業編"
"0003014183","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","47736","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-13","企業統計編 事業所に関する統計（品目別、経営組織別、資本金階層別統計）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","事業所に関する統計（品目別、経営組織別、資本金階層別統計）","","企業統計編"
"0003014124","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","1737","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-14","産業編 従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業中分類別、従業者規模別の製造品出荷額等、付加価値額等）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業中分類別、従業者規模別の製造品出荷額等、付加価値額等）","","産業編"
"0003014125","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","4326","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-15","産業編 従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、粗付加価値額等）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、粗付加価値額等）","","産業編"
"0003014126","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","600","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-16","産業編 従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業中分類別、従業者規模別の製造品出荷額等、粗付加価値額等）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業中分類別、従業者規模別の製造品出荷額等、粗付加価値額等）","","産業編"
"0003091798","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","3680","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-17","産業編 (参考統計表)推計を含む全製造事業所に関する統計（産業細分類別）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","(参考統計表)推計を含む全製造事業所に関する統計（産業細分類別）","","産業編"
"0003091815","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","3420","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-18","産業編 (参考統計表)推計による従業者３人以下の事業所に関する統計（産業細分類別）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","(参考統計表)推計による従業者３人以下の事業所に関する統計（産業細分類別）","","産業編"
"0003091841","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","7890","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-19","産業編 (参考統計表)推計による従業者３人以下の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","(参考統計表)推計による従業者３人以下の事業所に関する都道府県別、東京特別区・政令指定都市別統計（産業中分類別）","","産業編"
"0003013868","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","1300","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-2","品目編 品目群による都道府県別出荷額（産業中分類別、従業者４人以上の事業所）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","品目群による都道府県別出荷額（産業中分類別、従業者４人以上の事業所）","","品目編"
"0003013983","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","13122","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-2","産業編 従業者30人以上の事業所に関する産業別統計(事業所数、従業者数及び現金給与総額)","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者30人以上の事業所に関する産業別統計(事業所数、従業者数及び現金給与総額)","","産業編"
"0003014161","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","72176","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-2","工業地区編 工業地区別、産業中分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","工業地区別、産業中分類別統計","","工業地区編"
"0003013869","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","91752","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-3","品目編 品目別、都道府県別の出荷及び産出事業所数（従業者４人以上の事業所）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","品目別、都道府県別の出荷及び産出事業所数（従業者４人以上の事業所）","","品目編"
"0003013984","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","14576","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-3","産業編 従業者30人以上の事業所に関する産業別統計(原材料使用額等、製造品出荷額等、生産額、付加価値額及び粗付加価値額)","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者30人以上の事業所に関する産業別統計(原材料使用額等、製造品出荷額等、生産額、付加価値額及び粗付加価値額)","","産業編"
"0003014162","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","131643","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-3","工業地区編 工業地区別、事業所数ウェイト順による産業細分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","工業地区別、事業所数ウェイト順による産業細分類別統計","","工業地区編"
"0003013870","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","14688","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-4","品目編 品目別、従業者規模別の産出事業所数及び出荷額（従業者４人以上の事業所）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","品目別、従業者規模別の産出事業所数及び出荷額（従業者４人以上の事業所）","","品目編"
"0003013985","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","15309","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-4","産業編 従業者30人以上の事業所に関する産業別統計(在庫額及び有形固定資産額及びリース契約による契約額及び支払額)","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者30人以上の事業所に関する産業別統計(在庫額及び有形固定資産額及びリース契約による契約額及び支払額)","","産業編"
"0003014163","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","158301","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-4","工業地区編 工業地区別、出荷額ウェイト順による産業細分類別統計","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","工業地区別、出荷額ウェイト順による産業細分類別統計","","工業地区編"
"0003013871","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","19329","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-5","品目編 品目別出荷における産業別の産出事業所数及び出荷額（従業者10人以上の事業所）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","品目別出荷における産業別の産出事業所数及び出荷額（従業者10人以上の事業所）","","品目編"
"0003013986","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","19571","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-5","産業編 従業者４～２９人の事業所に関する産業別統計(事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び粗付加価値額)","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者４～２９人の事業所に関する産業別統計(事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び粗付加価値額)","","産業編"
"0003013872","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","8796","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-6","品目編 産業別出荷における品目別の産出事業所数及び出荷額（従業者10人以上の事業所）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","産業別出荷における品目別の産出事業所数及び出荷額（従業者10人以上の事業所）","","品目編"
"0003013987","工業統計調査 確報 平成19年確報","年次","200701-200712","2010-03-23","0","該当なし","51672","2022-07-05","","00550010","工業統計調査","00550","経済産業省","3-6","産業編 従業者４人以上の事業所に関する従業者規模別統計（産業細分類別の事業所数、従業者数等）","05","鉱工業","02","製造業","工業統計調査","確報","平成19年確報","従業者４人以上の事業所に関する従業者規模別統計（産業細分類別の事業所数、従業者数等）","","産業編"
