"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003355222","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・季調系列、月次)","月次","202412","2025-02-19","0","該当なし","8024","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・季調系列、月次)","Volatile orders:Orders for ships and those from electric power companies."
"0003355223","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・季調系列、四半期)","四半期","202410-202412","2025-02-19","0","該当なし","2652","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・季調系列、四半期)","Volatile orders:Orders for ships and those from electric power companies."
"0003355224","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・年度)","年度次","202304-202403","2024-05-22","0","該当なし","323","2024-07-23","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・年度)","Volatile orders:Orders for ships and those from electric power companies."
"0003355225","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・暦年)","年次","202401-202412","2025-02-19","0","該当なし","323","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　主要需要者別機械受注額(原系列・暦年)","Volatile orders:Orders for ships and those from electric power companies."
"0003355226","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・月次)","月次","202412","2025-02-19","0","該当なし","8024","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・月次)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
"0003355227","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・四半期)","四半期","202410-202412","2025-02-19","0","該当なし","2652","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・四半期)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
"0003355228","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・年度)","年度次","202304-202403","2024-05-22","0","該当なし","646","2024-07-23","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・年度)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
"0003355229","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・暦年)","年次","202401-202412","2025-02-19","0","該当なし","646","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　機種別機械受注額(大分類・中分類、原系列・暦年)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
"0003355250","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・月次)","月次","202412","2025-02-19","0","該当なし","8024","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・月次)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
"0003355251","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・四半期)","四半期","202410-202412","2025-02-19","0","該当なし","2652","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・四半期)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
"0003355252","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・年度)","年度次","202304-202403","2024-05-22","0","該当なし","646","2024-07-23","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・年度)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
"0003355253","機械受注統計調査 主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・暦年)","年次","202401-202412","2025-02-19","0","該当なし","646","2025-02-19","","00100401","機械受注統計調査","00100","内閣府","05","鉱工業","02","製造業","機械受注統計調査","主要長期時系列統計表（2005/4～）","長期系列　民需機種別機械受注額(大分類・中分類、原系列・暦年)","（備考）「電子計算機等」は、「電子計算機」と「半導体製造装置」の合計。"
