"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE.@no","TITLE.$"
"0003119960","平成17年（2005年）産業連関表（確報）","逆行列係数表 (I-Ad)-1 34部門表","-","200501-200512","2015-12-25","0","該当なし","1292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","(I-Ad)-1","34部門表","","",""
"0003119961","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表 最終需要項目別生産誘発額表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表","最終需要項目別生産誘発額表","190部門表","","",""
"0003119962","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表 最終需要項目別生産誘発係数表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表","最終需要項目別生産誘発係数表","190部門表","","",""
"0003119963","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表 最終需要項目別生産誘発依存度表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表","最終需要項目別生産誘発依存度表","190部門表","","",""
"0003119964","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表 最終需要項目別粗付加価値誘発額表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表","最終需要項目別粗付加価値誘発額表","190部門表","","",""
"0003119971","平成17年（2005年）産業連関表（確報）","部門別品目別国内生産額表 部門別品目別国内生産額表 列部門別統合品目別細品目別国内生産額表","-","200501-200512","2015-12-25","0","該当なし","6691","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","部門別品目別国内生産額表","部門別品目別国内生産額表","列部門別統合品目別細品目別国内生産額表","","",""
"0003119972","平成17年（2005年）産業連関表（確報）","取引基本表 産出表 190部門表","-","200501-200512","2015-12-25","0","該当なし","301294","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","取引基本表","産出表","190部門表","","",""
"0003119973","平成17年（2005年）産業連関表（確報）","取引基本表 購入者価格評価表 108部門表","-","200501-200512","2015-12-25","0","該当なし","15260","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","取引基本表","購入者価格評価表","108部門表","","",""
"0003119974","平成17年（2005年）産業連関表（確報）","投入係数表 投入係数表 108部門表","-","200501-200512","2015-12-25","0","該当なし","12862","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","投入係数表","投入係数表","108部門表","","",""
"0003119975","平成17年（2005年）産業連関表（確報）","投入係数表 （参考）最終需要項目の商品構成 108部門表","-","200501-200512","2015-12-25","0","該当なし","1090","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","投入係数表","（参考）最終需要項目の商品構成","108部門表","","",""
"0003119976","平成17年（2005年）産業連関表（確報）","逆行列係数表 [I-(I-M)A]-1 108部門表","-","200501-200512","2015-12-25","0","該当なし","12096","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","[I-(I-M)A]-1","108部門表","","",""
"0003119977","平成17年（2005年）産業連関表（確報）","逆行列係数表 (I-Ad)-1 108部門表","-","200501-200512","2015-12-25","0","該当なし","12096","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","(I-Ad)-1","108部門表","","",""
"0003119978","平成17年（2005年）産業連関表（確報）","逆行列係数表 (I-A)-1 34部門表","-","200501-200512","2015-12-25","0","該当なし","1292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","(I-A)-1","34部門表","","",""
"0003119979","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表 最終需要項目別生産誘発額表 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表","最終需要項目別生産誘発額表","13部門表","","",""
"0003119980","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表 最終需要項目別生産誘発係数表 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表","最終需要項目別生産誘発係数表","13部門表","","",""
"0003119981","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表 最終需要項目別生産誘発依存度表 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表","最終需要項目別生産誘発依存度表","13部門表","","",""
"0003119982","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表 最終需要項目別粗付加価値誘発額表 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表","最終需要項目別粗付加価値誘発額表","13部門表","","",""
"0003119983","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表 最終需要項目別粗付加価値誘発係数表 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表","最終需要項目別粗付加価値誘発係数表","13部門表","","",""
"0003119984","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表 最終需要項目別粗付加価値誘発依存度表 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表","最終需要項目別粗付加価値誘発依存度表","13部門表","","",""
"0003119985","平成17年（2005年）産業連関表（確報）","取引基本表 生産者価格評価表 13部門表","-","200501-200512","2015-12-25","0","該当なし","574","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","取引基本表","生産者価格評価表","13部門表","","",""
"0003119986","平成17年（2005年）産業連関表（確報）","投入係数表 投入係数表 190部門表","-","200501-200512","2015-12-25","0","該当なし","38582","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","投入係数表","投入係数表","190部門表","","",""
"0003119987","平成17年（2005年）産業連関表（確報）","投入係数表 （参考）最終需要項目の商品構成 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","投入係数表","（参考）最終需要項目の商品構成","190部門表","","",""
"0003119988","平成17年（2005年）産業連関表（確報）","逆行列係数表 [I-(I-M)A]-1 190部門表","-","200501-200512","2015-12-25","0","該当なし","36860","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","[I-(I-M)A]-1","190部門表","","",""
"0003119989","平成17年（2005年）産業連関表（確報）","逆行列係数表 (I-Ad)-1 190部門表","-","200501-200512","2015-12-25","0","該当なし","36860","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","(I-Ad)-1","190部門表","","",""
"0003119990","平成17年（2005年）産業連関表（確報）","逆行列係数表 (I-A)-1 108部門表","-","200501-200512","2015-12-25","0","該当なし","12096","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","(I-A)-1","108部門表","","",""
"0003119991","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表 最終需要項目別生産誘発額表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表","最終需要項目別生産誘発額表","34部門表","","",""
"0003119992","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表 最終需要項目別生産誘発係数表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表","最終需要項目別生産誘発係数表","34部門表","","",""
"0003119993","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表 最終需要項目別生産誘発依存度表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表","最終需要項目別生産誘発依存度表","34部門表","","",""
"0003119994","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表 最終需要項目別粗付加価値誘発額表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表","最終需要項目別粗付加価値誘発額表","34部門表","","",""
"0003119995","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表 最終需要項目別粗付加価値誘発係数表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表","最終需要項目別粗付加価値誘発係数表","34部門表","","",""
"0003119996","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表 最終需要項目別粗付加価値誘発依存度表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表","最終需要項目別粗付加価値誘発依存度表","34部門表","","",""
"0003119997","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表","最終需要項目別輸入誘発額表","34部門表","","",""
"0003119998","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発係数表 最終需要項目別輸入誘発係数表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発係数表","最終需要項目別輸入誘発係数表","34部門表","","",""
"0003119999","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発依存度表 最終需要項目別輸入誘発依存度表 34部門表","-","200501-200512","2015-12-25","0","該当なし","350","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発依存度表","最終需要項目別輸入誘発依存度表","34部門表","","",""
"0003120000","平成17年（2005年）産業連関表（確報）","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 34部門表","-","200501-200512","2015-12-25","0","該当なし","210","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表","34部門表","","",""
"0003120002","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 基本分類表 金額","-","200501-200512","2015-12-25","0","該当なし","808","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表）","雇用表（生産活動部門別従業者内訳表）","基本分類表","金額","",""
"0003120003","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 108部門表 金額","-","200501-200512","2015-12-25","0","該当なし","212","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表）","雇用表（生産活動部門別従業者内訳表）","108部門表","金額","",""
"0003120004","平成17年（2005年）産業連関表（確報）","産業別商品産出構成表（Ｖ表） 産業別商品産出構成表（Ｖ表） 108部門表","-","200501-200512","2015-12-25","0","該当なし","16128","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","産業別商品産出構成表（Ｖ表）","産業別商品産出構成表（Ｖ表）","108部門表","","",""
"0003120005","平成17年（2005年）産業連関表（確報）","投入係数表 （参考）最終需要項目の商品構成 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","投入係数表","（参考）最終需要項目の商品構成","13部門表","","",""
"0003120006","平成17年（2005年）産業連関表（確報）","逆行列係数表 [I-(I-M)A]-1 13部門表","-","200501-200512","2015-12-25","0","該当なし","221","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","[I-(I-M)A]-1","13部門表","","",""
"0003120007","平成17年（2005年）産業連関表（確報）","逆行列係数表 (I-A)-1 190部門表","-","200501-200512","2015-12-25","0","該当なし","36860","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表","(I-A)-1","190部門表","","",""
"0003120008","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表 最終需要項目別生産誘発額表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発額表","最終需要項目別生産誘発額表","108部門表","","",""
"0003120009","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表 最終需要項目別生産誘発係数表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発係数表","最終需要項目別生産誘発係数表","108部門表","","",""
"0003120010","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表 最終需要項目別生産誘発依存度表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別生産誘発依存度表","最終需要項目別生産誘発依存度表","108部門表","","",""
"0003120011","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表 最終需要項目別粗付加価値誘発額表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発額表","最終需要項目別粗付加価値誘発額表","108部門表","","",""
"0003120012","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表 最終需要項目別粗付加価値誘発係数表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表","最終需要項目別粗付加価値誘発係数表","108部門表","","",""
"0003120013","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表 最終需要項目別粗付加価値誘発依存度表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表","最終需要項目別粗付加価値誘発依存度表","108部門表","","",""
"0003120014","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表","最終需要項目別輸入誘発額表","108部門表","","",""
"0003120015","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発係数表 最終需要項目別輸入誘発係数表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発係数表","最終需要項目別輸入誘発係数表","108部門表","","",""
"0003120016","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発依存度表 最終需要項目別輸入誘発依存度表 108部門表","-","200501-200512","2015-12-25","0","該当なし","1199","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発依存度表","最終需要項目別輸入誘発依存度表","108部門表","","",""
"0003120017","平成17年（2005年）産業連関表（確報）","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 108部門表","-","200501-200512","2015-12-25","0","該当なし","654","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表","108部門表","","",""
"0003120018","平成17年（2005年）産業連関表（確報）","輸入表 輸入表 108部門表","-","200501-200512","2015-12-25","0","該当なし","13407","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","輸入表","輸入表","108部門表","","",""
"0003120019","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 基本分類表 雇用者数","-","200501-200512","2015-12-25","0","該当なし","3232","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表）","雇用表（生産活動部門別従業者内訳表）","基本分類表","雇用者数","",""
"0003120020","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 108部門表 雇用者数","-","200501-200512","2015-12-25","0","該当なし","848","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表）","雇用表（生産活動部門別従業者内訳表）","108部門表","雇用者数","",""
"0003120021","平成17年（2005年）産業連関表（確報）","固定資本マトリックス 固定資本マトリックス（民間） 基本分類×108部門表","-","200501-200512","2015-12-25","0","該当なし","10359","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","固定資本マトリックス","固定資本マトリックス（民間）","基本分類×108部門表","","",""
"0003120023","平成17年（2005年）産業連関表（確報）","取引基本表（自家輸送部門表章なし） 生産者価格評価表 34部門表","-","200501-200512","2015-12-25","0","該当なし","2170","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","取引基本表（自家輸送部門表章なし）","生産者価格評価表","34部門表","","",""
"0003120024","平成17年（2005年）産業連関表（確報）","逆行列係数表（自家輸送部門表章なし） (I-Ad)-1 190部門表","-","200501-200512","2015-12-25","0","該当なし","36096","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表（自家輸送部門表章なし）","(I-Ad)-1","190部門表","","",""
"0003120025","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表 最終需要項目別粗付加価値誘発係数表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発係数表","最終需要項目別粗付加価値誘発係数表","190部門表","","",""
"0003120026","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表 最終需要項目別粗付加価値誘発依存度表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別粗付加価値誘発依存度表","最終需要項目別粗付加価値誘発依存度表","190部門表","","",""
"0003120027","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表","最終需要項目別輸入誘発額表","190部門表","","",""
"0003120028","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発係数表 最終需要項目別輸入誘発係数表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発係数表","最終需要項目別輸入誘発係数表","190部門表","","",""
"0003120029","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発依存度表 最終需要項目別輸入誘発依存度表 190部門表","-","200501-200512","2015-12-25","0","該当なし","2292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発依存度表","最終需要項目別輸入誘発依存度表","190部門表","","",""
"0003120030","平成17年（2005年）産業連関表（確報）","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 190部門表","-","200501-200512","2015-12-25","0","該当なし","1146","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表","190部門表","","",""
"0003120031","平成17年（2005年）産業連関表（確報）","国内貨物運賃表 国内貨物運賃表 108部門表","-","200501-200512","2015-12-25","0","該当なし","13407","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","国内貨物運賃表","国内貨物運賃表","108部門表","","",""
"0003120033","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 190部門表 金額","-","200501-200512","2015-12-25","0","該当なし","370","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","雇用表（生産活動部門別従業者内訳表）","雇用表（生産活動部門別従業者内訳表）","190部門表","金額","",""
"0003120034","平成17年（2005年）産業連関表（確報）","固定資本マトリックス 固定資本マトリックス（公的） 基本分類×108部門表","-","200501-200512","2015-12-25","0","該当なし","5208","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","固定資本マトリックス","固定資本マトリックス（公的）","基本分類×108部門表","","",""
"0003120035","平成17年（2005年）産業連関表（確報）","自家輸送マトリックス 自家輸送マトリックス（貨物自動車） 基本分類×190部門表","-","200501-200512","2015-12-25","0","該当なし","73542","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","自家輸送マトリックス","自家輸送マトリックス（貨物自動車）","基本分類×190部門表","","",""
"0003120036","平成17年（2005年）産業連関表（確報）","取引基本表（自家輸送部門表章なし） 生産者価格評価表 108部門表","-","200501-200512","2015-12-25","0","該当なし","14796","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","取引基本表（自家輸送部門表章なし）","生産者価格評価表","108部門表","","",""
"0003120037","平成17年（2005年）産業連関表（確報）","逆行列係数表（自家輸送部門表章なし） [I-(I-M)A]-1 34部門表","-","200501-200512","2015-12-25","0","該当なし","1292","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表（自家輸送部門表章なし）","[I-(I-M)A]-1","34部門表","","",""
"0003120038","平成17年（2005年）産業連関表（確報）","逆行列係数表（自家輸送部門表章なし） (I-A)-1 190部門表","-","200501-200512","2015-12-25","0","該当なし","36096","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","逆行列係数表（自家輸送部門表章なし）","(I-A)-1","190部門表","","",""
"0003120045","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 13部門表","-","200501-200512","2015-12-25","0","該当なし","98","2016-08-03","","00200603","産業連関表","00200","総務省","07","企業・家計・経済","05","国民経済計算","平成17年（2005年）産業連関表（確報）","最終需要項目別輸入誘発額表","最終需要項目別輸入誘発額表","13部門表","","",""
