"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003170645","外資系企業動向調査","経常利益の推移","年度次","0","2017-06-29","0","該当なし","248","2019-02-14","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","経常利益の推移","",""
"0003170646","外資系企業動向調査","総資産の推移","年度次","0","2017-06-29","0","該当なし","248","2019-02-14","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","総資産の推移","",""
"0003170647","外資系企業動向調査","仕入高、輸入高 合計 2006年以前","年度次","0","2017-03-31","0","該当なし","1287","2017-03-31","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","仕入高、輸入高","合計","2006年以前"
"0003170648","外資系企業動向調査","設備投資の推移 2006年以前","年度次","0","2017-03-31","0","該当なし","285","2017-03-31","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","設備投資の推移","2006年以前",""
"0003170649","外資系企業動向調査","経常利益等収益 母国籍別 2006年以前","年度次","0","2017-03-31","0","該当なし","1809","2017-03-31","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","経常利益等収益","母国籍別","2006年以前"
"0003170650","外資系企業動向調査","経常利益等収益 外資比率別 2006年以前","年度次","0","2017-03-31","0","該当なし","1800","2017-03-31","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","経常利益等収益","外資比率別","2006年以前"
"0003170651","外資系企業動向調査","常用雇用者数 都道府県別","年度次","0","2017-03-31","0","該当なし","288","2019-02-14","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","常用雇用者数","都道府県別",""
"0003170652","外資系企業動向調査","営業費用 参入時期別 2006年以前","年度次","0","2017-03-31","0","該当なし","900","2017-03-31","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","営業費用","参入時期別","2006年以前"
"0003170660","外資系企業動向調査","仕入高、輸入高 外資比率別 2006年以前","年度次","0","2017-03-31","0","該当なし","2700","2017-03-31","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","仕入高、輸入高","外資比率別","2006年以前"
"0003170661","外資系企業動向調査","経常利益等収益 参入時期別 2006年以前","年度次","0","2017-03-31","0","該当なし","1800","2017-03-31","","00550110","外資系企業動向調査","00550","経済産業省","07","企業・家計・経済","01","企業活動","外資系企業動向調査","経常利益等収益","参入時期別","2006年以前"
