"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0003061541","財務省景気予測調査 時系列データ","計数項目（原数値）","-","200304-200403","2012-03-29","0","該当なし","21688","2012-03-29","","00350620","景気予測調査","00350","財務省","07","企業・家計・経済","01","企業活動","財務省景気予測調査","時系列データ","計数項目（原数値）"
"0003061549","財務省景気予測調査 時系列データ","判断項目（原数値）","-","200304-200403","2012-03-29","0","該当なし","846828","2012-03-29","","00350620","景気予測調査","00350","財務省","07","企業・家計・経済","01","企業活動","財務省景気予測調査","時系列データ","判断項目（原数値）"
"0003061550","財務省景気予測調査 時系列データ","判断項目（季調値）","-","200304-200403","2012-03-29","0","該当なし","207738","2012-03-29","","00350620","景気予測調査","00350","財務省","07","企業・家計・経済","01","企業活動","財務省景気予測調査","時系列データ","判断項目（季調値）"
