"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003239680","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","48384","2018-12-15","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","1","A　固有単位表・B　熱量単位表 燃料・電力・蒸気受払表（１）燃料受払_業種別表","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","A　固有単位表・B　熱量単位表","燃料・電力・蒸気受払表（１）燃料受払_業種別表"
"0003240943","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","348000","2018-12-14","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","2-1","A　固有単位表 燃料・電力・蒸気受払表（１）燃料受払_業種別燃料種別表","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","A　固有単位表","燃料・電力・蒸気受払表（１）燃料受払_業種別燃料種別表"
"0003240960","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","345600","2018-12-14","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","2-2","B　熱量単位表 燃料・電力・蒸気受払表（１）燃料受払_業種別燃料種別表","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","B　熱量単位表","燃料・電力・蒸気受払表（１）燃料受払_業種別燃料種別表"
"0003241000","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","32256","2018-12-15","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","3","A　固有単位表・B　熱量単位表 燃料・電力・蒸気受払表（２）電力受払","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","A　固有単位表・B　熱量単位表","燃料・電力・蒸気受払表（２）電力受払"
"0003241060","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","27648","2018-12-15","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","4","A　固有単位表・B　熱量単位表 燃料・電力・蒸気受払表（３）蒸気・熱受払","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","A　固有単位表・B　熱量単位表","燃料・電力・蒸気受払表（３）蒸気・熱受払"
"0003241061","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","85248","2018-12-14","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","5-1","A　固有単位表 直接エネルギー投入表","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","A　固有単位表","直接エネルギー投入表"
"0003241062","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","85248","2018-12-14","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","5-2","B　熱量単位表 直接エネルギー投入表","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","B　熱量単位表","直接エネルギー投入表"
"0003241064","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","9200","2018-12-14","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","6-1","A　固有単位表 エネルギー消費原単位表","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","A　固有単位表","エネルギー消費原単位表"
"0003241065","エネルギー消費統計調査","年度次","201604-201703","2018-12-14","0","該当なし","9200","2018-12-14","","00551005","エネルギー消費統計調査","00551","資源エネルギー庁","6-2","B　熱量単位表 エネルギー消費原単位表","09","エネルギー・水","03","エネルギー需給","エネルギー消費統計調査","B　熱量単位表","エネルギー消費原単位表"
