"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003363955","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","5835","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 機能類型別，林種別面積","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","機能類型別，林種別面積","１　本表は，2015年４月１日現在有効の国有林野施業実施計画書（森林調査簿等）により作成した。<br>２　改植予定地は，伐採跡地に含めて掲上した。<br>３　総数は，四捨五入のため必ずしも一致しない。"
"0003363961","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","920","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 自然公園","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","自然公園","１　本表は，2015年４月１日現在の国有林野施業実施計画書（森林調査簿等）により，自然公園法指定のもののみ掲上した。<br>２　特別保護地区は，特別地域に含めて掲上した。"
"0003363963","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","492","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 緑の回廊","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","緑の回廊","機能類型別欄は，2013年４月１日から機能類型の区分を変更したため，2012年４月１日以前の数値を掲上しない。"
"0003364597","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","337","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 管理区域及び面積","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","管理区域及び面積","１　管理面積の国有地は，地籍台帳及び財産台帳により掲上した。その他は，国有財産区分種目表による敷地等である。<br>２　公有林野等官行造林地は，契約面積を掲上した。<br>３　公有林野等官行造林地のみ所在する市町村数は別記した。<br>４　本表には，千島列島の国有地952,586 ha(北海道森林管理局)は含まない。"
"0003365548","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","590","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 国有林野種目別，要存置，不要存置別面積","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","国有林野種目別，要存置，不要存置別面積","１　本表は，地籍台帳及び財産台帳により作成した。<br>２　本表には，千島列島の国有地952,586 ha（北海道森林管理局）は含まない。"
"0003365549","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","1770","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 林種別，針広別材積","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","林種別，針広別材積","本表は，2015年４月１日現在有効の国有林野施業実施計画書（森林調査簿等）により作成した。"
"0003365570","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","1534","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 樹種別材積","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","樹種別材積","１　本表は，2015年４月１日現在有効の国有林野施業実施計画書（森林調査簿等）により作成した。<br>２　包括する樹種は，エゾマツ（エゾマツ，アカエゾマツ），ツガ類（ツガ，コメツガ），ブナ（ブナ，イヌブナ），ナラ類（コナラ，ミズナラ，カシワ，アベマキ），カシ類（ウバメガシ，アカガシ，シラカシ，アラカシ，ツクバネガシ，イチイガシ），カンバ類（カンバ，シラカンバ，ダケカンバ，ウダイカンバ，ミズメ），カエデ類（イタヤカエデ，カエデ），タモ類（アオダモ，シオジ，ヤチダモ）。<br>３　総数に竹は含まない。"
"0003365571","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","1770","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 林種別，針広別成長量","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","林種別，針広別成長量","１　本表は，2015年４月１日現在有効の国有林野施業実施計画書（森林調査簿等）により作成した。<br>２　改植予定地は，伐採跡地に含めて掲上した。"
"0003365572","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","826","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 法指定地域","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","法指定地域","１　本表は，2015年４月１日現在有効の国有林野施業実施計画書（森林調査簿等）により作成した。<br>２　保安林は保安林台帳，鳥獣保護区は鳥獣保護区台帳により作成した。<br>３　自然公園は，自然公園法指定のもののみ掲上した。<br>４　鳥獣保護区は2015年３月31日現在である。<br>５　史跡名勝天然記念物は，文化財保護法に基づくもののみ掲上した。<br>６　各指定地域の２種以上に重複する場合は，双方に掲上した。<br>７　制限林総数は，保安林，保安施設地区内の森林，森林法施行規則第10条各号に掲げる森林及び原生自然環境保全地域の森林の実数を掲上した。"
"0003365573","国有林野事業統計 確報 第67次　平成27年国有林野事業統計書（平成26年度）","年次","201501-201512","2019-11-26","0","該当なし","4012","2023-02-24","","00501005","国有林野事業統計書","00501","林野庁","1","国有林野の現況等 保安林","04","農林水産業","03","林業","国有林野事業統計","確報","第67次　平成27年国有林野事業統計書（平成26年度）","国有林野の現況等","保安林","１　本表は，保安林台帳により作成した。<br>２　兼種保安林は上位のものにまとめて掲上し，下位のものは別記した。<br>３　箇所数は，保安林台帳の口座数を掲上した。"
