"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE","TITLE_SPEC.TABLE_EXPLANATION"
"0003201402","食品ロス統計調査 確報 平成26年度食品ロス統計調査報告（世帯調査）","年度次","201404-201503","2015-11-05","0","該当なし","36","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-5","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度） 食事管理者の年齢階層別の食品ロス率","04","農林水産業","01","農業","食品ロス統計調査","確報","平成26年度食品ロス統計調査報告（世帯調査）","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度）","食事管理者の年齢階層別の食品ロス率","","","",""
"0003201441","食品ロス統計調査 確報 平成26年度食品ロス統計調査報告（世帯調査）","年度次","201404-201503","2015-11-05","0","該当なし","42","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-6","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度） 食事管理者の年齢階層別の一人１日当たり食品使用量及び食品ロス量","04","農林水産業","01","農業","食品ロス統計調査","確報","平成26年度食品ロス統計調査報告（世帯調査）","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度）","食事管理者の年齢階層別の一人１日当たり食品使用量及び食品ロス量","","","",""
"0003201383","食品ロス統計調査 確報 平成26年度食品ロス統計調査報告（世帯調査）","年度次","201404-201503","2015-11-05","0","該当なし","72","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-7","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度） 食事管理者の職業の有無別、年齢階層別の食品ロス率","04","農林水産業","01","農業","食品ロス統計調査","確報","平成26年度食品ロス統計調査報告（世帯調査）","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度）","食事管理者の職業の有無別、年齢階層別の食品ロス率","","","",""
"0003201422","食品ロス統計調査 確報 平成26年度食品ロス統計調査報告（世帯調査）","年度次","201404-201503","2015-11-05","0","該当なし","84","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-8","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度） 食事管理者の職業の有無別、年齢階層別の一人１日当たり食品使用量及び食品ロス量","04","農林水産業","01","農業","食品ロス統計調査","確報","平成26年度食品ロス統計調査報告（世帯調査）","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度）","食事管理者の職業の有無別、年齢階層別の一人１日当たり食品使用量及び食品ロス量","","","",""
"0003201403","食品ロス統計調査 確報 平成26年度食品ロス統計調査報告（世帯調査）","年度次","201404-201503","2015-11-05","0","該当なし","24","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-9","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度） 食事区分別の食品ロス率","04","農林水産業","01","農業","食品ロス統計調査","確報","平成26年度食品ロス統計調査報告（世帯調査）","世帯における食品使用量、食品ロス量及び食品ロス率（平成26年度）","食事区分別の食品ロス率","","","",""
"0003201451","食品ロス統計調査 確報 平成27年度食品ロス統計調査報告（外食調査）","年度次","201504-201603","2016-03-25","0","該当なし","33","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","1-1","主な食品別の食品使用量、食べ残し量及び食べ残し量の割合 主な食品別の１食当たり食品使用量","04","農林水産業","01","農業","食品ロス統計調査","確報","平成27年度食品ロス統計調査報告（外食調査）","主な食品別の食品使用量、食べ残し量及び食べ残し量の割合","主な食品別の１食当たり食品使用量","","","",""
"0003201393","食品ロス統計調査 確報 平成27年度食品ロス統計調査報告（外食調査）","年度次","201504-201603","2016-03-25","0","該当なし","33","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","1-2","主な食品別の食品使用量、食べ残し量及び食べ残し量の割合 主な食品別の１食当たり食べ残し量","04","農林水産業","01","農業","食品ロス統計調査","確報","平成27年度食品ロス統計調査報告（外食調査）","主な食品別の食品使用量、食べ残し量及び食べ残し量の割合","主な食品別の１食当たり食べ残し量","","","",""
"0003201432","食品ロス統計調査 確報 平成27年度食品ロス統計調査報告（外食調査）","年度次","201504-201603","2016-03-25","0","該当なし","33","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","1-3","主な食品別の食品使用量、食べ残し量及び食べ残し量の割合 主な食品別の食べ残し量の割合","04","農林水産業","01","農業","食品ロス統計調査","確報","平成27年度食品ロス統計調査報告（外食調査）","主な食品別の食品使用量、食べ残し量及び食べ残し量の割合","主な食品別の食べ残し量の割合","","","",""
"0003201412","食品ロス統計調査 確報 平成27年度食品ロス統計調査報告（外食調査）","年度次","201504-201603","2016-03-25","0","該当なし","72","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-1","主な調理品別の提供量、食べ残し量及び食べ残し量の割合 主な調理品別の１食当たり提供量","04","農林水産業","01","農業","食品ロス統計調査","確報","平成27年度食品ロス統計調査報告（外食調査）","主な調理品別の提供量、食べ残し量及び食べ残し量の割合","主な調理品別の１食当たり提供量","","","",""
"0003201452","食品ロス統計調査 確報 平成27年度食品ロス統計調査報告（外食調査）","年度次","201504-201603","2016-03-25","0","該当なし","72","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-2","主な調理品別の提供量、食べ残し量及び食べ残し量の割合 主な調理品別の１食当たり食べ残し量","04","農林水産業","01","農業","食品ロス統計調査","確報","平成27年度食品ロス統計調査報告（外食調査）","主な調理品別の提供量、食べ残し量及び食べ残し量の割合","主な調理品別の１食当たり食べ残し量","","","",""
"0003201394","食品ロス統計調査 確報 平成27年度食品ロス統計調査報告（外食調査）","年度次","201504-201603","2016-03-25","0","該当なし","72","2017-09-22","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2-3","主な調理品別の提供量、食べ残し量及び食べ残し量の割合 主な調理品別の食べ残し量の割合","04","農林水産業","01","農業","食品ロス統計調査","確報","平成27年度食品ロス統計調査報告（外食調査）","主な調理品別の提供量、食べ残し量及び食べ残し量の割合","主な調理品別の食べ残し量の割合","","","",""
"0003270247","食品ロス統計調査 確報","年度次","201204-201303","2019-01-28","0","該当なし","364","2019-01-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","","","04","農林水産業","01","農業","食品ロス統計調査","確報","","統計表","食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等の年間発生量及び発生抑制の実施量　食品製造業","食品廃棄物等の年間発生量及び発生抑制の実施量","食品製造業","統計表 食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等の年間発生量及び発生抑制の実施量　食品製造業 食品廃棄物等の年間発生量及び発生抑制の実施量 食品製造業",""
"0003270248","食品ロス統計調査 確報","年度次","201204-201303","2019-01-28","0","該当なし","468","2019-01-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","","","04","農林水産業","01","農業","食品ロス統計調査","確報","","統計表","食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等の年間発生量及び発生抑制の実施量　食品卸売業","食品廃棄物等の年間発生量及び発生抑制の実施量","食品卸売業","統計表 食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等の年間発生量及び発生抑制の実施量　食品卸売業 食品廃棄物等の年間発生量及び発生抑制の実施量 食品卸売業",""
"0003270249","食品ロス統計調査 確報","年度次","201204-201303","2019-01-28","0","該当なし","252","2019-01-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","","","04","農林水産業","01","農業","食品ロス統計調査","確報","","統計表","食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等を食品循環資源として再生利用した用途別実施量　食品製造業","食品廃棄物等を食品循環資源として再生利用した用途別実施量","食品製造業","統計表 食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等を食品循環資源として再生利用した用途別実施量　食品製造業 食品廃棄物等を食品循環資源として再生利用した用途別実施量 食品製造業",""
"0003270250","食品ロス統計調査 確報","年度次","201204-201303","2019-01-28","0","該当なし","324","2019-01-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","","","04","農林水産業","01","農業","食品ロス統計調査","確報","","統計表","食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等を食品循環資源として再生利用した用途別実施量　食品卸売業","食品廃棄物等を食品循環資源として再生利用した用途別実施量","食品卸売業","統計表 食品廃棄物等の年間発生量100ｔ未満の事業所の集計結果　食品廃棄物等を食品循環資源として再生利用した用途別実施量　食品卸売業 食品廃棄物等を食品循環資源として再生利用した用途別実施量 食品卸売業",""
"0003270251","食品ロス統計調査 確報","年度次","201204-201303","2019-01-28","0","該当なし","512","2019-01-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","","","04","農林水産業","01","農業","食品ロス統計調査","確報","","統計表","（参考）食品産業全体の試算結果　食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率","食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率","","統計表 （参考）食品産業全体の試算結果　食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率 食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率","注：食品循環資源の再生利用等実態調査の結果（平成24年度）と食品リサイクル法第９条第１項に基づく定期報告結果を用いて推計したものである。"
"0003270252","食品ロス統計調査 確報","年度次","201204-201303","2019-01-28","0","該当なし","576","2019-01-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","","","04","農林水産業","01","農業","食品ロス統計調査","確報","","統計表","（参考）食品産業全体の試算結果　食品廃棄物等を食品循環資源として再生利用した用途別実施量 ","食品廃棄物等を食品循環資源として再生利用した用途別実施量","","統計表 （参考）食品産業全体の試算結果　食品廃棄物等を食品循環資源として再生利用した用途別実施量  食品廃棄物等を食品循環資源として再生利用した用途別実施量",""
"0001757880","食品循環資源の再生利用等実態調査 確報 平成29年度食品循環資源の再生利用等実態調査","年度次","201704-201803","2019-11-29","0","該当なし","256","2019-11-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","1","統計表 食品産業における食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率","04","農林水産業","01","農業","食品循環資源の再生利用等実態調査","確報","平成29年度食品循環資源の再生利用等実態調査","統計表","食品産業における食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率","","","",""
"0001757881","食品循環資源の再生利用等実態調査 確報 平成29年度食品循環資源の再生利用等実態調査","年度次","201704-201803","2019-11-29","0","該当なし","288","2019-11-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","2","統計表 食品産業における食品廃棄物等を食品循環資源として再生利用した用途別実施量","04","農林水産業","01","農業","食品循環資源の再生利用等実態調査","確報","平成29年度食品循環資源の再生利用等実態調査","統計表","食品産業における食品廃棄物等を食品循環資源として再生利用した用途別実施量","","","",""
"0001757882","食品循環資源の再生利用等実態調査 確報 平成29年度食品循環資源の再生利用等実態調査","年度次","201704-201803","2019-11-29","0","該当なし","256","2019-11-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","3","統計表 食品廃棄物等の年間発生量100ｔ未満の事業所の結果 食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率","04","農林水産業","01","農業","食品循環資源の再生利用等実態調査","確報","平成29年度食品循環資源の再生利用等実態調査","統計表","食品廃棄物等の年間発生量100ｔ未満の事業所の結果","食品廃棄物等の年間発生量、発生抑制の実施量及び再生利用等実施率","","",""
"0001757883","食品循環資源の再生利用等実態調査 確報 平成29年度食品循環資源の再生利用等実態調査","年度次","201704-201803","2019-11-29","0","該当なし","288","2019-11-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","3","統計表 食品廃棄物等の年間発生量100ｔ未満の事業所の結果 食品廃棄物等を食品循環資源として再生利用した用途別実施量","04","農林水産業","01","農業","食品循環資源の再生利用等実態調査","確報","平成29年度食品循環資源の再生利用等実態調査","統計表","食品廃棄物等の年間発生量100ｔ未満の事業所の結果","食品廃棄物等を食品循環資源として再生利用した用途別実施量","","",""
"0001757884","食品循環資源の再生利用等実態調査 確報 平成29年度食品循環資源の再生利用等実態調査","年度次","201704-201803","2019-11-29","0","該当なし","32","2019-11-29","","00500231","食品循環資源の再生利用等実態調査","00500","農林水産省","3","統計表 食品廃棄物等の年間発生量100ｔ未満の事業所の結果 食品廃棄物等の年間発生量のうち、可食部・製品廃棄割合","04","農林水産業","01","農業","食品循環資源の再生利用等実態調査","確報","平成29年度食品循環資源の再生利用等実態調査","統計表","食品廃棄物等の年間発生量100ｔ未満の事業所の結果","食品廃棄物等の年間発生量のうち、可食部・製品廃棄割合","","",""
