"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0001882943","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","14518","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","2","産業連関表からみた農林漁業及び関連産業 取引基本表（行110部門×列101部門） (1)生産者価格評価表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","取引基本表（行110部門×列101部門）","(1)生産者価格評価表"
"0001882944","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","14518","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","2","産業連関表からみた農林漁業及び関連産業 取引基本表（行110部門×列101部門） (2)購入者価格評価表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","取引基本表（行110部門×列101部門）","(2)購入者価格評価表"
"0001882945","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","14518","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","2","産業連関表からみた農林漁業及び関連産業 取引基本表（行110部門×列101部門） (3)国産表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","取引基本表（行110部門×列101部門）","(3)国産表"
"0001882946","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","14518","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","2","産業連関表からみた農林漁業及び関連産業 取引基本表（行110部門×列101部門） (4)輸入表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","取引基本表（行110部門×列101部門）","(4)輸入表"
"0001882947","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","14518","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","2","産業連関表からみた農林漁業及び関連産業 取引基本表（行110部門×列101部門） (5)商業マージン表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","取引基本表（行110部門×列101部門）","(5)商業マージン表"
"0001882948","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","14518","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","2","産業連関表からみた農林漁業及び関連産業 取引基本表（行110部門×列101部門） (6)国内貨物運賃表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","取引基本表（行110部門×列101部門）","(6)国内貨物運賃表"
"0001882949","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","12138","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","3","産業連関表からみた農林漁業及び関連産業 投入係数表（行110部門×列101部門） (1)投入係数表（生産者価格）Ａ","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","投入係数表（行110部門×列101部門）","(1)投入係数表（生産者価格）Ａ"
"0001882950","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","11322","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","3","産業連関表からみた農林漁業及び関連産業 投入係数表（行110部門×列101部門） (2)国産品投入係数表（生産者価格）Ａｄ","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","投入係数表（行110部門×列101部門）","(2)国産品投入係数表（生産者価格）Ａｄ"
"0001882951","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","11322","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","3","産業連関表からみた農林漁業及び関連産業 投入係数表（行110部門×列101部門） (3)輸入品投入係数表（生産者価格）Ａ－Ａｄ","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","投入係数表（行110部門×列101部門）","(3)輸入品投入係数表（生産者価格）Ａ－Ａｄ"
"0001882952","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","10000","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","4","産業連関表からみた農林漁業及び関連産業 逆行列係数表（98部門） (1)［Ｉ－（I－Ｍ）Ａ］-1","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","逆行列係数表（98部門）","(1)［Ｉ－（I－Ｍ）Ａ］-1"
"0001882953","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","10000","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","4","産業連関表からみた農林漁業及び関連産業 逆行列係数表（98部門） (2)（Ｉ－Ａd）-1","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","逆行列係数表（98部門）","(2)（Ｉ－Ａd）-1"
"0001882954","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","693","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","5","産業連関表からみた農林漁業及び関連産業 最終需要項目別生産誘発額等（98部門） (1)生産誘発額","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","最終需要項目別生産誘発額等（98部門）","(1)生産誘発額"
"0001882955","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","693","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","5","産業連関表からみた農林漁業及び関連産業 最終需要項目別生産誘発額等（98部門） (2)生産誘発係数","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","最終需要項目別生産誘発額等（98部門）","(2)生産誘発係数"
"0001882956","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","693","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","5","産業連関表からみた農林漁業及び関連産業 最終需要項目別生産誘発額等（98部門） (3)生産誘発依存度","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","最終需要項目別生産誘発額等（98部門）","(3)生産誘発依存度"
"0001882957","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","693","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","5","産業連関表からみた農林漁業及び関連産業 最終需要項目別生産誘発額等（98部門） (4)粗付加価値誘発額","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","最終需要項目別生産誘発額等（98部門）","(4)粗付加価値誘発額"
"0001882958","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","693","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","5","産業連関表からみた農林漁業及び関連産業 最終需要項目別生産誘発額等（98部門） (5)粗付加価値誘発係数","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","最終需要項目別生産誘発額等（98部門）","(5)粗付加価値誘発係数"
"0001882959","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","693","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","5","産業連関表からみた農林漁業及び関連産業 最終需要項目別生産誘発額等（98部門） (6) 粗付加価値誘発依存度","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","最終需要項目別生産誘発額等（98部門）","(6) 粗付加価値誘発依存度"
"0001882960","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","1224","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","6","産業連関表からみた農林漁業及び関連産業 雇用表（101部門） 雇用表（101部門）","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","産業連関表からみた農林漁業及び関連産業","雇用表（101部門）","雇用表（101部門）"
"0001883001","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","2812","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","7","食用農林水産物の生産から飲食料の最終消費に至る流れ（飲食費のフロー） 国産表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","食用農林水産物の生産から飲食料の最終消費に至る流れ（飲食費のフロー）","国産表",""
"0001883002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","2812","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","8","食用農林水産物の生産から飲食料の最終消費に至る流れ（飲食費のフロー） 輸入表","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","食用農林水産物の生産から飲食料の最終消費に至る流れ（飲食費のフロー）","輸入表",""
"0001883003","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。） 確報 平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","-","202001-202012","2021-09-30","0","該当なし","2812","2021-10-01","","00500002","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","00500","農林水産省","9","食用農林水産物の生産から飲食料の最終消費に至る流れ（飲食費のフロー） 流通経費表（商業マージン・国内貨物運賃）","07","企業・家計・経済","05","国民経済計算","農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","確報","平成27年（2015年）農林漁業及び関連産業を中心とした産業連関表（飲食費のフローを含む。）","食用農林水産物の生産から飲食料の最終消費に至る流れ（飲食費のフロー）","流通経費表（商業マージン・国内貨物運賃）",""
