"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003411458","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","31585","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第15表　立地件数･敷地面積、従業員数、工業団地内立地件数･敷地面積及び立地率　(小分類業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第15表　立地件数･敷地面積、従業員数、工業団地内立地件数･敷地面積及び立地率　(小分類業種別)","注：新設のみの集計。"
"0003411459","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","4412","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第16-1表、第16-2表　地域開発法の指定地域別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第16-1表、第16-2表　地域開発法の指定地域別立地件数･敷地面積　(都道府県別)","注：研究所を含まない。"
"0003411460","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","3280","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第18表　都市計画法の区域区分別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第18表　都市計画法の区域区分別立地件数･敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411461","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","3756","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第19表　都市計画法の用途地域別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第19表　都市計画法の用途地域別立地件数･敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。<br>注３：多答があるため計は延べ数。"
"0003411462","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","4856","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第20表　地目別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第20表　地目別立地件数･敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。<br>注３：多答があるため計は延べ数。"
"0003411463","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","2457","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第21表　地域開発法の指定地域別平均地価　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第21表　地域開発法の指定地域別平均地価　(都道府県別)","注１：平均地価＝用地取得費／敷地面積。<br>注２：有効回答分による集計結果。<br>注３：研究所を含まない。"
"0003411464","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","10914","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第22表　地目別平均地価　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第22表　地目別平均地価　(業種別)","注１：平均地価＝用地取得費／敷地面積。<br>注２：有効回答分による集計結果。<br>注３：計は多答を１件として合計、そのため各項目の和と一致しない。"
"0003411465","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","18316","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第23表　地目別平均地価　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第23表　地目別平均地価　(都道府県別)","注１：平均地価＝用地取得費／敷地面積。<br>注２：有効回答分による集計結果。<br>注３：研究所を含まない。<br>注４：計は多答を１件として合計、そのため各項目の和と一致しない。"
"0003411466","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","15733","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第24表　敷地面積規模別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第24表　敷地面積規模別立地件数･敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411467","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","9313","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第25表　敷地面積規模別立地件数･敷地面積　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第25表　敷地面積規模別立地件数･敷地面積　(業種別)","注：有効回答分による集計結果。"
"0003411468","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","4055","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第26表　建築面積規模別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第26表　建築面積規模別立地件数･敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411469","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","2392","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第27表　建築面積規模別立地件数･敷地面積　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第27表　建築面積規模別立地件数･敷地面積　(業種別)","注：有効回答分による集計結果。"
"0003411470","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","13240","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第28表、第30表　用地取得から操業開始・着工開始までの期間別予定件数　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第28表、第30表　用地取得から操業開始・着工開始までの期間別予定件数　(業種別)","注１：新設のみの集計。<br>注２：有効回答分による集計結果。"
"0003411471","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","3455","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第29表、第31表　用地取得から操業開始・着工開始までの期間別予定件数　(敷地面積規模別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第29表、第31表　用地取得から操業開始・着工開始までの期間別予定件数　(敷地面積規模別)","注１：新設のみの集計。<br>注２：有効回答分による集計結果。<br>注３：研究所を含まない。"
"0003411472","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","1887","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第32表、第33表　工場適地内立地の立地件数･適地内比率　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第32表、第33表　工場適地内立地の立地件数･適地内比率　(業種別)","注：有効回答分による集計結果。"
"0003411473","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","1887","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第32表、第33表　工場適地内立地の敷地面積･適地内比率　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第32表、第33表　工場適地内立地の敷地面積･適地内比率　(業種別)","注：有効回答分による集計結果。"
"0003411474","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","3181","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第34表、第35表　工場適地内立地の立地件数･適地内比率　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第34表、第35表　工場適地内立地の立地件数･適地内比率　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411475","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","3181","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第34表、第35表　工場適地内立地の敷地面積･適地内比率　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第34表、第35表　工場適地内立地の敷地面積･適地内比率　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411476","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","4723","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第36表　新設増設別件数　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第36表　新設増設別件数　(都道府県別)","注１：増設とは、自社の既存の工場敷地に隣接して当該工場が1,000m2以上の用地を取得したものの件数。<br>注２：2017年は現時点で未定のところを除いた件数。"
"0003411477","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","734","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第37表　借地立地件数　(都道府県別)　年次","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第37表　借地立地件数　(都道府県別)　年次",""
"0003411478","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","1040","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第37表　借地立地件数　(都道府県別)　半期","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第37表　借地立地件数　(都道府県別)　半期",""
"0003411479","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","5812","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第38表　立地地点選定理由別選択件数　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第38表　立地地点選定理由別選択件数　(業種別)","注：新設のみの集計。"
"0003411480","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","9786","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第39表　立地地点選定理由別選択件数　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第39表　立地地点選定理由別選択件数　(都道府県別)","注１：新設のみの集計。<br>注２：研究所を含まない。"
"0003411481","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","3198","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第40表　海外立地検討の有無別選択件数　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第40表　海外立地検討の有無別選択件数　(業種別)","注１：新設のみの集計。<br>注２：有効回答分による集計結果。"
"0003411482","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","2585","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第41表　海外立地の検討を行った理由別選択件数　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第41表　海外立地の検討を行った理由別選択件数　(業種別)","注１：新設のみの集計。<br>注２：有効回答分による集計結果。"
"0003411483","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","3763","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第42表　海外立地と比較しての国内立地選定理由別選択件数　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第42表　海外立地と比較しての国内立地選定理由別選択件数　(業種別)","注１：新設のみの集計。<br>注２：有効回答分による集計結果。"
"0003411484","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","4623","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第43-1表　資本金規模別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第43-1表　資本金規模別立地件数･敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411485","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","1152","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第43-2表　従業者規模別立地件数　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第43-2表　従業者規模別立地件数　(業種別)","注：2008年の日本標準産業分類改訂に伴い、以下の調整を実施。<br>＜繊維工業＞<br>・旧日本標準産業分類上の「繊維工業（衣服その他の繊維製品を除く）」「衣服・その他の繊維製品製造業」については「繊維工業」に編入となったため、1993年から2007年までの値については「繊維工業」に合算している。<br>・「炭素繊維製造業」は「窯業土石」から「繊維工業」に移動したため2002年から2007年までのデータについては「窯業土石」に含み、2008年については「繊維工業」に含んでいる。<br>・「化学繊維製造業」については1993年から2007年までのデータについて「化学工業」から除き、「繊維工業」に含めている。<br><br>＜はん用機械器具製造業、生産用機械器具製造業、業務用機械器具製造業および(旧)一般機械＞<br>・旧日本標準産業分類においては「一般機械器具製造業」と分類しており、今回の改正により「はん用機械器具製造業」「生産用機械器具製造業」「業務用機械器具製造業」に分かれたので併記することとする。<br>・「武器製造業」「計量器・測定器・分析機器・試験器製造業」「測量器械器具製造業」「医療用機械器具・医療用品製造業」「理化学機械器具製造業」「光学機械器具・レンズ製造業」については「業務用機械器具製造業」に含む。<br><br>＜電子部品デバイス電子回路製造業＞<br>・「光ディスク・磁気ディスク・磁気テープ製造業」は「電気機械器具製造業」から「電子部品デバイス」に移動したため、2002年から2007年までのデータについては「電気機械器具製造業」に含み、2008年については「電子部品デバイス電子回路製造業」に含む。<br><br>＜情報通信機械器具製造業＞<br>・「ビデオ機器製造業」「デジタルカメラ製造業」は「電気機械器具製造業」から「情報通信機械器具製造業」に移動したため、2002年から2007年までのデータについては「電気機械器具製造業」に含み、2008年については「情報通信機械器具製造業」に含む。<br><br>＜(旧)精密機械＞<br>・旧日本標準産業分類上の「精密機械」から「眼鏡製造業」「時計・同部分品製造業」を除いたものを併記することとする。<br><br>＜その他の製造業＞<br>・「眼鏡製造業」「時計・同部分品製造業」については「その他の製造業」に含む。<br><br>＜(旧)武器製造業＞<br>・「武器製造業」については、新日本標準産業分類上で「業務用機械」に分類されるため、旧分類上のデータを併記することとする。"
"0003411486","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","17544","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第44表　工業団地内立地件数･敷地面積　(地域別･業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第44表　工業団地内立地件数･敷地面積　(地域別･業種別)","注１：工業団地：地方公共団体、公団、事業団、地方開発公社、第三セクター、民間デベロッパー、立地予定企業の組合などにより主として工場を設置させる目的で先行的につくられる、いわゆる先行造成工業団地。<br>注２：有効回答分による集計結果。"
"0003411487","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","39292","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第45表　工業団地内立地件数･敷地面積　(都道府県別･業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第45表　工業団地内立地件数･敷地面積　(都道府県別･業種別)","注１：工業団地：地方公共団体、公団、事業団、地方開発公社、第三セクター、民間デベロッパー、立地予定企業の組合などにより主として工場を設置させる目的で先行的につくられる、いわゆる先行造成工業団地。<br>注２：有効回答分による集計結果。"
"0003411488","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","601","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第46表　内陸･臨海別工業団地平均地価　(地域別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第46表　内陸･臨海別工業団地平均地価　(地域別)","注１：工業団地：地方公共団体、公団、事業団、地方開発公社、第三セクター、民間デベロッパー、立地予定企業の組合などにより主として工場を設置させる目的で先行的につくられる、いわゆる先行造成工業団地。<br>注２：有効回答分による集計結果。<br>注３：研究所を含まない。"
"0003411489","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","1175","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第46表　内陸･臨海別工業団地平均地価　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第46表　内陸･臨海別工業団地平均地価　(都道府県別)","注１：工業団地：地方公共団体、公団、事業団、地方開発公社、第三セクター、民間デベロッパー、立地予定企業の組合などにより主として工場を設置させる目的で先行的につくられる、いわゆる先行造成工業団地。<br>注２：有効回答分による集計結果。<br>注３：研究所を含まない。"
"0003411490","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","1089","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第47表　内陸･臨海別工業団地平均地価　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第47表　内陸･臨海別工業団地平均地価　(業種別)","注１：工業団地：地方公共団体、公団、事業団、地方開発公社、第三セクター、民間デベロッパー、立地予定企業の組合などにより主として工場を設置させる目的で先行的につくられる、いわゆる先行造成工業団地。<br>注２：有効回答分による集計結果。"
"0003411491","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","8968","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第48-1表、第48-3表　移転立地件数･移転先敷地面積【新設・増設】　(地域別･業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第48-1表、第48-3表　移転立地件数･移転先敷地面積【新設・増設】　(地域別･業種別)","注：有効回答分による集計結果。"
"0003411492","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","8850","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第48-2-1表、第48-4表　移転立地件数･移転元敷地面積【新設・増設】　(地域別･業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第48-2-1表、第48-4表　移転立地件数･移転元敷地面積【新設・増設】　(地域別･業種別)","注：移転元敷地面積の有効回答のみの集計。"
"0003411493","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","3572","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第48-2-2表　移転立地件数･移転元建築面積【新設のみ】","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第48-2-2表　移転立地件数･移転元建築面積【新設のみ】","注：有効回答分による集計結果。"
"0003411494","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","7014","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第49-1表～第49-6表　移転立地企業の移転元･移転先地域別移転件数・移転先・移転元敷地面積　(地域別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第49-1表～第49-6表　移転立地企業の移転元･移転先地域別移転件数・移転先・移転元敷地面積　(地域別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。<br><br>「地域」は移転先として使用。<br>「地域_1」は移転元として使用。"
"0003411495","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","69834","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第49-7表～第49-12表　移転立地企業の移転元･移転先地域別移転件数・移転先・移転元敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第49-7表～第49-12表　移転立地企業の移転元･移転先地域別移転件数・移転先・移転元敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。<br><br>「都道府県」は移転先として使用。<br>「都道府県_1」は移転元として使用。"
"0003411496","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","20901","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第53-1表　移転件数･旧工場敷地面積および新工場敷地面積　(業種別･都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第53-1表　移転件数･旧工場敷地面積および新工場敷地面積　(業種別･都道府県別)",""
"0003411497","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","20875","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第53-2表　移転件数･旧工場建築面積および新工場建築面積　(業種別･都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第53-2表　移転件数･旧工場建築面積および新工場建築面積　(業種別･都道府県別)",""
"0003411498","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","8236","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第54-1表、第54-2表　移転後の旧工場跡地処分形態別移転件数･移転先・移転元工場敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第54-1表、第54-2表　移転後の旧工場跡地処分形態別移転件数･移転先・移転元工場敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。<br>注３：多答があるため合計は延べ数。"
"0003411499","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","11028","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第54-3表、第54-4表　移転後の旧工場跡地処分の予定用途別移転件数･移転先・移転元工場敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第54-3表、第54-4表　移転後の旧工場跡地処分の予定用途別移転件数･移転先・移転元工場敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。<br>注３：多答があるため合計は延べ数。"
"0003411500","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","23596","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第55表、第56表　本社所在地別工場立地地域立地件数・敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第55表、第56表　本社所在地別工場立地地域立地件数・敷地面積　(都道府県別)","注：研究所を含まない。<br><br>「都道府県」は本社所在地として使用。<br>「都道府県_1」は立地県として使用。"
"0003411501","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","5069","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第59表～第62表　交通施設からの距離別立地件数　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第59表～第62表　交通施設からの距離別立地件数　(業種別)","注：有効回答分による集計結果。"
"0003411502","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","922","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第63表　外資系企業立地件数･敷地面積　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第63表　外資系企業立地件数･敷地面積　(業種別)",""
"0003411503","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","1530","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第64表　外資系企業立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第64表　外資系企業立地件数･敷地面積　(都道府県別)","注：研究所を含まない。"
"0003411504","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","409","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第64-2表　外資系企業の国別工場立地件数　（年次）","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第64-2表　外資系企業の国別工場立地件数　（年次）","注１：外資比率50％以上の企業。<br>注２：調査票に回答があったものが対象。"
"0003411505","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","140","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第64-2表　外資系企業の国別工場立地件数　（半期）","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第64-2表　外資系企業の国別工場立地件数　（半期）","注１：外資比率50％以上の企業。<br>注２：調査票に回答があったものが対象。"
"0003411506","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","2226","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第65表　工場の予定機能別立地件数･敷地面積　(業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第65表　工場の予定機能別立地件数･敷地面積　(業種別)","注：有効回答分による集計結果。"
"0003411507","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","1238","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第66表　工場の予定機能別立地件数･敷地面積　(地域別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第66表　工場の予定機能別立地件数･敷地面積　(地域別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411508","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","2470","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第66表　工場の予定機能別立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第66表　工場の予定機能別立地件数･敷地面積　(都道府県別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411509","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","8871","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第67表　研究所を付設する予定の有無　(地域別･業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第67表　研究所を付設する予定の有無　(地域別･業種別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411510","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","16835","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第67表　研究所を付設する予定の有無　(都道府県別･業種別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第67表　研究所を付設する予定の有無　(都道府県別･業種別)","注１：有効回答分による集計結果。<br>注２：研究所を含まない。"
"0003411511","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","該当なし","168","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第68、69表　研究所立地件数･敷地面積　(地域別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第68、69表　研究所立地件数･敷地面積　(地域別)",""
"0003411512","工場立地動向調査 確報","年次","201701-201712","2022-02-18","0","都道府県","510","2022-02-18","","00550510","工場立地動向調査","00550","経済産業省","1","第68、69表　研究所立地件数･敷地面積　(都道府県別)","08","住宅・土地・建設","01","住宅・土地","工場立地動向調査","確報","第68、69表　研究所立地件数･敷地面積　(都道府県別)",""
