"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003458500","建設総合統計 年度報","年度報　《表-5》公共表　発注者別・工事種類別－月別工事費","年度次","0","2025-07-17","0","該当なし","2736","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-5》公共表　発注者別・工事種類別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458501","建設総合統計 年度報","年度報　《表-6》公共表　地域別・発注者別－月別工事費","年度次","0","2025-07-17","0","該当なし","1848","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-6》公共表　地域別・発注者別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458502","建設総合統計 年度報","年度報　《表-8》建築表　建築主別・用途別・構造別－月別工事費","年度次","0","2025-07-17","0","該当なし","4752","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-8》建築表　建築主別・用途別・構造別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458503","建設総合統計 年度報","年度報　《表-9》建築表　地域別・用途別－月別工事費","年度次","0","2025-07-17","0","該当なし","2904","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-9》建築表　地域別・用途別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458504","建設総合統計 年度報","年度報　《表-11》建築表　地域別・構造別－月別工事費","年度次","0","2025-07-17","0","該当なし","1584","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-11》建築表　地域別・構造別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458505","建設総合統計 年度報","年度報　《表-13》建築表　地域別・建築主別・使途別－月別工事費","年度次","0","2025-07-17","0","該当なし","7128","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-13》建築表　地域別・建築主別・使途別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458506","建設総合統計 年度報","年度報　《表-15》民間土木表　地域別・発注者別－月別工事費","年度次","0","2025-07-17","0","該当なし","3168","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-15》民間土木表　地域別・発注者別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458507","建設総合統計 年度報","年度報　《表-17》民間土木表　発注者別・工事種類別－月別工事費","年度次","0","2025-07-17","0","該当なし","19668","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-17》民間土木表　発注者別・工事種類別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458508","建設総合統計 年度報","年度報　《表-18》民間土木表　地域別・工事種類別－月別工事費","年度次","0","2025-07-17","0","該当なし","2904","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-18》民間土木表　地域別・工事種類別－月別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458509","建設総合統計 年度報","年度報　《表-4》公共表　都道府県別・工事種類別－年度計工事費","年度次","0","2025-07-17","0","該当なし","1786","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-4》公共表　都道府県別・工事種類別－年度計工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458510","建設総合統計 年度報","年度報　《表-7》公共表　都道府県別・発注者別－年度計工事費","年度次","0","2025-07-17","0","該当なし","658","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-7》公共表　都道府県別・発注者別－年度計工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458538","建設総合統計 年度報","年度報　《表-10》建築表　都道府県別・用途別－年度計工事費","年度次","0","2025-07-17","0","該当なし","1034","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-10》建築表　都道府県別・用途別－年度計工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458539","建設総合統計 年度報","年度報　《表-12》建築表　都道府県別・構造別－年度計工事費","年度次","0","2025-07-17","0","該当なし","564","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-12》建築表　都道府県別・構造別－年度計工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458558","建設総合統計 年度報","年度報　《表-14》建築表　都道府県別・建築主別・使途別－年度計工事費","年度次","0","2025-07-17","0","該当なし","2538","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-14》建築表　都道府県別・建築主別・使途別－年度計工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458559","建設総合統計 年度報","年度報　《表-16》民間土木表　都道府県別・発注者別－年度計工事費","年度次","0","2025-07-17","0","該当なし","1128","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-16》民間土木表　都道府県別・発注者別－年度計工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458560","建設総合統計 年度報","年度報　《表-19》民間土木表　都道府県別・工事種類別－年度計工事費","年度次","0","2025-07-17","0","該当なし","1034","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-19》民間土木表　都道府県別・工事種類別－年度計工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458561","建設総合統計 年度報","年度報　《表-21》総合表　都道府県別・種類別－年度別工事費","年度次","0","2025-07-17","0","該当なし","1598","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-21》総合表　都道府県別・種類別－年度別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
"0003458562","建設総合統計 年度報","年度報　《表-22,23》総合表　地域別・種類別－年度別工事費","年度次","0","2025-07-17","0","該当なし","4114","2025-07-17","","00600260","建設総合統計","00600","国土交通省","08","住宅・土地・建設","02","建設","建設総合統計","年度報","年度報　《表-22,23》総合表　地域別・種類別－年度別工事費","注：毎年6月（4月分公表時）に、確定した建設投資額の実績値から算出される直近の補正率を用いて、前年度から3カ年分を改定しています。そのため、本統計の利用に当たりましては、今回公表の値が変わり得ますので最新版の利用をお願いします。<br>（https://www.mlit.go.jp/sogoseisaku/jouhouka/sosei_jouhouka_tk4_000013.html　「使用上の注意及び過去資料」を参照）"
