"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003356016","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","1224","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-1","1.企業の土地所有状況 業種別企業の土地所有状況(A表)　業種(49区分)　資産区分(2区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別企業の土地所有状況(A表)　業種(49区分)　資産区分(2区分)別企業数・割合","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。<br>　　３．企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。"
"0003356016","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","1224","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-1","1.企業の土地所有状況 業種別企業の土地所有状況(A表)　業種(49区分)　資産区分(2区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別企業の土地所有状況(A表)　業種(49区分)　資産区分(2区分)別企業数・割合","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。<br>　　３．企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。"
"0003356017","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","336","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-2","1.企業の土地所有状況 業種別企業の土地所有状況(B表)　業種(12区分)　資産区分(2区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別企業の土地所有状況(B表)　業種(12区分)　資産区分(2区分)別企業数・割合","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように足したものである。<br>　　３．企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。"
"0003356017","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","336","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-2","1.企業の土地所有状況 業種別企業の土地所有状況(B表)　業種(12区分)　資産区分(2区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別企業の土地所有状況(B表)　業種(12区分)　資産区分(2区分)別企業数・割合","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように足したものである。<br>　　３．企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。"
"0003356018","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","108","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　資本金(7区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　資本金(7区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
"0003356018","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","108","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　資本金(7区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　資本金(7区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
"0003356019","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","60","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　上場の有無(3区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　上場の有無(3区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
"0003356019","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","60","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　上場の有無(3区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　上場の有無(3区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
"0003356020","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","156","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　常用雇用者数(11区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　常用雇用者数(11区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
"0003356020","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","156","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　常用雇用者数(11区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　常用雇用者数(11区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
