"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003356021","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","72","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　組織形態(4区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　組織形態(4区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
"0003356021","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","72","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-3","1.企業の土地所有状況 資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　組織形態(4区分)　資産区分(2区分)別企業数","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","資本金階級・上場の有無・常用雇用者数・組織形態別企業の土地所有状況　組織形態(4区分)　資産区分(2区分)別企業数","注：企業数の項目の内、「土地を所有している」企業で「うち事業用資産を所有している」及び「うちたな卸資産を所有している」については重複回答あり。<br>"
"0003356022","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","2904","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-4","1.企業の土地所有状況 本社所在地ごとの土地保有状況(地域別)　本社所在地(9区分)・土地所在地(9区分)　資産区分(4区分)別企業数・面積","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","本社所在地ごとの土地保有状況(地域別)　本社所在地(9区分)・土地所在地(9区分)　資産区分(4区分)別企業数・面積","注：１．企業数の項目の内、「事業用資産を所有している」「たな卸資産を所有している」「うち未利用地」については重複回答あり。<br>　　２．面積は内訳の計と合計が合わない場合がある。"
"0003356022","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","2904","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-4","1.企業の土地所有状況 本社所在地ごとの土地保有状況(地域別)　本社所在地(9区分)・土地所在地(9区分)　資産区分(4区分)別企業数・面積","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","本社所在地ごとの土地保有状況(地域別)　本社所在地(9区分)・土地所在地(9区分)　資産区分(4区分)別企業数・面積","注：１．企業数の項目の内、「事業用資産を所有している」「たな卸資産を所有している」「うち未利用地」については重複回答あり。<br>　　２．面積は内訳の計と合計が合わない場合がある。"
"0003356023","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","1764","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-5","1.企業の土地所有状況 都道府県ごとの土地の保有、利用状況　土地所在地(47区分)　資産区分(4区分)別企業数・面積","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","都道府県ごとの土地の保有、利用状況　土地所在地(47区分)　資産区分(4区分)別企業数・面積","注：１．企業数の項目の内、「事業用資産を所有している」「たな卸資産を所有している」「うち未利用地」については重複回答あり。<br>　　２．面積は内訳の計と合計が合わない場合がある。"
"0003356023","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","1764","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-5","1.企業の土地所有状況 都道府県ごとの土地の保有、利用状況　土地所在地(47区分)　資産区分(4区分)別企業数・面積","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","都道府県ごとの土地の保有、利用状況　土地所在地(47区分)　資産区分(4区分)別企業数・面積","注：１．企業数の項目の内、「事業用資産を所有している」「たな卸資産を所有している」「うち未利用地」については重複回答あり。<br>　　２．面積は内訳の計と合計が合わない場合がある。"
"0003356024","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","918","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-6","1.企業の土地所有状況 業種別、本所・本社・本店の敷地所有者の状況(A表)　業種(49区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別、本所・本社・本店の敷地所有者の状況(A表)　業種(49区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。"
"0003356024","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","918","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-6","1.企業の土地所有状況 業種別、本所・本社・本店の敷地所有者の状況(A表)　業種(49区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別、本所・本社・本店の敷地所有者の状況(A表)　業種(49区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。"
"0003356025","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","252","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-7","1.企業の土地所有状況 業種別、本所・本社・本店の敷地所有者の状況(B表)　業種(12区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別、本所・本社・本店の敷地所有者の状況(B表)　業種(12区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように組み替えたものである。"
"0003356025","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","252","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-7","1.企業の土地所有状況 業種別、本所・本社・本店の敷地所有者の状況(B表)　業種(12区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","業種別、本所・本社・本店の敷地所有者の状況(B表)　業種(12区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように組み替えたものである。"
"0003356026","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","882","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-8","1.企業の土地所有状況 都道府県ごとの本所・本社・本店の敷地所有者の状況　本社所在地(47区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","都道府県ごとの本所・本社・本店の敷地所有者の状況　本社所在地(47区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合",""
"0003356026","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","882","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","1-8","1.企業の土地所有状況 都道府県ごとの本所・本社・本店の敷地所有者の状況　本社所在地(47区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","1.企業の土地所有状況","都道府県ごとの本所・本社・本店の敷地所有者の状況　本社所在地(47区分)　本所・本社・本店敷地の所有者(3区分)別企業数・割合",""
"0003356027","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","189","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-1","2.所有土地の状況 資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","注：１．信託受益権とは、信託期間中に受益者が信託財産から生じる収益を受け取る権利及び信託期間が終了したときに元本である財産を受け取る権利のことをいう。<br>　　２．『林地』は、2007年度まで『山林』と表記していた。<br>　　３．面積は内訳の計と合計が合わない場合がある。"
"0003356027","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","189","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-1","2.所有土地の状況 資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","注：１．信託受益権とは、信託期間中に受益者が信託財産から生じる収益を受け取る権利及び信託期間が終了したときに元本である財産を受け取る権利のことをいう。<br>　　２．『林地』は、2007年度まで『山林』と表記していた。<br>　　３．面積は内訳の計と合計が合わない場合がある。"
"0003356028","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","189","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-2","2.所有土地の状況 上場企業の資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","上場企業の資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","注：１．信託受益権とは、信託期間中に受益者が信託財産から生じる収益を受け取る権利及び信託期間が終了したときに元本である財産を受け取る権利のことをいう。<br>　　２．『林地』は、2007年度まで『山林』と表記していた。<br>　　３．面積は内訳の計と合計が合わない場合がある。"
"0003356028","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","189","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-2","2.所有土地の状況 上場企業の資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","上場企業の資産別、取得時期別の所有土地の状況　土地取得時期(3区分)・現在の保有土地のうち農地・林地・信託受益権を有する土地(3区分)　資産区分(2区分)別面積・割合","注：１．信託受益権とは、信託期間中に受益者が信託財産から生じる収益を受け取る権利及び信託期間が終了したときに元本である財産を受け取る権利のことをいう。<br>　　２．『林地』は、2007年度まで『山林』と表記していた。<br>　　３．面積は内訳の計と合計が合わない場合がある。"
"0003356029","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","1836","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-3-1","2.所有土地の状況 業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。<br>　　３．企業数については重複回答あり。<br>　　４．面積は内訳の計と合計が合わない場合がある。"
"0003356029","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","1836","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-3-1","2.所有土地の状況 業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。<br>　　３．企業数については重複回答あり。<br>　　４．面積は内訳の計と合計が合わない場合がある。"
"0003356030","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","1377","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-3-2","2.所有土地の状況 業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。<br>　　３．所有面積は、支所を保有する企業の所有面積を集計したものである。<br>　　４．支所数については重複回答あり。<br>　　５．面積は内訳の計と合計が合わない場合がある。"
"0003356030","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","1377","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-3-2","2.所有土地の状況 業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(A表)　業種(49区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","注：１．業種は、2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含め、『その他の事業サービス業』を『専門サービス業』と『その他の事業サービス業』に分割し、法人土地基本調査と同様の業種区分とした。<br>　　２．業種は、1999年度より、法人土地基本調査と同様の業種区分に総合商社、百貨店を加え、日本標準産業分類の改訂（2002.3）に伴う業種の変更を行った。<br>　　３．所有面積は、支所を保有する企業の所有面積を集計したものである。<br>　　４．支所数については重複回答あり。<br>　　５．面積は内訳の計と合計が合わない場合がある。"
"0003356031","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","504","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-4-1","2.所有土地の状況 業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように組み替えたものである。<br>　　３．企業数については重複回答あり。<br>　　４．面積は内訳の計と合計が合わない場合がある。"
"0003356031","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","504","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-4-1","2.所有土地の状況 業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別企業数・面積(1企業当たりの所有面積)・割合","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように組み替えたものである。<br>　　３．企業数については重複回答あり。<br>　　４．面積は内訳の計と合計が合わない場合がある。"
"0003356032","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","全国","378","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-4-2","2.所有土地の状況 業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように組み替えたものである。<br>　　３．所有面積は、支所を保有する企業の所有面積を集計したものである。<br>　　４．支所数については重複回答あり。<br>　　５．面積は内訳の計と合計が合わない場合がある。"
"0003356032","企業の土地取得状況等に関する調査","年次","0","2019-12-18","0","都道府県","378","2019-12-19","","00600500","企業の土地取得状況等に関する調査","00600","国土交通省","2-4-2","2.所有土地の状況 業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","08","住宅・土地・建設","01","住宅・土地","企業の土地取得状況等に関する調査","2.所有土地の状況","業種別所有土地の状況(B表)　業種(12区分)　資産区分(2区分)別支所数・面積(1支所当たりの所有面積)","注：１．2003年度より、『卸売業』に『総合商社』を、『小売業』に『百貨店』を含めた。<br>　　２．Ｂ表は、Ａ表で揚げている業種区分を、1992年度以前の業種区分に対応するように組み替えたものである。<br>　　３．所有面積は、支所を保有する企業の所有面積を集計したものである。<br>　　４．支所数については重複回答あり。<br>　　５．面積は内訳の計と合計が合わない場合がある。"
