"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003313977","宿泊旅行統計調査（年確定値）","第９表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊目的割合(2区分)、居住地（2区分）別延べ宿泊者数","年次","201601-201612","2019-03-15","0","該当なし","20358","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","第９表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊目的割合(2区分)、居住地（2区分）別延べ宿泊者数","2016年延べ宿泊者数は、宿泊目的割合不詳を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年延べ宿泊者数は、宿泊目的割合不詳を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年延べ宿泊者数は、宿泊目的割合不詳を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314402","宿泊旅行統計調査（年確定値）","第１０表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ(6区分)、居住地（2区分）別延べ宿泊者数","年次","201601-201612","2019-03-15","0","該当なし","45240","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","第１０表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ(6区分)、居住地（2区分）別延べ宿泊者数","2016年延べ宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年延べ宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年延べ宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314403","宿泊旅行統計調査（年確定値）","参考第２表　月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別施設数","年次","201601-201612","2019-03-15","0","該当なし","25056","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第２表　月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別施設数","2016年総数は、宿泊目的割合不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年総数は、宿泊目的割合不詳及び宿泊施設タイプ不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年総数は、宿泊目的割合不詳及び宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314404","宿泊旅行統計調査（年確定値）","参考第２表　月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別施設数（従業者数10人以上の施設）","年次","201601-201612","2019-03-15","0","該当なし","11832","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第２表　月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別施設数（従業者数10人以上の施設）","2016年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314421","宿泊旅行統計調査（年確定値）","参考第３表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別延べ宿泊者数","年次","201601-201612","2019-03-15","0","該当なし","33930","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第３表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別延べ宿泊者数","2016年延べ宿泊者数は、宿泊目的割合不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年延べ宿泊者数は、宿泊目的割合不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年延べ宿泊者数は、宿泊目的割合不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314460","宿泊旅行統計調査（年確定値）","参考第４表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別実宿泊者数","年次","201601-201612","2019-03-15","0","該当なし","33930","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第４表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別実宿泊者数","2016年実宿泊者数は、宿泊目的割合不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年実宿泊者数は、宿泊目的割合不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年実宿泊者数は、宿泊目的割合不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314467","宿泊旅行統計調査（年確定値）","参考第５表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別延べ宿泊者数","年次","201601-201612","2019-03-15","0","該当なし","30160","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第５表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別延べ宿泊者数","2016年延べ宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年延べ宿泊者数は、宿泊施設タイプ不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年延べ宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314821","宿泊旅行統計調査（年確定値）","参考第７表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別定員稼働率","年次","201601-201612","2019-03-15","0","該当なし","27144","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第７表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別定員稼働率","2016年定員稼働率は、宿泊目的割合不詳及び宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年定員稼働率は、宿泊目的割合不詳及び宿泊施設タイプ不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年定員稼働率は、宿泊目的割合不詳及び宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003314822","宿泊旅行統計調査（年確定値）","参考第７表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別定員稼働率（従業者数10人以上の施設）","年次","201601-201612","2019-03-15","0","該当なし","12818","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第７表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別定員稼働率（従業者数10人以上の施設）","2016年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003315160","宿泊旅行統計調査（年確定値）","参考第６表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別実宿泊者数","年次","201601-201612","2019-03-15","0","該当なし","30160","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第６表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別実宿泊者数","2016年実宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年実宿泊者数は、宿泊施設タイプ不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年実宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003315247","宿泊旅行統計調査（年確定値）","参考第８表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別利用客室数","年次","201601-201612","2019-03-15","0","該当なし","27144","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第８表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別利用客室数","2016年利用客室数は、宿泊目的割合不詳及び宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年利用客室数は、宿泊目的割合不詳及び宿泊施設タイプ不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年利用客室数は、宿泊目的割合不詳及び宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003315248","宿泊旅行統計調査（年確定値）","参考第８表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別利用客室数（従業者数10人以上の施設）","年次","201601-201612","2019-03-15","0","該当なし","12818","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第８表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別利用客室数（従業者数10人以上の施設）","2016年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003315380","宿泊旅行統計調査（年確定値）","参考第９表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別客室稼働率","年次","201601-201612","2019-03-15","0","該当なし","27144","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第９表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別客室稼働率","2016年客室稼働率は、宿泊目的割合不詳及び宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年客室稼働率は、宿泊目的割合不詳及び宿泊施設タイプ不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年客室稼働率は、宿泊目的割合不詳及び宿泊施設タイプ不詳及び簡易宿所を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003315381","宿泊旅行統計調査（年確定値）","参考第９表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別客室稼働率（従業者数10人以上の施設）","年次","201601-201612","2019-03-15","0","該当なし","12818","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第９表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別客室稼働率（従業者数10人以上の施設）","2016年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003315434","宿泊旅行統計調査（年確定値）","参考第１０表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊目的割合(2区分)、居住地（2区分）別延べ宿泊者数（従業者数10人以上の施設）","年次","201601-201612","2019-03-15","0","該当なし","20358","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第１０表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊目的割合(2区分)、居住地（2区分）別延べ宿泊者数（従業者数10人以上の施設）","2016年延べ宿泊者数は、宿泊目的割合不詳を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年延べ宿泊者数は、宿泊目的割合不詳を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年延べ宿泊者数は、宿泊目的割合不詳を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003316049","宿泊旅行統計調査（年確定値）","参考第１１表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ(6区分)、居住地（2区分）別延べ宿泊者数（従業者数10人以上の施設）","年次","201601-201612","2019-03-15","0","該当なし","45240","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第１１表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ(6区分)、居住地（2区分）別延べ宿泊者数（従業者数10人以上の施設）","2016年延べ宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年延べ宿泊者数は、宿泊施設タイプ不詳を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年延べ宿泊者数は、宿泊施設タイプ不詳及び簡易宿所を含む。延べ宿泊者数は、居住地不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
"0003316077","宿泊旅行統計調査（年確定値）","参考１　主要項目別標準誤差率","年次","201601-201612","2019-03-15","0","該当なし","1488","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考１　主要項目別標準誤差率",""
"0003316903","宿泊旅行統計調査（年確定値）","参考２　主要項目別標準誤差率（続き）","年次","201601-201612","2019-03-15","0","該当なし","1872","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考２　主要項目別標準誤差率（続き）",""
"0003316906","宿泊旅行統計調査（年確定値）","参考３　主要項目別標準誤差率（続き）","年次","201601-201612","2019-03-15","0","該当なし","1872","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考３　主要項目別標準誤差率（続き）",""
"0003317699","宿泊旅行統計調査（年確定値）","参考第１表　年、月（12区分）、施設所在地(47区分及び運輸局等)、国籍（出身地）（21区分）別外国人延べ宿泊者数 （従業者数10人以上の施設）","年次","201601-201612","2019-03-15","0","該当なし","48256","2019-03-16","","00601020","宿泊旅行統計調査","00601","観光庁","10","運輸・観光","03","観光","宿泊旅行統計調査（年確定値）","参考第１表　年、月（12区分）、施設所在地(47区分及び運輸局等)、国籍（出身地）（21区分）別外国人延べ宿泊者数 （従業者数10人以上の施設）","2016年外国人延べ宿泊者数は、国籍（出身地）不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2015年外国人延べ宿泊者数は、国籍（出身地）不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。2014年外国人延べ宿泊者数は、国籍（出身地）不詳を含む。運輸局等：長野県は北陸信越運輸局、福井県は中部運輸局に含まれる。"
