"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0001884556","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 山形(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","山形(昭和37年～平成31年)","","",""
"0001884557","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 福島(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","福島(昭和37年～平成31年)","","",""
"0001884558","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 茨城(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","茨城(昭和37年～平成31年)","","",""
"0001884559","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 栃木(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","栃木(昭和37年～平成31年)","","",""
"0001884560","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 群馬(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","群馬(昭和37年～平成31年)","","",""
"0001884561","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 埼玉(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","埼玉(昭和37年～平成31年)","","",""
"0001884562","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 千葉(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","千葉(昭和37年～平成31年)","","",""
"0001884563","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 東京(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","東京(昭和37年～平成31年)","","",""
"0001884564","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 神奈川(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","神奈川(昭和37年～平成31年)","","",""
"0001884565","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 新潟(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","新潟(昭和37年～平成31年)","","",""
"0001884566","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 富山(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","富山(昭和37年～平成31年)","","",""
"0001884567","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 石川(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","石川(昭和37年～平成31年)","","",""
"0001884568","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 福井(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","福井(昭和37年～平成31年)","","",""
"0001884569","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 山梨(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","山梨(昭和37年～平成31年)","","",""
"0001884570","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 長野(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","長野(昭和37年～平成31年)","","",""
"0001884571","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 岐阜(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","岐阜(昭和37年～平成31年)","","",""
"0001884572","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 静岡(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","静岡(昭和37年～平成31年)","","",""
"0001884573","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 愛知(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","愛知(昭和37年～平成31年)","","",""
"0001884574","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 三重(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","三重(昭和37年～平成31年)","","",""
"0001884575","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 滋賀(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","滋賀(昭和37年～平成31年)","","",""
"0001884576","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 京都(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","京都(昭和37年～平成31年)","","",""
"0001884577","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 大阪(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","大阪(昭和37年～平成31年)","","",""
"0001884578","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 兵庫(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","兵庫(昭和37年～平成31年)","","",""
"0001884579","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 奈良(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","奈良(昭和37年～平成31年)","","",""
"0001884580","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 和歌山(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","和歌山(昭和37年～平成31年)","","",""
"0001884581","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 鳥取(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","鳥取(昭和37年～平成31年)","","",""
"0001884582","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 島根(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","島根(昭和37年～平成31年)","","",""
"0001884583","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 岡山(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","岡山(昭和37年～平成31年)","","",""
"0001884584","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 広島(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","広島(昭和37年～平成31年)","","",""
"0001884585","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 山口(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","山口(昭和37年～平成31年)","","",""
"0001884586","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 徳島(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","徳島(昭和37年～平成31年)","","",""
"0001884782","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 香川(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","香川(昭和37年～平成31年)","","",""
"0001884783","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 愛媛(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","愛媛(昭和37年～平成31年)","","",""
"0001884784","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 高知(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","高知(昭和37年～平成31年)","","",""
"0001884785","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 福岡(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","福岡(昭和37年～平成31年)","","",""
"0001884786","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 佐賀(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","佐賀(昭和37年～平成31年)","","",""
"0001884787","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 長崎(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","長崎(昭和37年～平成31年)","","",""
"0001884788","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 熊本(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","熊本(昭和37年～平成31年)","","",""
"0001884789","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 大分(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","大分(昭和37年～平成31年)","","",""
"0001884790","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 宮崎(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","宮崎(昭和37年～平成31年)","","",""
"0001884791","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1508","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 鹿児島(昭和37年～平成31年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","鹿児島(昭和37年～平成31年)","","",""
"0001884792","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1066","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 札幌(昭和37年～平成14年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","札幌(昭和37年～平成14年)","","",""
"0001884793","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1066","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 函館(昭和37年～平成14年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","函館(昭和37年～平成14年)","","",""
"0001884794","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1066","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 帯広(昭和37年～平成14年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","帯広(昭和37年～平成14年)","","",""
"0001884795","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1066","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 北見(昭和37年～平成14年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","北見(昭和37年～平成14年)","","",""
"0001884796","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","442","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 関東(昭和37年～昭和53年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","関東(昭和37年～昭和53年)","","",""
"0001884797","畜産統計調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","442","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計 東山(昭和37年～昭和53年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","東山(昭和37年～昭和53年)","","",""
"0003238342","畜産統計調査 長期累年","年次","201701-201712","2020-01-31","0","全国","90687","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","","注：1　1962～1969年は、その前年の12月現在の結果である。<br>注：2　1962～1972年の全国（都府県は1962～1964年）は、沖縄を含まない。","",""
"0003238342","畜産統計調査 長期累年","年次","201701-201712","2020-01-31","0","都道府県","90687","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","13","畜産統計 成鶏めす羽数規模別飼養羽数累年統計","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","成鶏めす羽数規模別飼養羽数累年統計","","注：1　1962～1969年は、その前年の12月現在の結果である。<br>注：2　1962～1972年の全国（都府県は1962～1964年）は、沖縄を含まない。","",""
"0001883981","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 全国(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","全国(昭和37年～令和２年)","","",""
"0001883982","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 北海道(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","北海道(昭和37年～令和２年)","","",""
"0001883983","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 都府県(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","都府県(昭和37年～令和２年)","","",""
"0001883984","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 東北(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","東北(昭和37年～令和２年)","","",""
"0001883985","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 北陸(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","北陸(昭和37年～令和２年)","","",""
"0001883986","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","1428","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 関東・東山(昭和54年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","関東・東山(昭和54年～令和２年)","","",""
"0001883987","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 東海(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","東海(昭和37年～令和２年)","","",""
"0001883988","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 近畿(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","近畿(昭和37年～令和２年)","","",""
"0001883989","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 中国(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","中国(昭和37年～令和２年)","","",""
"0001883990","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 四国(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","四国(昭和37年～令和２年)","","",""
"0001883991","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 九州(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","九州(昭和37年～令和２年)","","",""
"0001883992","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","1632","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 沖縄(昭和48年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","沖縄(昭和48年～令和２年)","","",""
"0001883993","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","850","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 関東農政局(平成8年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","関東農政局(平成8年～令和２年)","","",""
"0001883994","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","850","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 東海農政局(平成8年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","東海農政局(平成8年～令和２年)","","",""
"0001883995","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","850","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 中国四国農政局(平成8年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","中国四国農政局(平成8年～令和２年)","","",""
"0001883996","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 青森(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","青森(昭和37年～令和２年)","","",""
"0001883997","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 岩手(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","岩手(昭和37年～令和２年)","","",""
"0001883998","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 宮城(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","宮城(昭和37年～令和２年)","","",""
"0001883999","畜産統計調査 長期累年","-","202001-202012","2021-12-24","0","該当なし","2006","2024-01-11","","00500222","畜産統計調査","00500","農林水産省","2","畜産統計 乳用牛成畜頭数規模別飼養戸数累年統計 秋田(昭和37年～令和２年)","04","農林水産業","02","畜産業","畜産統計調査","長期累年","畜産統計","乳用牛成畜頭数規模別飼養戸数累年統計","秋田(昭和37年～令和２年)","","",""
