"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE.@no","TITLE.$","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0001879782","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳生産量累年統計（昭和60年～平成30年） 生乳生産量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳生産量累年統計（昭和60年～平成30年）","生乳生産量","","","",""
"0001879783","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳移出入量累年統計（平成８年～平成30年） 移出量","-","201801-201812","2021-12-24","0","該当なし","1104","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳移出入量累年統計（平成８年～平成30年）","移出量","","","",""
"0001879784","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳移出入量累年統計（平成８年～平成30年） 移入量","-","201801-201812","2021-12-24","0","該当なし","1104","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳移出入量累年統計（平成８年～平成30年）","移入量","","","",""
"0001879785","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳処理量（用途別）累年統計（昭和60年～平成30年） 牛乳等向け処理量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳処理量（用途別）累年統計（昭和60年～平成30年）","牛乳等向け処理量","","","",""
"0001879786","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳処理量（用途別）累年統計（昭和60年～平成30年） 乳製品向け処理量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳処理量（用途別）累年統計（昭和60年～平成30年）","乳製品向け処理量","","","",""
"0001879787","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳処理量（用途別）累年統計（昭和60年～平成30年） その他","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳処理量（用途別）累年統計（昭和60年～平成30年）","その他","","","",""
"0001879788","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 牛乳等生産量累年統計（昭和60年～平成30年） 牛乳生産量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","牛乳等生産量累年統計（昭和60年～平成30年）","牛乳生産量","","","",""
"0001879789","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 牛乳等生産量累年統計（昭和60年～平成30年） 加工乳・成分調整牛乳生産量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","牛乳等生産量累年統計（昭和60年～平成30年）","加工乳・成分調整牛乳生産量","","","",""
"0001879790","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 牛乳等生産量累年統計（昭和60年～平成30年） 乳飲料生産量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","牛乳等生産量累年統計（昭和60年～平成30年）","乳飲料生産量","","","",""
"0001879791","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 牛乳等生産量累年統計（昭和60年～平成30年） はっ酵乳生産量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","牛乳等生産量累年統計（昭和60年～平成30年）","はっ酵乳生産量","","","",""
"0001879792","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 牛乳等生産量累年統計（昭和60年～平成30年） 乳酸菌飲料生産量","-","201801-201812","2021-12-24","0","該当なし","442","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","牛乳等生産量累年統計（昭和60年～平成30年）","乳酸菌飲料生産量","","","",""
"0001879793","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 飲用牛乳等入出荷量累年統計（平成８年～平成30年） 出荷量","-","201801-201812","2021-12-24","0","該当なし","1104","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","飲用牛乳等入出荷量累年統計（平成８年～平成30年）","出荷量","","","",""
"0001879794","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 飲用牛乳等入出荷量累年統計（平成８年～平成30年） 入荷量","-","201801-201812","2021-12-24","0","該当なし","1104","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","飲用牛乳等入出荷量累年統計（平成８年～平成30年）","入荷量","","","",""
"0001879795","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 全国","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","全国","","","",""
"0001879796","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 北海道","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","北海道","","","",""
"0001879797","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 青森","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","青森","","","",""
"0001879798","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 岩手","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","岩手","","","",""
"0001879799","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 宮城","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","宮城","","","",""
"0001879800","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 秋田","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","秋田","","","",""
"0001879821","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 山形","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","山形","","","",""
"0001879822","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 福島","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","福島","","","",""
"0001879823","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 茨城","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","茨城","","","",""
"0001879824","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 栃木","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","栃木","","","",""
"0001879825","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 群馬","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","群馬","","","",""
"0001879826","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 埼玉","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","埼玉","","","",""
"0001879827","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 千葉","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","千葉","","","",""
"0001879828","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 東京","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","東京","","","",""
"0001879829","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 神奈川","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","神奈川","","","",""
"0001879830","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 新潟","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","新潟","","","",""
"0001879831","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 富山","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","富山","","","",""
"0001879832","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 石川","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","石川","","","",""
"0001879833","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 福井","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","福井","","","",""
"0001879834","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 山梨","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","山梨","","","",""
"0001879835","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 長野","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","長野","","","",""
"0001879836","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 岐阜","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","岐阜","","","",""
"0001879837","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 静岡","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","静岡","","","",""
"0001879838","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 愛知","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","愛知","","","",""
"0001879839","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 三重","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","三重","","","",""
"0001879840","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 滋賀","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","滋賀","","","",""
"0001879841","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 京都","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","京都","","","",""
"0001879842","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 大阪","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","大阪","","","",""
"0001879843","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 兵庫","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","兵庫","","","",""
"0001879844","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 奈良","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","奈良","","","",""
"0001879845","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 和歌山","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","和歌山","","","",""
"0001879846","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 鳥取","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","鳥取","","","",""
"0001879847","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 島根","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","島根","","","",""
"0001879848","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 岡山","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","岡山","","","",""
"0001879849","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 広島","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","広島","","","",""
"0001879850","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 山口","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","山口","","","",""
"0001879851","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 徳島","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","徳島","","","",""
"0001879852","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 香川","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","香川","","","",""
"0001879853","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 愛媛","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","愛媛","","","",""
"0001879854","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 高知","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","高知","","","",""
"0001879855","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 福岡","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","福岡","","","",""
"0001879856","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 佐賀","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","佐賀","","","",""
"0001879857","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 長崎","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","長崎","","","",""
"0001879858","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 熊本","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","熊本","","","",""
"0001879859","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 大分","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","大分","","","",""
"0001879860","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 宮崎","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","宮崎","","","",""
"0001879861","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 鹿児島","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","鹿児島","","","",""
"0001879862","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳及び牛乳等生産量累年統計（昭和60年～平成30年） 沖縄","-","201801-201812","2021-12-24","0","該当なし","238","2021-12-24","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳及び牛乳等生産量累年統計（昭和60年～平成30年）","沖縄","","","",""
"0003282762","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳生産量累年統計","-","201701-201712","2019-03-05","0","該当なし","429","2021-05-13","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳生産量累年統計","","","","",""
"0003283101","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳移出入量累年統計","-","201701-201712","2019-03-05","0","全国","2112","2021-05-13","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳移出入量累年統計","","","","",""
"0003283101","牛乳乳製品統計調査 長期累年","牛乳乳製品統計調査 生乳移出入量累年統計","-","201701-201712","2019-03-05","0","都道府県","2112","2021-05-13","","00500225","牛乳乳製品統計調査","00500","農林水産省","04","農林水産業","02","畜産業","牛乳乳製品統計調査","長期累年","牛乳乳製品統計調査","生乳移出入量累年統計","","","","",""
