"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4"
"0003014587","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","960","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-01-3","流通経路別統計編（卸売業） 流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その３（製造業の販売事業所に係る仕入先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その３（製造業の販売事業所に係る仕入先別）","","",""
"0003014588","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","840","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-01-4","流通経路別統計編（卸売業） 流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その４（製造業の販売事業所に係る販売先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その４（製造業の販売事業所に係る販売先別）","","",""
"0003014589","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","57000","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-02-1","流通経路別統計編（卸売業） 産業分類細分類別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その１（仕入先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","産業分類細分類別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その１（仕入先別）","","",""
"0003014590","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","49875","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-02-2","流通経路別統計編（卸売業） 産業分類細分類別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その２（販売先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","産業分類細分類別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その２（販売先別）","","",""
"0003014591","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","123120","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-03-1","流通経路別統計編（卸売業） 産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その１（仕入先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その１（仕入先別）","","",""
"0003014592","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","107730","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-03-2","流通経路別統計編（卸売業） 産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その２（販売先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その２（販売先別）","","",""
"0003014593","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","28200","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-04-1","流通経路別統計編（卸売業） 都道府県別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先の事業所数、年間商品仕入額、年間商品販売額及び構成比、その１（仕入先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","都道府県別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先の事業所数、年間商品仕入額、年間商品販売額及び構成比、その１（仕入先別）","","",""
"0003014594","商業統計調査 統計表一覧 平成19年商業統計 二次加工統計表","-","200701-200712","2010-03-22","0","該当なし","24675","2010-03-22","","00550020","商業統計調査","00550","経済産業省","6-04-2","流通経路別統計編（卸売業） 都道府県別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先の事業所数、年間商品仕入額、年間商品販売額及び構成比、その２（販売先別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表","流通経路別統計編（卸売業）","都道府県別、流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先の事業所数、年間商品仕入額、年間商品販売額及び構成比、その２（販売先別）","","",""
"0003149404","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","24871","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-01","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１表　産業分類細分類別、年次別の事業所数（法人・個人）、従業者数、年間商品販売額、商品手持額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１表　産業分類細分類別、年次別の事業所数（法人・個人）、従業者数、年間商品販売額、商品手持額及び売場面積","","",""
"0003149405","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","11000","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-02","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第２表　産業分類細分類別、法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第２表　産業分類細分類別、法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数","","",""
"0003149406","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","11907","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-03","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第３表　産業分類小分類別、経営組織別、単独・本支店別の事業所数、従業者数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第３表　産業分類小分類別、経営組織別、単独・本支店別の事業所数、従業者数及び年間商品販売額","","",""
"0003149407","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","55296","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-04","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第４表　産業分類細分類別、従業者規模別の事業所数（法人・個人別）、従業者数（法人・個人別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額、その他の収入額（内訳別）、売場面積及び販売効率","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第４表　産業分類細分類別、従業者規模別の事業所数（法人・個人別）、従業者数（法人・個人別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額、その他の収入額（内訳別）、売場面積及び販売効率","","",""
"0003149408","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","24864","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-05","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第５表　小売業の産業分類細分類別、売場面積規模別の事業所数（法人・個人別）、従業者数（法人・個人別）、年間商品販売額、その他の収入額（内訳別）及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第５表　小売業の産業分類細分類別、売場面積規模別の事業所数（法人・個人別）、従業者数（法人・個人別）、年間商品販売額、その他の収入額（内訳別）及び売場面積","","",""
"0003149409","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","13284","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-06","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第６表　小売業の産業分類小分類別、従業者規模別、売場面積規模別の事業所数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第６表　小売業の産業分類小分類別、従業者規模別、売場面積規模別の事業所数、年間商品販売額及び売場面積","","",""
"0003149410","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","35640","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-07","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第７表　産業分類細分類別、従業者規模別、販売方法別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第７表　産業分類細分類別、従業者規模別、販売方法別の事業所数、年間商品販売額及び構成比","","",""
"0003149411","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","6804","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-08","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第８表　小売業の産業分類小分類別、従業者規模別、セルフサービス方式採用事業所の事業所数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第８表　小売業の産業分類小分類別、従業者規模別、セルフサービス方式採用事業所の事業所数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額及び売場面積","","",""
"0003149412","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","8100","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-09","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第９表　小売業の産業分類小分類別、従業者規模別、商品販売形態別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第９表　小売業の産業分類小分類別、従業者規模別、商品販売形態別の事業所数、年間商品販売額及び構成比","","",""
"0003149460","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","2775","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-10","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１０表　小売業の産業分類細分類別、商品販売形態別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１０表　小売業の産業分類細分類別、商品販売形態別の事業所数、年間商品販売額及び構成比","","",""
"0003149461","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","10800","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-11","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１１表　小売業の産業分類小分類別、年間商品販売額階級別、商品販売形態別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１１表　小売業の産業分類小分類別、年間商品販売額階級別、商品販売形態別の事業所数、年間商品販売額及び構成比","","",""
"0003149462","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","18144","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-12","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１２表　産業分類小分類別、年間商品販売額階級別の事業所数（従業者規模別、売場面積規模別）、従業者数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１２表　産業分類小分類別、年間商品販売額階級別の事業所数（従業者規模別、売場面積規模別）、従業者数及び年間商品販売額","","",""
"0003149463","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","6336","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-13","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１３表　小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１３表　小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積","","",""
"0003149464","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","23310","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-14","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１４表　小売業の産業分類細分類別、来客用駐車場収容台数区分別の法人・個人別の事業所数、従業者数、年間商品販売額、売場面積及び収容台数","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１４表　小売業の産業分類細分類別、来客用駐車場収容台数区分別の法人・個人別の事業所数、従業者数、年間商品販売額、売場面積及び収容台数","","",""
"0003149465","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","16983","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-15","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１５表　小売業の産業分類細分類別、従業者規模別、来客用駐車場の有無別の事業所数、従業者数、年間商品販売額及び収容台数","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１５表　小売業の産業分類細分類別、従業者規模別、来客用駐車場の有無別の事業所数、従業者数、年間商品販売額及び収容台数","","",""
"0003149466","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","6804","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-16","【第１巻　産業編（総括表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１６表　小売業の産業分類小分類別、従業者規模別、チェーン組織への加盟別の事業所数（法人・個人別）、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１６表　小売業の産業分類小分類別、従業者規模別、チェーン組織への加盟別の事業所数（法人・個人別）、従業者数、年間商品販売額及び売場面積","","",""
"0003149467","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","67320","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-17","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第１７表　産業分類細分類別、従業者規模別の事業所数（本支店別・開設時期別）、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額、その他の収入額（内訳別）及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第１７表　産業分類細分類別、従業者規模別の事業所数（本支店別・開設時期別）、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額、その他の収入額（内訳別）及び売場面積","","",""
"0003149468","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","2106","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-18","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第１８表　卸売業の産業分類小分類別、従業者規模別、営業形態別の事業所数、従業者数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第１８表　卸売業の産業分類小分類別、従業者規模別、営業形態別の事業所数、従業者数及び年間商品販売額","","",""
"0003149469","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","6336","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-19","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第１９表　小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第１９表　小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積","","",""
"0003149470","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","35640","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-20","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第２０表　産業分類細分類別、従業者規模別、販売方法別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第２０表　産業分類細分類別、従業者規模別、販売方法別の事業所数、年間商品販売額及び構成比","","",""
"0003149471","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","3645","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-21","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第２１表　産業分類中分類別、従業者規模別、仕入先別、販売先別の年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第２１表　産業分類中分類別、従業者規模別、仕入先別、販売先別の年間商品販売額及び構成比","","",""
"0003149480","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","13608","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-22","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第２２表　産業分類小分類別、従業者規模別の商業企業数（商業事業所数階級別）、商業事業所数、商業企業の従業者数、年間商品仕入額、年間商品販売額、年初及び年末商品手持額及び電子商取引実施の商業企業数・取引額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第２２表　産業分類小分類別、従業者規模別の商業企業数（商業事業所数階級別）、商業事業所数、商業企業の従業者数、年間商品仕入額、年間商品販売額、年初及び年末商品手持額及び電子商取引実施の商業企業数・取引額","","",""
"0003149481","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","52416","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-23","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第２３表　産業分類小分類別、年間商品販売額階級別、商業事業所数階級別の商業企業数、従業者総数、年間商品仕入額（うち電子商取引）、年間商品販売額（うち電子商取引）及び年初及び年末の商品手持額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第２３表　産業分類小分類別、年間商品販売額階級別、商業事業所数階級別の商業企業数、従業者総数、年間商品仕入額（うち電子商取引）、年間商品販売額（うち電子商取引）及び年初及び年末の商品手持額","","",""
"0003149482","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","28224","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-24","【第１巻　産業編（総括表）】 【第２部　法人組織の事業所の部】第２４表　産業分類小分類別、資本金階級別、商業事業所数階級別の商業企業（会社組織）数、従業者総数、年間商品仕入額（うち電子商取引）、年間商品販売額（うち電子商取引）及び資本金総額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第２部　法人組織の事業所の部】第２４表　産業分類小分類別、資本金階級別、商業事業所数階級別の商業企業（会社組織）数、従業者総数、年間商品仕入額（うち電子商取引）、年間商品販売額（うち電子商取引）及び資本金総額","","",""
"0003149483","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","59400","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-25","【第１巻　産業編（総括表）】 【第３部　個人経営の事業所の部】第２５表　産業分類細分類別、従業者規模別の事業所数（本支店別、開設時期別）、従業者数、年間商品販売額、その他の収入額（内訳別）及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第３部　個人経営の事業所の部】第２５表　産業分類細分類別、従業者規模別の事業所数（本支店別、開設時期別）、従業者数、年間商品販売額、その他の収入額（内訳別）及び売場面積","","",""
"0003149484","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","6336","2016-10-18","","00550020","商業統計調査","00550","経済産業省","1-26","【第１巻　産業編（総括表）】 【第３部　個人経営の事業所の部】第２６表　小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第１巻　産業編（総括表）】","【第３部　個人経営の事業所の部】第２６表　小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積","","",""
"0003149485","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","11088","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-01","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１表　都道府県別、年次別、卸売業、小売業別の事業所数（法人・個人別）、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第１表　都道府県別、年次別、卸売業、小売業別の事業所数（法人・個人別）、従業者数、年間商品販売額及び売場面積","","",""
"0003149486","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","184800","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-02","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第２表　都道府県別、東京特別区・政令指定都市別、産業分類細分類別の事業所数（従業者規模別）、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第２表　都道府県別、東京特別区・政令指定都市別、産業分類細分類別の事業所数（従業者規模別）、従業者数、年間商品販売額及び売場面積","","",""
"0003149487","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","10800","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-03","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第３表　都道府県別、東京特別区・政令指定都市別、卸売業、小売業別の法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第３表　都道府県別、東京特別区・政令指定都市別、卸売業、小売業別の法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数","","",""
