"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4"
"0003149488","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","11664","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-04","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第４表　都道府県別、卸売業、小売業別、経営組織別の事業所数（単独・本支店別）、従業者数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第４表　都道府県別、卸売業、小売業別、経営組織別の事業所数（単独・本支店別）、従業者数及び年間商品販売額","","",""
"0003149489","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","79380","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-05","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第５表　都道府県別、東京特別区・政令指定都市別、産業分類小分類別、販売方法別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第５表　都道府県別、東京特別区・政令指定都市別、産業分類小分類別、販売方法別の事業所数、年間商品販売額及び構成比","","",""
"0003149490","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","63000","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-06","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第６表　小売業の都道府県別、東京特別区・政令指定都市別、産業分類小分類別、商品販売形態別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第６表　小売業の都道府県別、東京特別区・政令指定都市別、産業分類小分類別、商品販売形態別の事業所数、年間商品販売額及び構成比","","",""
"0003149500","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","20664","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-07","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第７表　小売業の都道府県別、東京特別区・政令指定都市別、産業分類中分類別、売場面積規模別の事業所数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第７表　小売業の都道府県別、東京特別区・政令指定都市別、産業分類中分類別、売場面積規模別の事業所数、年間商品販売額及び売場面積","","",""
"0003149501","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","16128","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-08","【第２巻　産業編（都道府県表）】 【第１部　法人組織の事業所と個人経営の事業所の合計の部】第８表　小売業の都道府県別、東京特別区・政令指定都市別、産業分類中分類別、営業時間階級別の事業所数、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第１部　法人組織の事業所と個人経営の事業所の合計の部】第８表　小売業の都道府県別、東京特別区・政令指定都市別、産業分類中分類別、営業時間階級別の事業所数、従業者数、年間商品販売額及び売場面積","","",""
"0003149502","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","11232","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-09","【第２巻　産業編（都道府県表）】 【第２部　法人組織の事業所の部】第９表　卸売業の都道府県別、産業分類小分類別、営業形態別の事業所数、従業者数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第２部　法人組織の事業所の部】第９表　卸売業の都道府県別、産業分類小分類別、営業形態別の事業所数、従業者数及び年間商品販売額","","",""
"0003149503","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","79380","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-10","【第２巻　産業編（都道府県表）】 【第２部　法人組織の事業所の部】第１０表　都道府県別、東京特別区・政令指定都市別、産業分類小分類別、販売方法別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第２部　法人組織の事業所の部】第１０表　都道府県別、東京特別区・政令指定都市別、産業分類小分類別、販売方法別の事業所数、年間商品販売額及び構成比","","",""
"0003149504","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","44064","2016-10-18","","00550020","商業統計調査","00550","経済産業省","2-11","【第２巻　産業編（都道府県表）】 【第２部　法人組織の事業所の部】第１１表　都道府県別、産業分類（卸売業小分類・小売業中分類）別、仕入先別、販売先別の年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第２巻　産業編（都道府県表）】","【第２部　法人組織の事業所の部】第１１表　都道府県別、産業分類（卸売業小分類・小売業中分類）別、仕入先別、販売先別の年間商品販売額及び構成比","","",""
"0003149505","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","255375","2016-10-18","","00550020","商業統計調査","00550","経済産業省","3-01","【第３巻　産業編（市区町村表）】 第１表　区市郡別、産業分類小分類別の事業所数、従業者数、年間商品販売額及び売場面積(小売業）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第３巻　産業編（市区町村表）】","第１表　区市郡別、産業分類小分類別の事業所数、従業者数、年間商品販売額及び売場面積(小売業）","","",""
"0003149506","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","33184","2016-10-18","","00550020","商業統計調査","00550","経済産業省","3-02","【第３巻　産業編（市区町村表）】 第２表　町村別、産業分類（卸売業計・小売業中分類）別の事業所数、従業者数、年間商品販売額及び売場面積(小売業）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第３巻　産業編（市区町村表）】","第２表　町村別、産業分類（卸売業計・小売業中分類）別の事業所数、従業者数、年間商品販売額及び売場面積(小売業）","","",""
"0003149507","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","283750","2016-10-18","","00550020","商業統計調査","00550","経済産業省","4-01","【第４巻　品目編】 第１表　区市郡別、商品（卸売）別の事業所数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第４巻　品目編】","第１表　区市郡別、商品（卸売）別の事業所数及び年間商品販売額","","",""
"0003149508","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","242890","2016-10-18","","00550020","商業統計調査","00550","経済産業省","4-02","【第４巻　品目編】 第２表　区市郡別、商品（小売）別の事業所数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第４巻　品目編】","第２表　区市郡別、商品（小売）別の事業所数及び年間商品販売額","","",""
"0003149509","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","27500","2016-10-18","","00550020","商業統計調査","00550","経済産業省","4-03","【第４巻　品目編】 第３表　産業分類細分類別、商品（卸売）別の事業所数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第４巻　品目編】","第３表　産業分類細分類別、商品（卸売）別の事業所数及び年間商品販売額","","",""
"0003149510","商業統計調査 統計表一覧 平成26年商業統計 確報","-","201401-201412","2016-06-30","0","該当なし","24182","2016-10-18","","00550020","商業統計調査","00550","経済産業省","4-04","【第４巻　品目編】 第４表　産業分類細分類別、商品（小売）別の事業所数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","確報","【第４巻　品目編】","第４表　産業分類細分類別、商品（小売）別の事業所数及び年間商品販売額","","",""
"0003152288","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","22320","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-01","【業態別統計編（小売業）】 第１表　区部・市部・郡部別、業態別、従業者規模別の事業所数（法人・個人別、本支店別）、従業者数、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額（法人・個人別）、その他の収入額、売場面積及び販売効率","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第１表　区部・市部・郡部別、業態別、従業者規模別の事業所数（法人・個人別、本支店別）、従業者数、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額（法人・個人別）、その他の収入額、売場面積及び販売効率","","","業態別統計編（小売業）"
"0003152289","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","74400","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-02","【業態別統計編（小売業）】 第２表　都道府県別、業態別、法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第２表　都道府県別、業態別、法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数","","","業態別統計編（小売業）"
"0003152290","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","14880","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-03","【業態別統計編（小売業）】 第３表　区部・市部・郡部別、業態別、従業者規模別、年間商品販売額階級別の事業所数、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第３表　区部・市部・郡部別、業態別、従業者規模別、年間商品販売額階級別の事業所数、従業者数、年間商品販売額及び売場面積","","","業態別統計編（小売業）"
"0003152291","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","43400","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-04","【業態別統計編（小売業）】 第４表　都道府県別、東京特別区・政令指定都市別、業態別の事業所数（法人・個人別、本支店別）、従業者数、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額（法人・個人別）、その他収入額、売場面積及び販売効率","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第４表　都道府県別、東京特別区・政令指定都市別、業態別の事業所数（法人・個人別、本支店別）、従業者数、臨時雇用者数、従業者・臨時雇用者のうち他への出向又は派遣従業者数、他からの出向・派遣従業者数、年間商品販売額（法人・個人別）、その他収入額、売場面積及び販売効率","","","業態別統計編（小売業）"
"0003152292","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","37200","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-05","【業態別統計編（小売業）】 第５表　都道府県別、業態別、商品販売形態別の事業所数、年間商品販売額及び構成比","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第５表　都道府県別、業態別、商品販売形態別の事業所数、年間商品販売額及び構成比","","","業態別統計編（小売業）"
"0003152293","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","13764","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-06","【業態別統計編（小売業）】 第６表　産業分類細分類別、業態別の事業所数、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第６表　産業分類細分類別、業態別の事業所数、従業者数、年間商品販売額及び売場面積","","","業態別統計編（小売業）"
"0003152294","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","82944","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-07","【業態別統計編（小売業）】 第７表　都道府県別、産業分類小分類別、業態別の事業所数、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第７表　都道府県別、産業分類小分類別、業態別の事業所数、従業者数、年間商品販売額及び売場面積","","","業態別統計編（小売業）"
"0003152295","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","34782","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-08","【業態別統計編（小売業）】 第８表　区部・市部・郡部別、都道府県別、業態別、来客用駐車場の有無別の事業所数、従業者数、年間商品販売額、売場面積及び収容台数","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第８表　区部・市部・郡部別、都道府県別、業態別、来客用駐車場の有無別の事業所数、従業者数、年間商品販売額、売場面積及び収容台数","","","業態別統計編（小売業）"
"0003152296","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","2976","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-09","【業態別統計編（小売業）】 第９表　区部・市部・郡部別、業態別の事業所数（開設時期別、営業時間別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第９表　区部・市部・郡部別、業態別の事業所数（開設時期別、営業時間別）","","","業態別統計編（小売業）"
"0003152297","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","4464","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-10","【業態別統計編（小売業）】 第１０表　区部・市部・郡部別、業態別、法人（経営組織別）・個人別の事業所数、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第１０表　区部・市部・郡部別、業態別、法人（経営組織別）・個人別の事業所数、従業者数、年間商品販売額及び売場面積","","","業態別統計編（小売業）"
"0003152307","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","5828","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-11","【業態別統計編（小売業）】 第１１表　区部・市部・郡部別、業態別、売場面積規模別の事業所数、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第１１表　区部・市部・郡部別、業態別、売場面積規模別の事業所数、従業者数、年間商品販売額及び売場面積","","","業態別統計編（小売業）"
"0003152308","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","3456","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-12","【業態別統計編（小売業）】 第１２表　コンビニエンスストアの区部・市部・郡部別、売場面積規模別、従業者規模別、営業時間別の事業所数、従業者数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第１２表　コンビニエンスストアの区部・市部・郡部別、売場面積規模別、従業者規模別、営業時間別の事業所数、従業者数及び年間商品販売額","","","業態別統計編（小売業）"
"0003152309","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","5952","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-13","【業態別統計編（小売業）】 第１３表　区部・市部・郡部別、業態別、従業者規模別、チェーン組織への加盟別の事業所数、従業者数、年間商品販売額及び売場面積","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第１３表　区部・市部・郡部別、業態別、従業者規模別、チェーン組織への加盟別の事業所数、従業者数、年間商品販売額及び売場面積","","","業態別統計編（小売業）"
"0003152310","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 業態別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","6665","2016-10-18","","00550020","商業統計調査","00550","経済産業省","5-14","【業態別統計編（小売業）】 第１４表　業態別、商品別の事業所数及び年間商品販売額","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【業態別統計編（小売業）】","第１４表　業態別、商品別の事業所数及び年間商品販売額","","","業態別統計編（小売業）"
"0003152311","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","960","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-01-1","【流通経路別統計編（卸売業）】 第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","","","流通経路別統計編（卸売業）"
"0003152312","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","840","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-01-2","【流通経路別統計編（卸売業）】 第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","","","流通経路別統計編（卸売業）"
"0003152313","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","960","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-01-3","【流通経路別統計編（卸売業）】 第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その３（製造業の販売事業所に係る仕入先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その３（製造業の販売事業所に係る仕入先別）】","","","流通経路別統計編（卸売業）"
"0003152314","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","840","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-01-4","【流通経路別統計編（卸売業）】 第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その４（製造業の販売事業所に係る販売先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第１表　流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その４（製造業の販売事業所に係る販売先別）】","","","流通経路別統計編（卸売業）"
"0003152315","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","61800","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-02-1","【流通経路別統計編（卸売業）】 第２表　産業分類細分類別、流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第２表　産業分類細分類別、流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","","","流通経路別統計編（卸売業）"
"0003152326","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","54075","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-02-2","【流通経路別統計編（卸売業）】 第２表　産業分類細分類別、流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第２表　産業分類細分類別、流通段階・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","","","流通経路別統計編（卸売業）"
"0003152327","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","133488","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-03-1","【流通経路別統計編（卸売業）】 第３表　産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第３表　産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","","","流通経路別統計編（卸売業）"
"0003152328","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","116802","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-03-2","【流通経路別統計編（卸売業）】 第３表　産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第３表　産業分類細分類別、流通段階別、従業者規模別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","","","流通経路別統計編（卸売業）"
"0003152329","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","28200","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-04-1","【流通経路別統計編（卸売業）】 第４表　都道府県別、流通段階 ・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第４表　都道府県別、流通段階 ・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その１（仕入先別）】","","","流通経路別統計編（卸売業）"
"0003152330","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 流通経路別統計編（卸売業）","-","201401-201412","2016-06-30","0","該当なし","24675","2016-10-18","","00550020","商業統計調査","00550","経済産業省","6-04-2","【流通経路別統計編（卸売業）】 第４表　都道府県別、流通段階 ・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【流通経路別統計編（卸売業）】","第４表　都道府県別、流通段階 ・流通経路別の事業所数、従業者数及び年間商品販売額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比【その２（販売先別）】","","","流通経路別統計編（卸売業）"
"0003152331","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 立地環境特性別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","14720","2016-10-18","","00550020","商業統計調査","00550","経済産業省","7-01","【立地環境特性別統計編（小売業）】 第１表　特性別、産業分類細分類別の事業所数（法人・個人別、営業時間別）、従業者数（法人・個人別）、年間商品販売額（法人・個人別）、その他の収入額及び売場面積（法人・個人別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【立地環境特性別統計編（小売業）】","第１表　特性別、産業分類細分類別の事業所数（法人・個人別、営業時間別）、従業者数（法人・個人別）、年間商品販売額（法人・個人別）、その他の収入額及び売場面積（法人・個人別）","","","立地環境特性別統計編（小売業）"
"0003152332","商業統計調査 統計表一覧 平成26年商業統計 二次加工統計表 立地環境特性別統計編（小売業）","-","201401-201412","2016-06-30","0","該当なし","12512","2016-10-18","","00550020","商業統計調査","00550","経済産業省","7-02","【立地環境特性別統計編（小売業）】 第２表　特性別、産業分類細分類の事業所数（本支店別、開設時期別）","06","商業・サービス業","01","商業","商業統計調査","統計表一覧","平成26年商業統計","二次加工統計表","【立地環境特性別統計編（小売業）】","第２表　特性別、産業分類細分類の事業所数（本支店別、開設時期別）","","","立地環境特性別統計編（小売業）"
