"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003280100","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　大豆","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　大豆",""
"0003280101","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　かつお・まぐろ類","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　かつお・まぐろ類",""
"0003280102","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　小麦","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　小麦",""
"0003280103","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　さけ・ます","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　さけ・ます",""
"0003280104","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　冷凍野菜","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　冷凍野菜",""
"0003280105","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　コーヒー豆（生豆）","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　コーヒー豆（生豆）",""
"0003280106","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉",""
"0003280107","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　合板","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　合板",""
"0003280108","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　菜種","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　菜種",""
"0003280109","農林水産物輸出入統計 確報 農林水産物輸出入概況（2015年）","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　天然ゴム","年次","201501-201512","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","農林水産物輸出入概況","９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　天然ゴム",""
"0003278396","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ２　農林水産物の輸出実績（２０１６年金額上位２０品目）","年次","201601-201612","2019-02-06","0","該当なし","105","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","２　農林水産物の輸出実績（２０１６年金額上位２０品目）",""
"0003278445","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ８　農林水産物の輸入実績（２０１６年金額上位２０品目）","年次","201601-201612","2019-02-06","0","該当なし","105","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","８　農林水産物の輸入実績（２０１６年金額上位２０品目）",""
"0003278448","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１６年品目別統計表） (1) 輸出　累計金額上位３か国","年次","201601-201612","2019-02-06","0","該当なし","1182","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","１４　農林水産物輸出入概況（２０１６年品目別統計表） (1) 輸出　累計金額上位３か国",""
"0003278462","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１６年品目別統計表） (2) 輸入　累計金額上位３か国","年次","201601-201612","2019-02-06","0","該当なし","2490","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","１４　農林水産物輸出入概況（２０１６年品目別統計表） (2) 輸入　累計金額上位３か国",""
"0003279884","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ４　農林水産物の国・地域別輸出実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","４　農林水産物の国・地域別輸出実績（２０１６年金額上位２０か国）",""
"0003279885","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ５　農産物の国・地域別輸出実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","５　農産物の国・地域別輸出実績（２０１６年金額上位２０か国）",""
"0003279886","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ６　林産物の国・地域別輸出実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","６　林産物の国・地域別輸出実績（２０１６年金額上位２０か国）",""
"0003279887","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ７　水産物の国・地域別輸出実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","７　水産物の国・地域別輸出実績（２０１６年金額上位２０か国）",""
"0003279888","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 １０　農林水産物の国・地域別輸入実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","１０　農林水産物の国・地域別輸入実績（２０１６年金額上位２０か国）",""
"0003279889","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 １１　農産物の国・地域別輸入実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","１１　農産物の国・地域別輸入実績（２０１６年金額上位２０か国）",""
"0003279890","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 １２　林産物の国・地域別輸入実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","１２　林産物の国・地域別輸入実績（２０１６年金額上位２０か国）",""
"0003279891","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 １３　水産物の国・地域別輸入実績（２０１６年金額上位２０か国）","年次","201601-201612","2019-02-06","0","該当なし","89","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","１３　水産物の国・地域別輸入実績（２０１６年金額上位２０か国）",""
"0003279956","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 参考：農林水産物の国・地域別輸出実績（２０１６年金額上位２０か国：アルコール飲料、たばこ、真珠を除く）","年次","201601-201612","2019-02-06","0","該当なし","218","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","参考：農林水産物の国・地域別輸出実績（２０１６年金額上位２０か国：アルコール飲料、たばこ、真珠を除く）","1　農産物からアルコール飲料及びたばこ、水産物から真珠を除いた金額である。2　順位は、２０１６年の農林水産物（アルコール飲料、たばこ、真珠を除いた金額）輸出額合計による。"
"0003280110","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ホタテ貝","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ホタテ貝",""
"0003280111","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　アルコール飲料","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　アルコール飲料",""
"0003280112","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　真珠","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　真珠",""
"0003280113","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ソース混合調味料","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ソース混合調味料",""
"0003280114","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　たばこ","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　たばこ",""
"0003280115","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　清涼飲料水","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　清涼飲料水",""
"0003280116","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　菓子（米菓を除く）","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　菓子（米菓を除く）",""
"0003280117","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　さば","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　さば",""
"0003280118","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　播種用の種等","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　播種用の種等",""
"0003280119","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　牛肉","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　牛肉",""
"0003280120","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ぶり","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ぶり",""
"0003280121","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　りんご","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　りんご",""
"0003280122","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　緑茶","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　緑茶",""
"0003280123","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　かつお・まぐろ類","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　かつお・まぐろ類",""
"0003280124","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　豚の皮","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　豚の皮",""
"0003280125","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　練り製品(魚肉ｿｰｾｰｼﾞ等)","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　練り製品(魚肉ｿｰｾｰｼﾞ等)",""
"0003280126","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　乾燥なまこ","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　乾燥なまこ",""
"0003280127","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　丸太","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　丸太",""
"0003280128","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　スープブロス","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　スープブロス",""
"0003280129","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　植木等","年次","201601-201612","2019-02-06","0","該当なし","26","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　植木等",""
"0003280130","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　豚肉","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　豚肉",""
"0003280131","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　たばこ","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　たばこ",""
"0003280132","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　とうもろこし","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　とうもろこし",""
"0003280133","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　生鮮・乾燥果実","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　生鮮・乾燥果実",""
"0003280134","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　牛肉","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　牛肉",""
"0003280135","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　アルコール飲料","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　アルコール飲料",""
"0003280136","農林水産物輸出入統計 確報 農林水産物輸出入概況（2016年）","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　木材チップ","年次","201601-201612","2019-02-06","0","該当なし","27","2019-02-07","","00500100","農林水産物輸出入統計","00500","農林水産省","16","国際","01","貿易・国際収支","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","農林水産物輸出入概況","９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　木材チップ",""
