"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0003445726","平成31年度　家庭部門のCO2排出実態統計調査 全国","年度次","201904-202003","2022-02-08","0","全国","2805","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","067","第7-2-7表_参考：自動車の使用状況別-年間用途別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成31年度　家庭部門のCO2排出実態統計調査","全国","第7-2-7表_参考：自動車の使用状況別-年間用途別二酸化炭素排出量"
"0004011007","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","470850","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","1","基本項目（世帯、住宅、機器使用状況等）別-世帯人数、住宅の建て方等","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-世帯人数、住宅の建て方等"
"0004011008","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","204240","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","2-1","基本項目（世帯、住宅、機器使用状況等）別-機器の使用数量（テレビ、冷蔵庫、エアコン、洗濯機、衣類乾燥機、浴室乾燥機、食器洗い乾燥機、食器乾燥機、電子レンジ、ガスオーブン）","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-機器の使用数量（テレビ、冷蔵庫、エアコン、洗濯機、衣類乾燥機、浴室乾燥機、食器洗い乾燥機、食器乾燥機、電子レンジ、ガスオーブン）"
"0004011009","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","261960","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","2-2","基本項目（世帯、住宅、機器使用状況等）別-機器の使用数量（炊飯器、電気ポット、ウォーターサーバー、温水洗浄便座、暖房便座、加湿器、除湿機、空気清浄機、パソコン、ビデオレコーダー、インターネットモデム・ルーター）・ペットのための設備","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-機器の使用数量（炊飯器、電気ポット、ウォーターサーバー、温水洗浄便座、暖房便座、加湿器、除湿機、空気清浄機、パソコン、ビデオレコーダー、インターネットモデム・ルーター）・ペットのための設備"
"0004011010","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","199800","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","2-3","基本項目（世帯、住宅、機器使用状況等）別-機器の製造時期（テレビ、冷蔵庫、エアコン）","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-機器の製造時期（テレビ、冷蔵庫、エアコン）"
"0004011011","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","304140","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","2-4","基本項目（世帯、住宅、機器使用状況等）別-機器の種類・大きさ（テレビ、冷蔵庫、エアコン）","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-機器の種類・大きさ（テレビ、冷蔵庫、エアコン）"
"0004011012","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","46620","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","2-5","基本項目（世帯、住宅、機器使用状況等）別-機器の種類（給湯器・給湯システム、コンロ)","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-機器の種類（給湯器・給湯システム、コンロ)"
"0004011013","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","31080","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","2-6","基本項目（世帯、住宅、機器使用状況等）別-太陽光発電の使用有無、総容量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-太陽光発電の使用有無、総容量"
"0004011014","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","256680","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-1","基本項目（世帯、住宅、機器使用状況等）別-暖房使用状況（暖房の仕方、個別暖房機器の使用台数、太陽熱利用暖房システムの使用状況、セントラル暖房システムの使用状況、床暖房の使用状況）","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-暖房使用状況（暖房の仕方、個別暖房機器の使用台数、太陽熱利用暖房システムの使用状況、セントラル暖房システムの使用状況、床暖房の使用状況）"
"0004011015","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","281520","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-2","基本項目（世帯、住宅、機器使用状況等）別-暖房使用状況（最もよく使う暖房機器、最もよく使う暖房機器の温度設定状況、最もよく使う暖房機器の寒い時期の平日の使用時間、ペットのための暖房使用の有無、暖房室数）","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-暖房使用状況（最もよく使う暖房機器、最もよく使う暖房機器の温度設定状況、最もよく使う暖房機器の寒い時期の平日の使用時間、ペットのための暖房使用の有無、暖房室数）"
"0004011016","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","64680","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-3","基本項目（世帯、住宅、機器使用状況等）別-冷房使用状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-冷房使用状況"
"0004011017","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","219300","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-4","基本項目（世帯、住宅、機器使用状況等）別-入浴状況、冬のお湯の使用状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-入浴状況、冬のお湯の使用状況"
"0004011018","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","184800","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-5","基本項目（世帯、住宅、機器使用状況等）別-調理食数","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-調理食数"
"0004011019","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","216750","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-6","基本項目（世帯、住宅、機器使用状況等）別-照明の使用状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-照明の使用状況"
"0004011020","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","37740","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-7","基本項目（世帯、住宅、機器使用状況等）別-機器の使用状況（平日のテレビの使用時間、衣類乾燥機の使用頻度）","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-機器の使用状況（平日のテレビの使用時間、衣類乾燥機の使用頻度）"
"0004011021","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","350400","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-8","基本項目（世帯、住宅、機器使用状況等）別-省エネルギー行動実施状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-省エネルギー行動実施状況"
"0004011022","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","51060","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","4-1","基本項目（世帯、住宅、機器使用状況等）別-自動車の保有状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-自動車の保有状況"
"0004011023","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","366840","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","4-2","基本項目（世帯、住宅、機器使用状況等）別-自動車の種類、排気量、燃費、使用状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-自動車の種類、排気量、燃費、使用状況"
"0004011024","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","93240","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","5","基本項目（世帯、住宅、機器使用状況等）別-エネルギー種別使用用途、家庭で使用しているエネルギー種","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-エネルギー種別使用用途、家庭で使用しているエネルギー種"
"0004011025","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","494570","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-1","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別エネルギー消費量"
"0004011026","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","886160","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別エネルギー消費量"
"0004011027","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","414460","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-3","暖房使用状況別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","暖房使用状況別-月別エネルギー種別エネルギー消費量"
"0004011028","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","303160","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-4","入浴状況、お湯の使い方別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","入浴状況、お湯の使い方別-月別エネルギー種別エネルギー消費量"
"0004011029","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","69960","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-5","調理食数別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","調理食数別-月別エネルギー種別エネルギー消費量"
"0004011030","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","414460","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-6","省エネルギー行動実施状況別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","省エネルギー行動実施状況別-月別エネルギー種別エネルギー消費量"
"0004011031","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","47430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-7","自動車の使用状況別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","自動車の使用状況別-月別エネルギー種別エネルギー消費量"
"0004011032","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","494570","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別エネルギー消費量"
"0004011033","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","886160","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別エネルギー消費量"
"0004011034","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","414460","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-3","暖房使用状況別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","暖房使用状況別-年間エネルギー種別エネルギー消費量"
"0004011035","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","303160","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-4","入浴状況、お湯の使い方別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","入浴状況、お湯の使い方別-年間エネルギー種別エネルギー消費量"
"0004011036","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","69960","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-5","調理食数別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","調理食数別-年間エネルギー種別エネルギー消費量"
"0004011037","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","414460","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-6","省エネルギー行動実施状況別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","省エネルギー行動実施状況別-年間エネルギー種別エネルギー消費量"
"0004011038","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","47430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-7","自動車の使用状況別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","自動車の使用状況別-年間エネルギー種別エネルギー消費量"
"0004011039","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","375440","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-1","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別二酸化炭素排出量"
"0004011040","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","610280","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別二酸化炭素排出量"
"0004011041","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","285430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-3","暖房使用状況別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","暖房使用状況別-月別エネルギー種別二酸化炭素排出量"
"0004011042","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","208780","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-4","入浴状況、お湯の使い方別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","入浴状況、お湯の使い方別-月別エネルギー種別二酸化炭素排出量"
"0004011043","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","48180","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-5","調理食数別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","調理食数別-月別エネルギー種別二酸化炭素排出量"
"0004011044","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","285430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-6","省エネルギー行動実施状況別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","省エネルギー行動実施状況別-月別エネルギー種別二酸化炭素排出量"
"0004011045","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","47430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-7","自動車の使用状況別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","自動車の使用状況別-月別エネルギー種別二酸化炭素排出量"
"0004011046","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","375440","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別二酸化炭素排出量"
"0004011047","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","610280","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別二酸化炭素排出量"
"0004011048","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","285430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-3","暖房使用状況別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","暖房使用状況別-年間エネルギー種別二酸化炭素排出量"
"0004011049","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","208780","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-4","入浴状況、お湯の使い方別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","入浴状況、お湯の使い方別-年間エネルギー種別二酸化炭素排出量"
"0004011050","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","48180","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-5","調理食数別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","調理食数別-年間エネルギー種別二酸化炭素排出量"
"0004011051","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","285430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-6","省エネルギー行動実施状況別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","省エネルギー行動実施状況別-年間エネルギー種別二酸化炭素排出量"
"0004011052","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","47430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-7","自動車の使用状況別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","自動車の使用状況別-年間エネルギー種別二酸化炭素排出量"
"0004011053","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","440420","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別支払金額"
"0004011054","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","1019920","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別支払金額"
"0004011055","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","477020","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-3","暖房使用状況別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","暖房使用状況別-年間エネルギー種別支払金額"
"0004011056","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","348920","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-4","入浴状況、お湯の使い方別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","入浴状況、お湯の使い方別-年間エネルギー種別支払金額"
"0004011057","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","80520","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-5","調理食数別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","調理食数別-年間エネルギー種別支払金額"
"0004011058","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","477020","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-6","省エネルギー行動実施状況別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","省エネルギー行動実施状況別-年間エネルギー種別支払金額"
"0004011059","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","186660","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-7","自動車の使用状況別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","自動車の使用状況別-年間エネルギー種別支払金額"
"0004011060","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","297900","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-1","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別エネルギー消費量"
"0004011061","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","610280","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-2","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別エネルギー消費量"
"0004011062","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","285430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-3","参考：暖房使用状況別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","参考：暖房使用状況別-年間用途別エネルギー消費量"
"0004011063","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","168630","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-4","参考：入浴状況、お湯の使い方別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","参考：入浴状況、お湯の使い方別-年間用途別エネルギー消費量"
"0004011064","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","26280","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-5","参考：調理食数別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","参考：調理食数別-年間用途別エネルギー消費量"
"0004011065","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","285430","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-6","参考：省エネルギー行動実施状況別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","参考：省エネルギー行動実施状況別-年間用途別エネルギー消費量"
"0004011066","平成29年度　家庭部門のCO2排出実態統計調査 地方","年度次","201704-201803","2024-03-26","0","全国","26010","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-7","参考：自動車の使用状況別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","地方","参考：自動車の使用状況別-年間用途別エネルギー消費量"
