"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003447798","建設工事費デフレーター 時系列（月別）","2011年度基準 時系列（月別）ー月別","月次","0","2022-02-28","0","該当なし","22940","2024-06-28","","00600270","建設工事費デフレーター","00600","国土交通省","08","住宅・土地・建設","02","建設","建設工事費デフレーター","時系列（月別）","2011年度基準","時系列（月別）ー月別","(注)</br>*2017年4月分の公表から、基準年を2011年度基準に改定しています。（2017年6月30日付け）</br>*2017年度までの数値については、当該年度の実績を基に算出した建設投資のウエイトを用いています。また、2018年度以降は2015～2017年度の平均値を暫定的に用いています。</br>*「道路1」は「道路改良」、「道路舗装」、「道路橋梁」、「道路補修」を、「道路2」は「道路1」と「高速道路株式会社」を、「街路1」　は「街路改良」、「街路舗装」、「街路橋梁」、「区画整理」を、「街路2」は「街路1」、「首都高速道路株式会社」、「阪神高速道路株式会社」を総合したものです。</br>*「高速道路株式会社」は、「東日本高速道路株式会社」、「中日本高速道路株式会社」、「西日本高速道路株式会社」を統合したものです。</br>*建設工事費デフレーターは、営業余剰や間接税(消費税を含む)等をウエイト項目に含めていないため、それらを含みません。</br>*建設工事費とは、「本工事費」、「付帯工事費」、「測量及び試験費」、「機械器具費」、「営繕費」からなり、「用地費」と「補償費」は含みません。</br>*「河川総合開発」の内容は河川総合開発事業、多目的ダム建設事業等であり、工事種類としては堤体、管理施設、放流設備、ダム用仮設備（工事用道路を含む）、補償工事（付替道路を含む）等となっています。</br>*毎月勤労統計調査、消費者物価指数、企業物価指数、企業向けサービス指数の基準年は2015年に移行していますが、2011年度基準に換算して建設工事費デフレーターの算出に使用しています。</br>*遡及を行う場合がありますので常に最新版をご使用ください。"
"0003447799","建設工事費デフレーター 時系列（月別）","2011年度基準 時系列（月別）ー四半期別","四半期","0","2022-02-28","0","該当なし","4736","2023-08-31","","00600270","建設工事費デフレーター","00600","国土交通省","08","住宅・土地・建設","02","建設","建設工事費デフレーター","時系列（月別）","2011年度基準","時系列（月別）ー四半期別","(注)</br>*2017年4月分の公表から、基準年を2011年度基準に改定しています。（2017年6月30日付け）</br>*2017年度までの数値については、当該年度の実績を基に算出した建設投資のウエイトを用いています。また、2018年度以降は2015～2017年度の平均値を暫定的に用いています。</br>*「道路1」は「道路改良」、「道路舗装」、「道路橋梁」、「道路補修」を、「道路2」は「道路1」と「高速道路株式会社」を、「街路1」　は「街路改良」、「街路舗装」、「街路橋梁」、「区画整理」を、「街路2」は「街路1」、「首都高速道路株式会社」、「阪神高速道路株式会社」を総合したものです。</br>*「高速道路株式会社」は、「東日本高速道路株式会社」、「中日本高速道路株式会社」、「西日本高速道路株式会社」を統合したものです。</br>*建設工事費デフレーターは、営業余剰や間接税(消費税を含む)等をウエイト項目に含めていないため、それらを含みません。</br>*建設工事費とは、「本工事費」、「付帯工事費」、「測量及び試験費」、「機械器具費」、「営繕費」からなり、「用地費」と「補償費」は含みません。</br>*「河川総合開発」の内容は河川総合開発事業、多目的ダム建設事業等であり、工事種類としては堤体、管理施設、放流設備、ダム用仮設備（工事用道路を含む）、補償工事（付替道路を含む）等となっています。</br>*毎月勤労統計調査、消費者物価指数、企業物価指数、企業向けサービス指数の基準年は2015年に移行していますが、2011年度基準に換算して建設工事費デフレーターの算出に使用しています。</br>*遡及を行う場合がありますので常に最新版をご使用ください。"
"0003447801","建設工事費デフレーター 時系列（月別）","2015年度基準 時系列（月別）ー月別","月次","0","2024-07-31","0","該当なし","23304","2024-07-31","","00600270","建設工事費デフレーター","00600","国土交通省","08","住宅・土地・建設","02","建設","建設工事費デフレーター","時系列（月別）","2015年度基準","時系列（月別）ー月別","(注)</br>*2021年4月分の公表から、基準年を2015年度基準に改定しています。（2021年6月30日付け）</br>*2019年度までの数値については、当該年度の実績を基に算出した建設投資のウエイトを用いています。また、2020年度以降は2017～2019年度の平均値を暫定的に用いています。</br>*「道路1」は「道路改良」、「道路舗装」、「道路橋梁」、「道路補修」を、「道路2」は「道路1」と「高速道路株式会社」を、「街路1」　は「街路改良」、「街路舗装」、「街路橋梁」、「区画整理」を、「街路2」は「街路1」、「首都高速道路株式会社」、「阪神高速道路株式会社」を総合したものです。</br>*「高速道路株式会社」は、「東日本高速道路株式会社」、「中日本高速道路株式会社」、「西日本高速道路株式会社」を統合したものです。</br>*建設工事費デフレーターは、営業余剰や間接税(消費税を含む)等をウエイト項目に含めていないため、それらを含みません。</br>*建設工事費とは、「本工事費」、「付帯工事費」、「測量及び試験費」、「機械器具費」、「営繕費」からなり、「用地費」と「補償費」は含みません。</br>*「河川総合開発」の内容は河川総合開発事業、多目的ダム建設事業等であり、工事種類としては堤体、管理施設、放流設備、ダム用仮設備（工事用道路を含む）、補償工事（付替道路を含む）等となっています。</br>*企業向けサービス価格指数の基準年は2015年、毎月勤労統計調査、消費者物価指数、企業物価指数の基準年は2020年に移行していますが、2015年度基準に換算して建設工事費デフレーターの算出に使用しています。</br>*遡及を行う場合がありますので常に最新版をご使用ください。"
"0003447802","建設工事費デフレーター 時系列（月別）","2015年度基準 時系列（月別）ー四半期別","四半期","0","2024-07-31","0","該当なし","3884","2024-07-31","","00600270","建設工事費デフレーター","00600","国土交通省","08","住宅・土地・建設","02","建設","建設工事費デフレーター","時系列（月別）","2015年度基準","時系列（月別）ー四半期別","(注)</br>*2021年4月分の公表から、基準年を2015年度基準に改定しています。（2021年6月30日付け）</br>*2019年度までの数値については、当該年度の実績を基に算出した建設投資のウエイトを用いています。また、2020年度以降は2017～2019年度の平均値を暫定的に用いています。</br>*「道路1」は「道路改良」、「道路舗装」、「道路橋梁」、「道路補修」を、「道路2」は「道路1」と「高速道路株式会社」を、「街路1」　は「街路改良」、「街路舗装」、「街路橋梁」、「区画整理」を、「街路2」は「街路1」、「首都高速道路株式会社」、「阪神高速道路株式会社」を総合したものです。</br>*「高速道路株式会社」は、「東日本高速道路株式会社」、「中日本高速道路株式会社」、「西日本高速道路株式会社」を統合したものです。</br>*建設工事費デフレーターは、営業余剰や間接税(消費税を含む)等をウエイト項目に含めていないため、それらを含みません。</br>*建設工事費とは、「本工事費」、「付帯工事費」、「測量及び試験費」、「機械器具費」、「営繕費」からなり、「用地費」と「補償費」は含みません。</br>*「河川総合開発」の内容は河川総合開発事業、多目的ダム建設事業等であり、工事種類としては堤体、管理施設、放流設備、ダム用仮設備（工事用道路を含む）、補償工事（付替道路を含む）等となっています。</br>*企業向けサービス価格指数の基準年は2015年、毎月勤労統計調査、消費者物価指数、企業物価指数の基準年は2020年に移行していますが、2015年度基準に換算して建設工事費デフレーターの算出に使用しています。</br>*遡及を行う場合がありますので常に最新版をご使用ください。"
"0003447803","建設工事費デフレーター 時系列（年度別）","2015年度基準 時系列（年度別）","年度次","0","2024-05-31","0","該当なし","3934","2024-05-31","","00600270","建設工事費デフレーター","00600","国土交通省","08","住宅・土地・建設","02","建設","建設工事費デフレーター","時系列（年度別）","2015年度基準","時系列（年度別）","(注)</br>*2021年4月分の公表から、基準年を2015年度基準に改定しています。（2021年6月30日付け）</br>*2019年度までの数値については、当該年度の実績を基に算出した建設投資のウエイトを用いています。また、2020年度以降は2017～2019年度の平均値を暫定的に用いています。</br>*「道路1」は「道路改良」、「道路舗装」、「道路橋梁」、「道路補修」を、「道路2」は「道路1」と「高速道路株式会社」を、「街路1」　は「街路改良」、「街路舗装」、「街路橋梁」、「区画整理」を、「街路2」は「街路1」、「首都高速道路株式会社」、「阪神高速道路株式会社」を総合したものです。</br>*「高速道路株式会社」は、「東日本高速道路株式会社」、「中日本高速道路株式会社」、「西日本高速道路株式会社」を統合したものです。</br>*建設工事費デフレーターは、営業余剰や間接税(消費税を含む)等をウエイト項目に含めていないため、それらを含みません。</br>*建設工事費とは、「本工事費」、「付帯工事費」、「測量及び試験費」、「機械器具費」、「営繕費」からなり、「用地費」と「補償費」は含みません。</br>*「河川総合開発」の内容は河川総合開発事業、多目的ダム建設事業等であり、工事種類としては堤体、管理施設、放流設備、ダム用仮設備（工事用道路を含む）、補償工事（付替道路を含む）等となっています。</br>*企業向けサービス価格指数の基準年は2015年、毎月勤労統計調査、消費者物価指数、企業物価指数の基準年は2020年に移行していますが、2015年度基準に換算して建設工事費デフレーターの算出に使用しています。</br>*遡及を行う場合がありますので常に最新版をご使用ください。"
