"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0002067151","容器包装利用・製造等実態調査 確報 令和4年度容器包装利用・製造等実態調査","年度次","202204-202303","2024-03-29","0","該当なし","16","2024-03-29","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","6-2","統計表 自ら回収する容器量（容器製造等事業者） 紙製・プラスチック製容器包装","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","自ら回収する容器量（容器製造等事業者）","","令和4年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装",""
"0002067152","容器包装利用・製造等実態調査 確報 令和4年度容器包装利用・製造等実態調査","年度次","202204-202303","2024-03-29","0","該当なし","0","2025-04-10","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","7-1","統計表 容器包装廃棄物排出見込量 ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装廃棄物排出見込量","※　分類調査結果は本実態調査結果の全業種合計値を分類調査（環境省「容器包装廃棄物の使用・排出実態調査」）の業種別比率で按分して算出。","令和4年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002067153","容器包装利用・製造等実態調査 確報 令和4年度容器包装利用・製造等実態調査","年度次","202204-202303","2024-03-29","0","該当なし","0","2025-04-10","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 容器廃棄物排出見込量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装廃棄物排出見込量","※　分類調査結果は本実態調査結果の全業種合計値を分類調査（環境省「容器包装廃棄物の使用・排出実態調査」）の業種別比率で按分して算出。","令和4年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","容器廃棄物排出見込量"
"0004012583","容器包装利用・製造等実態調査 確報 令和4年度容器包装利用・製造等実態調査","年度次","202204-202303","2024-03-29","0","該当なし","8","2024-03-29","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 包装廃棄物排出見込量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装廃棄物排出見込量","","令和4年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","包装廃棄物排出見込量"
"0002111847","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","192","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","1-1","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率","","令和5年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002111848","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","108","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 容器利用・製造等事業者","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","容器利用・製造等事業者"
"0002111861","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","6","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 包装利用事業者","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","包装利用事業者"
"0002111849","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","192","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","2-1","統計表 容器利用商品販売額・容器販売額 ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器利用商品販売額・容器販売額","","令和5年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002111850","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","108","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","2-2","統計表 容器利用商品販売額・容器販売額 紙製・プラスチック製容器包装","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器利用商品販売額・容器販売額","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装",""
"0002111851","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","28","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","3-1","統計表 容器包装利用量（容器利用事業者） ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装利用量（容器利用事業者）","※ガラスびんの自主回収認定容器分は含まない。","令和5年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002111852","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","16","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","3-2","統計表 容器包装利用量（容器利用事業者） 紙製・プラスチック製容器包装 容器利用量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装利用量（容器利用事業者）","※自主回収認定容器分は含まない。","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","容器利用量"
"0002111862","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","2","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","3-2","統計表 容器包装利用量（容器利用事業者） 紙製・プラスチック製容器包装 包装利用量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装利用量（容器利用事業者）","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","包装利用量"
"0002111853","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","28","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","4-1","統計表 自ら回収する容器包装量（容器利用事業者） ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","自ら回収する容器包装量（容器利用事業者）","※ガラスびんの自主回収認定容器分は含まない。","令和5年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002111854","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","16","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","4-2","統計表 自ら回収する容器包装量（容器利用事業者） 紙製・プラスチック製容器包装 自ら回収する容器量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","自ら回収する容器包装量（容器利用事業者）","※自主回収認定容器分は含まない。","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","自ら回収する容器量"
"0002111863","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","2","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","4-2","統計表 自ら回収する容器包装量（容器利用事業者） 紙製・プラスチック製容器包装 自ら回収する包装量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","自ら回収する容器包装量（容器利用事業者）","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","自ら回収する包装量"
"0002111855","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","28","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","5-1","統計表 容器製造等量（容器製造等事業者） ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器製造等量（容器製造等事業者）","","令和5年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002117006","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","16","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","5-2","統計表 容器製造等量（容器製造等事業者） 紙製・プラスチック製容器包装","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器製造等量（容器製造等事業者）","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装",""
"0002111857","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","28","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","6-1","統計表 自ら回収する容器量（容器製造等事業者） ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","自ら回収する容器量（容器製造等事業者）","","令和5年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002111858","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","16","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","6-2","統計表 自ら回収する容器量（容器製造等事業者） 紙製・プラスチック製容器包装","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","自ら回収する容器量（容器製造等事業者）","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装",""
"0002111859","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","128","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","7-1","統計表 容器包装廃棄物排出見込量 ガラスびん・ＰＥＴボトル","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装廃棄物排出見込量","※　分類調査結果は本実態調査結果の全業種合計値を分類調査（環境省「容器包装廃棄物の使用・排出実態調査」）の業種別比率で按分して算出。","令和5年度容器包装利用・製造等実態調査","統計表","ガラスびん・ＰＥＴボトル",""
"0002111860","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","72","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 容器廃棄物排出見込量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装廃棄物排出見込量","※　分類調査結果は本実態調査結果の全業種合計値を分類調査（環境省「容器包装廃棄物の使用・排出実態調査」）の業種別比率で按分して算出。","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","容器廃棄物排出見込量"
"0004023340","容器包装利用・製造等実態調査 確報 令和5年度容器包装利用・製造等実態調査","年度次","202304-202403","2024-12-26","0","該当なし","8","2025-04-09","","00500301","容器包装利用・製造等実態調査","00500","農林水産省","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 包装廃棄物排出見込量","14","司法・安全・環境","05","環境","容器包装利用・製造等実態調査","確報","容器包装廃棄物排出見込量","","令和5年度容器包装利用・製造等実態調査","統計表","紙製・プラスチック製容器包装","包装廃棄物排出見込量"
