"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003353824","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","19075","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","16","工場・事業場騒音に関する届出状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","工場・事業場騒音に関する届出状況",""
"0003353824","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","19075","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","16","工場・事業場騒音に関する届出状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","工場・事業場騒音に関する届出状況",""
"0003353825","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","76300","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","16","工場・事業場騒音に関する苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","工場・事業場騒音に関する苦情対応状況",""
"0003353825","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","76300","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","16","工場・事業場騒音に関する苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","工場・事業場騒音に関する苦情対応状況",""
"0003353826","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","76300","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","18","建設作業騒音に関する苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","建設作業騒音に関する苦情対応状況",""
"0003353826","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","76300","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","18","建設作業騒音に関する苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","建設作業騒音に関する苦情対応状況",""
"0003368793","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","2112","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","2","環境基本法に基づく騒音に係る環境基準の類型あてはめ状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","環境基本法に基づく騒音に係る環境基準の類型あてはめ状況","各調査年度末における地域指定状況には、同年度中の市町村合併等による増減を含む。"
"0003368793","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","2112","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","2","環境基本法に基づく騒音に係る環境基準の類型あてはめ状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","環境基本法に基づく騒音に係る環境基準の類型あてはめ状況","各調査年度末における地域指定状況には、同年度中の市町村合併等による増減を含む。"
"0003353827","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","54454","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","20","地域指定内における苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","地域指定内における苦情対応状況","測定件数は各調査年度の件数のため、要請・意見陳述等の件数と一致しないことがある。"
"0003353827","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","54454","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","20","地域指定内における苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","地域指定内における苦情対応状況","測定件数は各調査年度の件数のため、要請・意見陳述等の件数と一致しないことがある。"
"0003353828","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","24525","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","20","指定地域外における苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","指定地域外における苦情対応状況","測定件数は各調査年度の件数のため、要請・意見陳述等の件数と一致しないことがある。"
"0003353828","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","24525","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","20","指定地域外における苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","指定地域外における苦情対応状況","測定件数は各調査年度の件数のため、要請・意見陳述等の件数と一致しないことがある。"
"0003353829","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","65400","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","21","騒音規制法に基づく特定工場等数及び特定施設数　地方公共団体別","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音規制法に基づく特定工場等数及び特定施設数　地方公共団体別",""
"0003353829","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","65400","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","21","騒音規制法に基づく特定工場等数及び特定施設数　地方公共団体別","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音規制法に基づく特定工場等数及び特定施設数　地方公共団体別",""
"0003371412","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","185300","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","22","騒音・低周波音（低周波空気振動）に係る苦情の状況　地方公共団体別","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音・低周波音（低周波空気振動）に係る苦情の状況　地方公共団体別",""
"0003371412","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","185300","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","22","騒音・低周波音（低周波空気振動）に係る苦情の状況　地方公共団体別","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音・低周波音（低周波空気振動）に係る苦情の状況　地方公共団体別",""
"0003353831","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","194290","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","24","一般地域における環境基準の測定及び適合の状況　地方公共団体別","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","一般地域における環境基準の測定及び適合の状況　地方公共団体別",""
"0003353831","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","194290","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","24","一般地域における環境基準の測定及び適合の状況　地方公共団体別","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","一般地域における環境基準の測定及び適合の状況　地方公共団体別",""
"0003353832","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","都道府県","192","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","24","一般地域における環境基準の測定及び適合の状況　市町村・自治体数","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","一般地域における環境基準の測定及び適合の状況　市町村・自治体数",""
"0003353832","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","市区町村","192","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","24","一般地域における環境基準の測定及び適合の状況　市町村・自治体数","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","一般地域における環境基準の測定及び適合の状況　市町村・自治体数",""
"0003353127","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","384","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","4","特定施設に係る設置届出等の状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","特定施設に係る設置届出等の状況",""
"0003353128","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","16","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","4","特定施設に係るその他の届出状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","特定施設に係るその他の届出状況",""
"0003353129","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","36","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","4","特定建設作業実施届出状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","特定建設作業実施届出状況",""
"0003353814","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","216","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","5","騒音規制又は条例に基づく勧告・命令件数","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音規制又は条例に基づく勧告・命令件数",""
"0003353815","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","72","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","5","騒音規制又は条例に基づく要請・意見陳述の件数","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音規制又は条例に基づく要請・意見陳述の件数",""
"0003371258","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","138","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","5","工場・事業場騒音　届出対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","工場・事業場騒音　届出対応状況",""
"0003371259","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","513","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","5","工場・事業場騒音　苦情対応状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","工場・事業場騒音　苦情対応状況",""
"0003371260","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","419","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","5","建設作業騒音","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","建設作業騒音",""
"0003372627","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","138","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","5","自動車騒音","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","自動車騒音","測定件数は各調査年度の件数のため、要請・意見陳述等の件数と一致しないことがある。"
"0003353816","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","96","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","6","騒音規制法に基づく特定工場等数及び特定施設数","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音規制法に基づく特定工場等数及び特定施設数",""
"0003353818","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","216","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","7","低周波音（低周波空気振動）に係る苦情件数の推移","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","低周波音（低周波空気振動）に係る苦情件数の推移",""
"0003371410","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","544","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","7","騒音・低周波音（低周波空気振動）に係る苦情の状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","騒音・低周波音（低周波空気振動）に係る苦情の状況",""
"0003353819","平成30年度騒音規制法施行状況調査","年度次","0","2019-11-25","0","全国","168","2019-11-26","","00650302","騒音規制法施行状況調査","00650","環境省","9","一般地域における環境基準の測定及び適合の状況","14","司法・安全・環境","05","環境","平成30年度騒音規制法施行状況調査","一般地域における環境基準の測定及び適合の状況",""
