"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0003445998","出入国管理統計 入国審査・在留資格審査・退去強制手続等","年次","202401-202412","2025-07-18","0","該当なし","2992","2025-07-18","","00250011","出入国管理統計","00250","法務省","","","02","人口・世帯","04","人口移動","出入国管理統計","入国審査・在留資格審査・退去強制手続等","","国籍・地域別　在留資格別　資格外活動許可人員","","国籍・地域別　在留資格別　資格外活動許可人員",""
"0004008000","出入国管理統計 入国審査・在留資格審査・退去強制手続等","年次","202401-202412","2025-07-18","0","該当なし","12084","2025-07-18","","00250011","出入国管理統計","00250","法務省","","","02","人口・世帯","04","人口移動","出入国管理統計","入国審査・在留資格審査・退去強制手続等","","国籍・地域別　在留資格別　在留資格取得許可人員","","国籍・地域別　在留資格別　在留資格取得許可人員",""
"0004008001","出入国管理統計 入国審査・在留資格審査・退去強制手続等","年次","202401-202412","2025-07-18","0","該当なし","14","2025-07-18","","00250011","出入国管理統計","00250","法務省","","","02","人口・世帯","04","人口移動","出入国管理統計","入国審査・在留資格審査・退去強制手続等","","特別永住者証明書交付人員","","特別永住者証明書交付人員",""
"0004029919","出入国管理統計 入国審査・在留資格審査・退去強制手続等","年次","202401-202412","2025-07-18","0","該当なし","748","2025-07-18","","00250011","出入国管理統計","00250","法務省","","","02","人口・世帯","04","人口移動","出入国管理統計","入国審査・在留資格審査・退去強制手続等","","国籍・地域別　在留資格別　年末現在資格外活動許可人員","","国籍・地域別　在留資格別　年末現在資格外活動許可人員",""
"0003005845","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2008-10-31","0","該当なし","496","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-01","出入国者","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","出入国者","","","時系列表（1950～）"
"0003005857","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2025-06-25","0","該当なし","8923","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-02","国籍別　入国外国人","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","国籍別　入国外国人","【正誤情報】　令和７年６月２５日 「中国」と「中国（台湾）」の数値の入れ替わりを修正。","","時系列表（1950～）"
"0003005843","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2008-10-31","0","該当なし","1372","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-03","在留資格別　入国外国人","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","在留資格別　入国外国人","","","時系列表（1950～）"
"0003005858","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2025-06-25","0","該当なし","8936","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-04","国籍別　出国外国人","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","国籍別　出国外国人","【正誤情報】　令和７年６月２５日 「中国」と「中国（台湾）」の数値の入れ替わりを修正。","","時系列表（1950～）"
"0003005859","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2008-10-31","0","該当なし","1479","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-05","在留資格別　出国外国人","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","在留資格別　出国外国人","","","時系列表（1950～）"
"0003005869","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2008-10-31","0","該当なし","6292","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-06","都道府県・男女別　出国日本人","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","都道府県・男女別　出国日本人","","","時系列表（1950～）"
"0003005860","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2008-10-31","0","該当なし","2142","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-07","年齢・男女別　出国日本人","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","年齢・男女別　出国日本人","","","時系列表（1950～）"
"0003005862","出入国管理統計 出入（帰）国者数 時系列表（1950～）","-","0","2008-10-31","0","該当なし","416","2025-06-25","","00250011","出入国管理統計","00250","法務省","00-00-08","滞在期間別　帰国日本人","02","人口・世帯","04","人口移動","出入国管理統計","出入（帰）国者数","","滞在期間別　帰国日本人","","","時系列表（1950～）"
