"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY3","TITLE.@no","TITLE.$","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3"
"0003015199","経済産業省生産動態統計 化学工業統計 年報","平成19年 石油系芳香族・コールタール製品・環式中間物及び合成染料 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","5152","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","石油系芳香族・コールタール製品・環式中間物及び合成染料","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015200","経済産業省生産動態統計 化学工業統計 年報","平成19年 有機薬品 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","5957","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","有機薬品","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015201","経済産業省生産動態統計 化学工業統計 年報","平成19年 プラスチック 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","2898","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","プラスチック","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015202","経済産業省生産動態統計 化学工業統計 年報","平成19年 合成ゴム 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","1610","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","合成ゴム","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015203","経済産業省生産動態統計 化学工業統計 年報","平成19年 写真感光材料 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","2576","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","写真感光材料","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015204","経済産業省生産動態統計 化学工業統計 年報","平成19年 油脂製品、石けん・合成洗剤等及び界面活性剤 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","5290","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","油脂製品、石けん・合成洗剤等及び界面活性剤","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015205","経済産業省生産動態統計 化学工業統計 年報","平成19年 化粧品 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","6118","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","化粧品","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015206","経済産業省生産動態統計 化学工業統計 年報","平成19年 塗料及び印刷インキ 生産・出荷・在庫統計 製品統計表（時系列）","月次","200901","2010-04-27","0","該当なし","5957","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","塗料及び印刷インキ","製品統計表（時系列）","生産・出荷・在庫統計","","","",""
"0003015225","経済産業省生産動態統計 化学工業統計 年報","平成19年 化粧品生産金額（経済産業局別、都道府県別内訳）","月次","200901","2010-04-27","0","該当なし","770","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","化粧品生産金額（経済産業局別、都道府県別内訳）","","","","","",""
"0003015227","経済産業省生産動態統計 化学工業統計 年報","平成19年 原材料統計（触媒）","月次","200901","2010-04-27","0","該当なし","153","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","原材料統計（触媒）","","","","","",""
"0003015228","経済産業省生産動態統計 化学工業統計 年報","平成19年 労務統計（月末常用従業者数）","月次","200901","2010-04-27","0","該当なし","204","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","化学工業統計","年報","平成19年","労務統計（月末常用従業者数）","","","","","",""
"0003039379","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １．はん用内燃機関","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１．はん用内燃機関","","","","","",""
"0003039380","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２．舶用ディーゼル機関","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２．舶用ディーゼル機関","","","","","",""
"0003039381","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３．水管ボイラ","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３．水管ボイラ","","","","","",""
"0003039382","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４．ボイラの部品・付属品","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４．ボイラの部品・付属品","","","","","",""
"0003039383","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ５．一般用蒸気タービン","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","５．一般用蒸気タービン","","","","","",""
"0003039384","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ６．蒸気タービンの部品・付属品","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","６．蒸気タービンの部品・付属品","","","","","",""
"0003039385","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ７．ブルドーザ","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","７．ブルドーザ","","","","","",""
"0003039386","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ８．建設用クレーン","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","８．建設用クレーン","","","","","",""
"0003039387","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ９．ショベル系掘削機械","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","９．ショベル系掘削機械","","","","","",""
"0003039388","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １０．熱交換器","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１０．熱交換器","","","","","",""
"0003039389","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １１．混合機、かくはん機及び粉砕機","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１１．混合機、かくはん機及び粉砕機","","","","","",""
"0003039390","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １２．反応用機器","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１２．反応用機器","","","","","",""
"0003039391","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １３．射出成形機(手動式を除く)","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１３．射出成形機(手動式を除く)","","","","","",""
"0003039392","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １４．印刷機械","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１４．印刷機械","","","","","",""
"0003039393","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １５．製版機械","月次","201001","2011-03-31","0","該当なし","42","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１５．製版機械","","","","","",""
"0003039394","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １６．ポンプ(手動式及び消防ポンプを除く)","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１６．ポンプ(手動式及び消防ポンプを除く)","","","","","",""
"0003039395","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １７．圧縮機","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１７．圧縮機","","","","","",""
"0003039396","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １８．送風機","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１８．送風機","","","","","",""
"0003039397","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） １９．油圧機器","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","１９．油圧機器","","","","","",""
"0003039398","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２０．油圧ポンプ（ユニット用を含む）","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２０．油圧ポンプ（ユニット用を含む）","","","","","",""
"0003039399","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２１．油圧モータ（ユニット用を含む）","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２１．油圧モータ（ユニット用を含む）","","","","","",""
"0003039400","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２２．油圧シリンダ（ユニット用を含む）","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２２．油圧シリンダ（ユニット用を含む）","","","","","",""
"0003039401","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２３．油圧バルブ（ユニット用を含む）","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２３．油圧バルブ（ユニット用を含む）","","","","","",""
"0003039402","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２４．空気圧機器","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２４．空気圧機器","","","","","",""
"0003039403","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２５．空気圧シリンダ","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２５．空気圧シリンダ","","","","","",""
"0003039404","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２６．空気圧バルブ","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２６．空気圧バルブ","","","","","",""
"0003039809","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２７．クレーン","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２７．クレーン","","","","","",""
"0003039810","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２８．コンベヤ","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２８．コンベヤ","","","","","",""
"0003039811","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ２９．エレベータ","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","２９．エレベータ","","","","","",""
"0003039812","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３０．プレイバックロボット","月次","201001","2011-03-31","0","該当なし","42","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３０．プレイバックロボット","","","","","",""
"0003039813","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３１．数値制御ロボット","月次","201001","2011-03-31","0","該当なし","42","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３１．数値制御ロボット","","","","","",""
"0003039814","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３２．固定比減速機","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３２．固定比減速機","","","","","",""
"0003039815","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３３．歯車(粉末や金製品を除く)","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３３．歯車(粉末や金製品を除く)","","","","","",""
"0003039816","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３４．スケールチェーン","月次","201001","2011-03-31","0","該当なし","63","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３４．スケールチェーン","","","","","",""
"0003039817","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３５．装輪式トラクタ","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３５．装輪式トラクタ","","","","","",""
"0003039818","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３６．コンバイン(刈取脱穀結合機)","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３６．コンバイン(刈取脱穀結合機)","","","","","",""
"0003039819","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３７．数値制御旋盤(ターニングセンタを含む)","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３７．数値制御旋盤(ターニングセンタを含む)","","","","","",""
"0003039820","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３８．研削盤","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３８．研削盤","","","","","",""
"0003039821","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ３９．専用機","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","３９．専用機","","","","","",""
"0003039822","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４０．マシニングセンタ","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４０．マシニングセンタ","","","","","",""
"0003039823","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４１．数値制御ボール盤","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４１．数値制御ボール盤","","","","","",""
"0003039824","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４２．数値制御放電加工機","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４２．数値制御放電加工機","","","","","",""
"0003039825","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４３．鉄鋼用ロール","月次","201001","2011-03-31","0","該当なし","105","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４３．鉄鋼用ロール","","","","","",""
"0003039826","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４４．機械プレス","月次","201001","2011-03-31","0","該当なし","147","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４４．機械プレス","","","","","",""
"0003039827","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４５．鋳造装置","月次","201001","2011-03-31","0","該当なし","42","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４５．鋳造装置","","","","","",""
"0003039828","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４６．食料品加工機械","月次","201001","2011-03-31","0","該当なし","42","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４６．食料品加工機械","","","","","",""
"0003039829","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４７．個装・内装機械","月次","201001","2011-03-31","0","該当なし","42","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４７．個装・内装機械","","","","","",""
"0003039830","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４８．半導体製造装置","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４８．半導体製造装置","","","","","",""
"0003039831","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ４９．フラットパネル・ディスプレイ製造装置","月次","201001","2011-03-31","0","該当なし","21","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","４９．フラットパネル・ディスプレイ製造装置","","","","","",""
"0003039832","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ５０．複写機(デジタル機)","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","５０．複写機(デジタル機)","","","","","",""
"0003039833","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ５１．複写機(フルカラー機)","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","５１．複写機(フルカラー機)","","","","","",""
"0003039834","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ５２．システム式金銭登録機（端末機としての機能を有するもの）","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","５２．システム式金銭登録機（端末機としての機能を有するもの）","","","","","",""
"0003039835","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ５３．工業用ミシン","月次","201001","2011-03-31","0","該当なし","84","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","５３．工業用ミシン","","","","","",""
"0003039893","経済産業省生産動態統計 機械統計 確報（１）生産・出荷・在庫統計","主要製品統計表（時系列） ５４．化学繊維機械","月次","201001","2011-03-31","0","該当なし","42","2025-04-14","","00550200","経済産業省生産動態統計調査","00550","経済産業省","05","鉱工業","02","製造業","経済産業省生産動態統計","機械統計","確報（１）生産・出荷・在庫統計","主要製品統計表（時系列）","５４．化学繊維機械","","","","","",""
