"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003334960","教育職員に係る係争中の争訟事件等の係属状況等の調査","表１ 行政事件訴訟の県市別係属状況（事件数内訳）","-","0","2019-07-03","0","都道府県","682","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表１","行政事件訴訟の県市別係属状況（事件数内訳）","前年度の新規数は、前年度中に新たに提訴等された事件の件数と教育関係職員数で内数"
"0003334960","教育職員に係る係争中の争訟事件等の係属状況等の調査","表１ 行政事件訴訟の県市別係属状況（事件数内訳）","-","0","2019-07-03","0","市区町村","682","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表１","行政事件訴訟の県市別係属状況（事件数内訳）","前年度の新規数は、前年度中に新たに提訴等された事件の件数と教育関係職員数で内数"
"0003334961","教育職員に係る係争中の争訟事件等の係属状況等の調査","表２ 行政事件訴訟の請求内容別係属状況","-","0","2019-07-03","0","都道府県","101","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表２","行政事件訴訟の請求内容別係属状況","前年度の新規数は、前年度中に新たに提訴等された事件の件数と教育職員数で内数"
"0003334961","教育職員に係る係争中の争訟事件等の係属状況等の調査","表２ 行政事件訴訟の請求内容別係属状況","-","0","2019-07-03","0","市区町村","101","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表２","行政事件訴訟の請求内容別係属状況","前年度の新規数は、前年度中に新たに提訴等された事件の件数と教育職員数で内数"
"0003334962","教育職員に係る係争中の争訟事件等の係属状況等の調査","表３ 不利益処分審査請求の県市別係属状況","-","0","2019-07-03","0","都道府県","377","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表３","不利益処分審査請求の県市別係属状況","前年度の新規数は、前年度中に新たに提訴等された事件の件数と関係職員数で内数"
"0003334962","教育職員に係る係争中の争訟事件等の係属状況等の調査","表３ 不利益処分審査請求の県市別係属状況","-","0","2019-07-03","0","市区町村","377","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表３","不利益処分審査請求の県市別係属状況","前年度の新規数は、前年度中に新たに提訴等された事件の件数と関係職員数で内数"
"0003334963","教育職員に係る係争中の争訟事件等の係属状況等の調査","表４ 不利益処分審査請求の内容別係属状況","-","0","2019-07-03","0","都道府県","84","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表４","不利益処分審査請求の内容別係属状況","前年度の新規数は、新規分で内数"
"0003334963","教育職員に係る係争中の争訟事件等の係属状況等の調査","表４ 不利益処分審査請求の内容別係属状況","-","0","2019-07-03","0","市区町村","84","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表４","不利益処分審査請求の内容別係属状況","前年度の新規数は、新規分で内数"
"0003334964","教育職員に係る係争中の争訟事件等の係属状況等の調査","表５ 勤務条件に関する措置要求の係属状況","-","0","2019-07-03","0","都道府県","84","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表５","勤務条件に関する措置要求の係属状況","前年度の新規数は、前年度中に新たに提訴等された事件の件数と関係職員数で内数"
"0003334964","教育職員に係る係争中の争訟事件等の係属状況等の調査","表５ 勤務条件に関する措置要求の係属状況","-","0","2019-07-03","0","市区町村","84","2019-07-04","","00400301","教育職員に係る係争中の争訟事件等の調査","00400","文部科学省","14","司法・安全・環境","01","司法","教育職員に係る係争中の争訟事件等の係属状況等の調査","表５","勤務条件に関する措置要求の係属状況","前年度の新規数は、前年度中に新たに提訴等された事件の件数と関係職員数で内数"
