"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0002050001","平成17年基準消費者物価指数","-","0","2012-01-27","0","該当なし","10785241","2024-01-19","","00200573","消費者物価指数","00200","総務省","001","消費者物価指数（平成17年基準）","07","企業・家計・経済","03","物価","平成17年基準消費者物価指数","消費者物価指数（平成17年基準）"
"0003036792","平成22年基準消費者物価指数","-","0","2017-01-27","0","該当なし","13184212","2024-07-16","","00200573","消費者物価指数","00200","総務省","1","消費者物価指数（平成22年基準）","07","企業・家計・経済","03","物価","平成22年基準消費者物価指数","消費者物価指数（平成22年基準）"
"0003143513","2015年基準消費者物価指数","-","0","2022-01-21","0","該当なし","14612926","2024-01-19","","00200573","消費者物価指数","00200","総務省","1","消費者物価指数（2015年基準）","07","企業・家計・経済","03","物価","2015年基準消費者物価指数","消費者物価指数（2015年基準）"
"0003427113","2020年基準消費者物価指数","-","0","2024-07-26","0","該当なし","12970730","2024-08-20","","00200573","消費者物価指数","00200","総務省","1","消費者物価指数（2020年基準）","07","企業・家計・経済","03","物価","2020年基準消費者物価指数","消費者物価指数（2020年基準）"
