"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003360066","国有財産統計","財務省所管一般会計所属普通財産増減額（価格改定による増減額を除いたもの）","年度次","0","2024-03-31","0","該当なし","741","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","財務省所管一般会計所属普通財産増減額（価格改定による増減額を除いたもの）","（注）数量及び金額は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360067","国有財産統計","財務省所管一般会計所属普通財産増減額（価格改定によるもの）","年度次","0","2024-03-31","0","該当なし","408","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","財務省所管一般会計所属普通財産増減額（価格改定によるもの）","（注）金額は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360068","国有財産統計","財務省所管一般会計所属普通財産異動状況","年度次","0","2024-03-31","0","該当なし","896","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","財務省所管一般会計所属普通財産異動状況","（注）数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360069","国有財産統計","財務省所管一般会計所属普通財産処分等実績","年度次","0","2024-03-31","0","該当なし","576","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","財務省所管一般会計所属普通財産処分等実績","（注）数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360070","国有財産統計","物納等有価証券の異動状況及び年度末現在額","年度次","0","2024-03-31","0","該当なし","224","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","物納等有価証券の異動状況及び年度末現在額","（注）１．その他証券とは、社債、受益証券、地方債等である。<br>　　　２．本表には、所属替等の対内的異動を含む。<br>　　　３．数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360071","国有財産統計","国有財産売払収入の推移（財務局分）","年度次","0","2024-03-31","0","該当なし","48","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産売払収入の推移（財務局分）","（注）１ ．「国有財産売払収入」は、一般会計・財務省主管歳入（財務局分）の「（項）国有財産売払収入」、「（項）特定国有財産売払収入」及び「（項）東日本大震災復興国有財産売払収入」を合算したものである。<br>　　　２ ．「一般競争入札」とは、国があらかじめ定めた価格以上で、最も高い価格をつけた者を購入者とする売却方式をいう。<br>　　　３ ．「その他」は、地方公共団体等に対する随意契約等による売却方式である。<br>　　　４ ．計数は、単位未満を四捨五入している。"
"0003360072","国有財産統計","国有財産売払収入の推移","年度次","0","2024-12-16","0","該当なし","96","2024-12-16","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産売払収入の推移","（注）計数は、単位未満を四捨五入しているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360073","国有財産統計","行政財産（土地）の現況","年度次","0","2024-03-31","0","該当なし","112","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","行政財産（土地）の現況","（注）数量及び価格は単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360074","国有財産統計","各省各庁所管普通財産（未利用国有地）の状況","年度次","0","2024-03-31","0","該当なし","96","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","各省各庁所管普通財産（未利用国有地）の状況","（注）１．   「処分等」とは、売却のほか、財務局等へ引継等の事由による減を示している。　　　２．   「その他」とは、管理態様変更、口座分割・統合、国有財産台帳価格改定、実測等の事由による増減を示している。　　　３．   単位未満を切り捨てているため、計において一致しない場合がある。"
"0003360075","国有財産統計","未利用国有地の処分等結果","年度次","0","2024-12-16","0","該当なし","336","2024-12-16","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","未利用国有地の処分等結果","(注)１．財務省が所管する一般会計所属普通財産のうち未利用国有地について、各年度の処理実績を取りまとめたものである。２．「処分対象財産」とは、一般競争入札等により処分する予定の財産である。　　なお、「処分対象財産_処分が困難な財産」は、境界等係争中の財産、接面道路が建築基準法の基準に満たない財産、土地区画整理事業の施行区域内に所在する財産など処分が困難な財産である。３．「変更等による増減」とは、区分の変更、実測、国有財産台帳価格改定などによる増減である。４．面積及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360076","国有財産統計","未利用国有地の保有件数等の内訳","年度次","0","2024-03-31","0","該当なし","224","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","未利用国有地の保有件数等の内訳","（注）１．各計数は、各年度末現在である。<br>　　　２．価格は単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360077","国有財産統計","物納不動産（土地）の引受状況の推移","年度次","0","2024-03-31","0","該当なし","102","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","物納不動産（土地）の引受状況の推移","（注）１．権利付とは、借地契約・借家契約の対象となっているものである。<br>　　　２．件数は、財務局における管理上の件数である。<br>　　　３．数量及び価格は、単位未満を四捨五入している。"
"0003360078","国有財産統計","未利用国有地の入札実施状況（一般会計）","年度次","0","2024-03-31","0","該当なし","119","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","未利用国有地の入札実施状況（一般会計）","（注）１．各年度に一般競争入札を実施したもの（不落随契で売却したものを含む。）の契約状況であり、翌年度に契約したものも含まれる。<br>　　　２．金額は、単位未満を四捨五入している。<br>　　　３．「全体_うち物納」は物納財産である<br>　　　４．未利用国有地以外の財産について入札を実施したものを含む。"
"0003360079","国有財産統計","権利付財産の売却状況（土地）","年度次","0","2024-03-31","0","該当なし","68","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","権利付財産の売却状況（土地）","（注）金額は、単位未満を四捨五入している。"
"0003360080","国有財産統計","普通財産（土地）の現況","年度次","0","2024-03-31","0","該当なし","160","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","普通財産（土地）の現況","（注）数量及び価格は単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360081","国有財産統計","土地信託の実施件数","年度次","0","2024-03-31","0","該当なし","16","2025-03-07","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","土地信託の実施件数","（注）面積は、単位未満を四捨五入しているため、累計の数字と内訳の計とは一致しないことがある。"
"0003360082","国有財産統計","社会福祉分野での国有財産の活用実績","年度次","0","2022-06-03","0","該当なし","60","2022-06-03","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","社会福祉分野での国有財産の活用実績",""
"0003360083","国有財産統計","政府出資現在額","年度次","0","2024-03-31","0","該当なし","288","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","政府出資現在額","（注）１．市場価格のある株式及び出資証券は市場価格により、また、市場価格のないものは各法人の貸借対照表の総資産から総負債を差し引いた純資産額により、それぞれ年度末時点で評価したものとしている（国有財産台帳価格）。　　　２．計数は単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360084","国有財産統計","国有財産会計別・分類別・種類別現在額","年度次","0","2024-03-31","0","該当なし","1128","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産会計別・分類別・種類別現在額","（注）１．「その他」は、立木竹、工作物、機械器具、船舶、航空機、地上権等、特許権等、政府出資等及び不動産の信託の受益権である。　　　２．数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360085","国有財産統計","国有財産分類別・区分別現在額","年度次","0","2024-03-31","0","該当なし","136","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産分類別・区分別現在額","（注）１．   本表は、国有財産増減及び現在額総計算書に基づき作成したものであり、道路、河川等は含まれていない。　　　２．   価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360086","国有財産統計","国有財産分類別・所管別現在額","年度次","0","2024-03-31","0","該当なし","3032","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産分類別・所管別現在額","（注）１．   「その他」は、立木竹、工作物、機械器具、船舶、航空機、地上権等、特許権等、政府出資等及び不動産の信託の受益権である。　　　２．   数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360087","国有財産統計","国有財産区分別増減額","年度次","0","2024-03-31","0","該当なし","1632","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産区分別増減額","（注）数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0004004701","国有財産統計","定期借地権を利用した貸付件数","年度次","0","2024-03-31","0","該当なし","91","2024-05-10","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","定期借地権を利用した貸付件数","（注）物納等で、国が定期借地契約の貸主の地位を継承したものを除く。"
