"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003360056","国有財産統計","国有財産区分別増減額（価格改定によるもの）","年度次","0","2024-03-31","0","該当なし","432","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産区分別増減額（価格改定によるもの）","（注）価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360057","国有財産統計","国有財産会計別増減額","年度次","0","2024-03-31","0","該当なし","960","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産会計別増減額","（注）１．   「その他」は、立木竹、工作物、機械器具、船舶、航空機、地上権等、特許権等、政府出資等及び不動産の信託の受益権である。　　　２．   数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360058","国有財産統計","国有財産分類別・種類別増減額","年度次","0","2024-03-31","0","該当なし","2304","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産分類別・種類別増減額","（注）１．   「その他」は、立木竹、工作物、機械器具、船舶、航空機、地上権等、特許権等、政府出資等及び不動産の信託の受益権である。　　　２．   数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360059","国有財産統計","国有財産所管別増減額","年度次","0","2024-03-31","0","該当なし","6082","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産所管別増減額","（注）１．   「その他」は，立木竹，工作物，機械器具，船舶，航空機，地上権等，特許権等，政府出資等及び不動産の信託の受益権である。　　　２．   数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360060","国有財産統計","国有財産増減状況","年度次","0","2024-03-31","0","該当なし","928","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産増減状況","（注）１．   「その他」は、立木竹、工作物、機械器具、船舶、航空機、地上権等、特許権等、政府出資等及び不動産の信託の受益権である。　　　２．   数量及び価格は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360061","国有財産統計","国有財産台帳価格改定結果","年度次","0","2024-03-31","0","該当なし","1296","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産台帳価格改定結果","（注）１．   本表には、価格改定対象外財産（「外国に所在する財産」等）は含まれていない。　　　２．   計数は単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360062","国有財産統計","国有財産区分別現在額","年度次","0","2024-03-31","0","該当なし","152","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","国有財産区分別現在額","（注）１．   公園・広場以外の、道路・河川・海浜地等の公共用財産は含まれていない。　　　２．   計数は単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360063","国有財産統計","最近5か年間の国有財産の推移","年度次","0","2024-03-31","0","該当なし","24","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","最近5か年間の国有財産の推移","（注）計数は、単位未満を切り捨てている。"
"0003360064","国有財産統計","最近５か年間の政府出資等の推移","年度次","0","2024-03-31","0","該当なし","48","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","最近５か年間の政府出資等の推移","（注）１． 「政府出資」とは、国が特別の法律（国際条約を含む。）の規定に基づいて特定の法人に対して出資を行ったことにより取得した出資による権利、株式及び出資証券であり、「有価証券」とは、租税物納等により取得した株式等（「政府出資」に該当するものを除く。）及び石油公団の廃止に伴いエネルギー対策特別会計が承継した株式である。<br>　　　２． 原則として、市場価格のあるものは市場価格により、また、市場価格のないものは各法人の貸借対照表の総資産から総負債を差し引いた純資産額により、それぞれ年度末時点で評価したものである。<br>　　　３．価格は単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
"0003360065","国有財産統計","財務省所管一般会計所属普通財産増減額及び現在額","年度次","0","2024-03-31","0","該当なし","744","2024-05-09","","00350400","国有財産統計","00350","財務省","13","行財政","02","財政","国有財産統計","財務省所管一般会計所属普通財産増減額及び現在額","（注）数量及び金額は、単位未満を切り捨てているため、合計欄の数字と内訳の計とは一致しないことがある。"
