"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003449487","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年次","0","2023-12-18","0","該当なし","207","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　年次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　年次・伸び率","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。　 　 <br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0003449488","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2023-12-18","0","該当なし","198","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・実数","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。"
"0003449489","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2023-12-18","0","該当なし","198","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・伸び率","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。　 　 <br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022832","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　年次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　年次・実数","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。"
"0004022833","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・実数","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。"
"0004022834","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　四半期・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　四半期・実数","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。"
"0004022835","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　月次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　月次・実数","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。"
"0004022836","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　年次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　年次・伸び率","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。　 　 <br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022837","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　年度次・伸び率","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。　 　 <br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022838","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　四半期・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　四半期・伸び率","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。　 　 <br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022839","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","13","長期時系列表 遊園地・テーマパークの売上高、入場者数及び従業者数　月次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","遊園地・テーマパークの売上高、入場者数及び従業者数　月次・伸び率","注１：２００２年１月分、２００６年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。　 　 <br>注２：２０１２年１月分、２０１６年１月分、２０１７年４月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注３：２０１５年１月分より調査対象の見直しを行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0003449490","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2023-12-18","0","該当なし","1656","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0003449491","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2023-12-18","0","該当なし","1656","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0003449492","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2023-12-18","0","該当なし","552","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0003449493","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2023-12-18","0","該当なし","552","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0003449494","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年次","0","2023-12-18","0","該当なし","138","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0003449495","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年次","0","2023-12-18","0","該当なし","138","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0003449496","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2023-12-18","0","該当なし","132","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0003449497","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2023-12-18","0","該当なし","132","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022840","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0004022841","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0004022842","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0004022843","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・実数","注１：２００２年１月分、２００６年１月分、２００９年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0004022844","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年次・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022845","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","年度次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　年度次・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022846","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　四半期・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0004022847","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2024-10-21","0","該当なし","0","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","14","長期時系列表 パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","パチンコホールの売上高、設置台数、従業者数及び事業所数　月次・伸び率","注１：２００２年１月分、２００６年１月分、２００９年１月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。 なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0003449498","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2023-12-18","0","該当なし","1656","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","15","長期時系列表 葬儀業の売上高、取扱件数、事業所数及び従業者数　月次・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","葬儀業の売上高、取扱件数、事業所数及び従業者数　月次・実数","注１：２００２年１月分、２００４年１月分、２００６年１月分、２０１１年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分、２０１８年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0003449499","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","月次","0","2023-12-18","0","該当なし","1656","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","15","長期時系列表 葬儀業の売上高、取扱件数、事業所数及び従業者数　月次・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","葬儀業の売上高、取扱件数、事業所数及び従業者数　月次・伸び率","注１：２００２年１月分、２００４年１月分、２００６年１月分、２０１１年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分、２０１８年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
"0003449500","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2023-12-18","0","該当なし","552","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","15","長期時系列表 葬儀業の売上高、取扱件数、事業所数及び従業者数　四半期・実数","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","葬儀業の売上高、取扱件数、事業所数及び従業者数　四半期・実数","注１：２００２年１月分、２００４年１月分、２００６年１月分、２０１１年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。<br>注２：２０１７年１月分、２０１８年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。"
"0003449501","特定サービス産業動態統計調査 統計表一覧 長期データ　（※確報公表時に更新） 長期データ　（平成27年調査から）","四半期","0","2023-12-18","0","該当なし","552","2025-03-13","","00550050","特定サービス産業動態統計調査","00550","経済産業省","15","長期時系列表 葬儀業の売上高、取扱件数、事業所数及び従業者数　四半期・伸び率","06","商業・サービス業","03","サービス業","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","長期時系列表","葬儀業の売上高、取扱件数、事業所数及び従業者数　四半期・伸び率","注１：２００２年１月分、２００４年１月分、２００６年１月分、２０１１年７月分、２０１２年１月分、２０１３年１月分、２０１５年１月分より一部調査対象の追加等を行ったため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。<br>注２：２０１７年１月分、２０１８年１月分より一部数値に変更が生じたため、以前の数値と不連続が生じています。なお、伸び率はこれを調整したものです。"
