"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003328482","日本語指導が必要な児童生徒の受入状況等に関する調査","1　学校種別在籍状況 表1　日本語指導が必要な児童生徒の学校種別在籍状況","-","0","2019-08-30","0","該当なし","330","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","1　学校種別在籍状況","表1　日本語指導が必要な児童生徒の学校種別在籍状況","「特別の教育課程」は、小学校及び中学校において編成・実施が可能であり、「「特別の教育課程」による日本語指導を受けている児童生徒数」については、中等教育学校の後期課程及び特別支援学校の高等部は含まれていない。"
"0003328483","日本語指導が必要な児童生徒の受入状況等に関する調査","1　学校種別在籍状況 表2　日本語指導が必要な児童生徒の課程等別在籍状況","-","0","2019-08-30","0","該当なし","72","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","1　学校種別在籍状況","表2　日本語指導が必要な児童生徒の課程等別在籍状況",""
"0003328484","日本語指導が必要な児童生徒の受入状況等に関する調査","1　学校種別在籍状況 表3　日本語指導が必要な外国人児童生徒の在籍期間別在籍状況","-","0","2019-08-30","0","該当なし","42","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","1　学校種別在籍状況","表3　日本語指導が必要な外国人児童生徒の在籍期間別在籍状況",""
"0003328485","日本語指導が必要な児童生徒の受入状況等に関する調査","2　母語別在籍状況 表3　日本語指導が必要な外国籍の児童生徒の母語別在籍状況","-","0","2019-08-30","0","該当なし","171","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","2　母語別在籍状況","表3　日本語指導が必要な外国籍の児童生徒の母語別在籍状況",""
"0003328486","日本語指導が必要な児童生徒の受入状況等に関する調査","3　言語別在籍状況 表4　日本語指導が必要な日本国籍の児童生徒の言語別在籍状況","-","0","2019-08-30","0","該当なし","130","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","3　言語別在籍状況","表4　日本語指導が必要な日本国籍の児童生徒の言語別在籍状況",""
"0003328487","日本語指導が必要な児童生徒の受入状況等に関する調査","4　在籍人数別学校数 表5　日本語指導が必要な児童生徒の在籍人数別学校数","-","0","2019-08-30","0","該当なし","394","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","4　在籍人数別学校数","表5　日本語指導が必要な児童生徒の在籍人数別学校数",""
"0003328488","日本語指導が必要な児童生徒の受入状況等に関する調査","5　在籍人数別市町村数 表6　日本語指導が必要な児童生徒が在籍する市町村数","-","0","2019-08-30","0","該当なし","66","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","5　在籍人数別市町村数","表6　日本語指導が必要な児童生徒が在籍する市町村数",""
"0003328489","日本語指導が必要な児童生徒の受入状況等に関する調査","6　「特別の教育課程」実施に必要な取組 表7　「特別の教育課程」による日本語指導の実施に必要な取組について－市区町村教育委員会－","-","0","2019-08-30","0","該当なし","56","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","6　「特別の教育課程」実施に必要な取組","表7　「特別の教育課程」による日本語指導の実施に必要な取組について－市区町村教育委員会－","日本語指導が必要な外国人児童生徒が在籍していない市区町村教育委員会も含めた回答となっている。"
"0003328490","日本語指導が必要な児童生徒の受入状況等に関する調査","〔参考〕 日本語指導が必要な外国籍・日本国籍の児童生徒の学校種別在籍状況（都道府県別）","-","0","2019-08-30","0","該当なし","3648","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","〔参考〕","日本語指導が必要な外国籍・日本国籍の児童生徒の学校種別在籍状況（都道府県別）",""
"0003328491","日本語指導が必要な児童生徒の受入状況等に関する調査","〔参考〕 日本語指導が必要な外国籍の児童生徒の母語別在籍状況（都道府県別）","-","0","2019-08-30","0","該当なし","1296","2020-03-23","","00400305","日本語指導が必要な児童生徒の受入状況等に関する調査","00400","文部科学省","12","教育・文化・スポーツ・生活","01","学校教育","日本語指導が必要な児童生徒の受入状況等に関する調査","〔参考〕","日本語指導が必要な外国籍の児童生徒の母語別在籍状況（都道府県別）",""
