"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY"
"0000030001","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","3651","2026-05-29","","00200521","国勢調査","00200","総務省","00101","男女の別（性別）（３），年齢５歳階級（２３），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢５歳階級（２３），人口","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030002","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","16365","2026-05-29","","00200521","国勢調査","00200","総務省","00102","男女の別（性別）（３），年齢各歳階級（１０３），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢各歳階級（１０３），人口","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030003","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","123782","2026-05-29","","00200521","国勢調査","00200","総務省","002","総人口・日本人（２），男女の別（性別）（２），年齢各歳階級（１２２），出生の月（５），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","総人口・日本人（２），男女の別（性別）（２），年齢各歳階級（１２２），出生の月（５），人口","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030004","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","85848","2026-05-29","","00200521","国勢調査","00200","総務省","004","総人口・日本人（２），男女の別（性別）（２），年齢各歳階級（８６），配偶関係（５），１５歳以上人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","総人口・日本人（２），男女の別（性別）（２），年齢各歳階級（８６），配偶関係（５），１５歳以上人口","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030005","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","13082","2026-05-29","","00200521","国勢調査","00200","総務省","005","男女の別（性別）（３），年齢５歳階級（１９），国籍（５），外国人数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢５歳階級（１９），国籍（５），外国人数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030006","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","56180","2026-05-29","","00200521","国勢調査","00200","総務省","007","男女の別（性別）（３），入居時期・前住地（２１），年齢５歳階級（２０），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），入居時期・前住地（２１），年齢５歳階級（２０），人口","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030007","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","15117","2026-05-29","","00200521","国勢調査","00200","総務省","009","男女の別（性別）（３），年齢５歳階級（１２），最終卒業学校の種類・在学か否か（９），１５歳以上人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢５歳階級（１２），最終卒業学校の種類・在学か否か（９），１５歳以上人口","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030008","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","13580","2026-05-29","","00200521","国勢調査","00200","総務省","01001","男女の別（性別）（３），年齢各歳階級（３２），在学学校の種類（５），在学者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢各歳階級（３２），在学学校の種類（５），在学者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030009","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","12377","2026-05-29","","00200521","国勢調査","00200","総務省","01002","男女の別（性別）（３），年齢各歳階級（３２），未就学の種類（４），未就学者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢各歳階級（３２），未就学の種類（４），未就学者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030010","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","12354","2026-05-29","","00200521","国勢調査","00200","総務省","012","男女の別（性別）（３），年齢各歳階級（８６），労働力状態（１２），１５歳以上人口 全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢各歳階級（８６），労働力状態（１２），１５歳以上人口","全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","","","",""
"0000030011","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","28752","2026-05-29","","00200521","国勢調査","00200","総務省","013","男女の別（性別）（３），年齢５歳階級（１６），労働力状態（１２），１５歳以上人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），年齢５歳階級（１６），労働力状態（１２），１５歳以上人口","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030012","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","12584","2026-05-29","","00200521","国勢調査","00200","総務省","016","男女の別（性別）（３），産業大分類（１５），従業上の地位（６），１５歳以上就業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（３），産業大分類（１５），従業上の地位（６），１５歳以上就業者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030013","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","66017","2026-05-29","","00200521","国勢調査","00200","総務省","017","総数・雇用者（２），男女の別（性別）（３），年齢５歳階級（１６），産業大分類（１４），１５歳以上就業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","総数・雇用者（２），男女の別（性別）（３），年齢５歳階級（１６），産業大分類（１４），１５歳以上就業者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030014","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","561","2026-05-29","","00200521","国勢調査","00200","総務省","01801","世帯人員（１１），普通世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","世帯人員（１１），普通世帯数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030015","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","102","2026-05-29","","00200521","国勢調査","00200","総務省","01802","普通世帯の人員・普通世帯の１世帯当たり人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","普通世帯の人員・普通世帯の１世帯当たり人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030016","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","102","2026-05-29","","00200521","国勢調査","00200","総務省","01803","一般世帯数・１人の一般世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","一般世帯数・１人の一般世帯数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030017","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","102","2026-05-29","","00200521","国勢調査","00200","総務省","01804","一般世帯の人員・一般世帯の１世帯当たり人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","一般世帯の人員・一般世帯の１世帯当たり人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030018","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","459","2026-05-29","","00200521","国勢調査","00200","総務省","01901","準世帯の種類（９），準世帯の人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","準世帯の種類（９），準世帯の人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030019","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","51","2026-05-29","","00200521","国勢調査","00200","総務省","01902","施設等の世帯人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","施設等の世帯人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030020","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","459","2026-05-29","","00200521","国勢調査","00200","総務省","02001","準世帯の種類（９），準世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","準世帯の種類（９），準世帯数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030021","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","306","2026-05-29","","00200521","国勢調査","00200","総務省","02002","準世帯人員（６），準世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","準世帯人員（６），準世帯数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030022","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","306","2026-05-29","","00200521","国勢調査","00200","総務省","02003","準世帯人員（６），準世帯の人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","準世帯人員（６），準世帯の人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030023","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","10262","2026-05-29","","00200521","国勢調査","00200","総務省","02101","世帯主との続き柄（３），男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），２人以上の普通世帯人員 全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","世帯主との続き柄（３），男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），２人以上の普通世帯人員","全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","","","",""
"0000030024","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","22657","2026-05-29","","00200521","国勢調査","00200","総務省","02102","世帯主との続き柄（３），男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），２人以上の普通世帯人員 都道府県（４７）","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","世帯主との続き柄（３），男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），２人以上の普通世帯人員","都道府県（４７）","","","",""
"0000030025","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","3415","2026-05-29","","00200521","国勢調査","00200","総務省","02201","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），１人の普通世帯人員 全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），１人の普通世帯人員","全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","","","",""
"0000030026","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","3421","2026-05-29","","00200521","国勢調査","00200","総務省","02202","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），１人の一般世帯人員 全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），１人の一般世帯人員","全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","","","",""
"0000030027","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","7508","2026-05-29","","00200521","国勢調査","00200","総務省","02203","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），１人の普通世帯人員 都道府県（４７）","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），１人の普通世帯人員","都道府県（４７）","","","",""
"0000030028","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","7535","2026-05-29","","00200521","国勢調査","00200","総務省","02204","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），１人の一般世帯人員 都道府県（４７）","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），１人の一般世帯人員","都道府県（４７）","","","",""
"0000030029","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","3422","2026-05-29","","00200521","国勢調査","00200","総務省","02301","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），準世帯の人員 全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），準世帯の人員","全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","","","",""
"0000030030","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","3399","2026-05-29","","00200521","国勢調査","00200","総務省","02302","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），施設等の世帯人員 全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢各歳階級（８７），配偶関係（５），施設等の世帯人員","全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","","","",""
"0000030031","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","7470","2026-05-29","","00200521","国勢調査","00200","総務省","02303","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），準世帯の人員 都道府県（４７）","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），準世帯の人員","都道府県（４７）","","","",""
"0000030032","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","7373","2026-05-29","","00200521","国勢調査","00200","総務省","02304","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），施設等の世帯人員 都道府県（４７）","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","男女の別（性別）（２），年齢５歳階級（１７Ａ），配偶関係（５），施設等の世帯人員","都道府県（４７）","","","",""
"0000030033","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02401","家計の収入の種類（２３），普通世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），普通世帯数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030034","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02402","家計の収入の種類（２３），普通世帯人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），普通世帯人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030035","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02403","家計の収入の種類（２３），普通世帯の親族人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），普通世帯の親族人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030036","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02404","家計の収入の種類（２３），普通世帯の親族就業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），普通世帯の親族就業者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030037","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02405","家計の収入の種類（２３），１世帯当たり親族人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），１世帯当たり親族人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030038","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02406","家計の収入の種類（２３），６歳未満の親族のいる世帯の数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６歳未満の親族のいる世帯の数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030039","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02407","家計の収入の種類（２３），６歳未満の親族のいる世帯の人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６歳未満の親族のいる世帯の人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030040","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02408","家計の収入の種類（２３），６歳未満の親族人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６歳未満の親族人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030041","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02409","家計の収入の種類（２３），１８歳未満の親族のいる世帯の数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），１８歳未満の親族のいる世帯の数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030042","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02410","家計の収入の種類（２３），１８歳未満の親族のいる世帯の人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），１８歳未満の親族のいる世帯の人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030043","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02411","家計の収入の種類（２３），１８歳未満の親族人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），１８歳未満の親族人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030044","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02412","家計の収入の種類（２３），６５歳以上の親族のいる世帯の数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６５歳以上の親族のいる世帯の数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030045","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02413","家計の収入の種類（２３），６５歳以上の親族のいる世帯の人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６５歳以上の親族のいる世帯の人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030046","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02414","家計の収入の種類（２３），６５歳以上の親族人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６５歳以上の親族人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030047","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02415","家計の収入の種類（２３），６５歳以上の親族のみの世帯の数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６５歳以上の親族のみの世帯の数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030048","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02416","家計の収入の種類（２３），６５歳以上の親族のみの世帯の人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），６５歳以上の親族のみの世帯の人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030049","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02417","家計の収入の種類（２３），親族失業者のいる世帯の数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），親族失業者のいる世帯の数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030050","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02418","家計の収入の種類（２３），親族失業者のいる世帯の人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），親族失業者のいる世帯の人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030051","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1172","2026-05-29","","00200521","国勢調査","00200","総務省","02419","家計の収入の種類（２３），親族失業者のいる世帯の親族就業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），親族失業者のいる世帯の親族就業者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030052","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02420","家計の収入の種類（２３），親族失業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），親族失業者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030053","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02421","家計の収入の種類（２３），一般世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），一般世帯数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030054","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1173","2026-05-29","","00200521","国勢調査","00200","総務省","02422","家計の収入の種類（２３），一般世帯の親族就業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","家計の収入の種類（２３），一般世帯の親族就業者数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030055","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1020","2026-05-29","","00200521","国勢調査","00200","総務省","02501","世帯の家族類型（２０），普通世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","世帯の家族類型（２０），普通世帯数","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
"0000030056","昭和55年国勢調査 第1次基本集計 全国編","-","198010","2007-10-05","0","該当なし","1020","2026-05-29","","00200521","国勢調査","00200","総務省","02502","世帯の家族類型（２０），普通世帯人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","02","人口・世帯","01","人口","昭和55年国勢調査","第1次基本集計","全国編","世帯の家族類型（２０），普通世帯人員","全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","","","",""
