"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE"
"0001882090","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 全国(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","全国(昭和60年～平成21年)","","","",""
"0001882091","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 北海道(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","北海道(昭和60年～平成21年)","","","",""
"0001882092","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 青森(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","青森(昭和60年～平成21年)","","","",""
"0001882093","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 岩手(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","岩手(昭和60年～平成21年)","","","",""
"0001882094","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 宮城(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","宮城(昭和60年～平成21年)","","","",""
"0001882095","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 秋田(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","秋田(昭和60年～平成21年)","","","",""
"0001882096","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 山形(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","山形(昭和60年～平成21年)","","","",""
"0001882097","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 福島(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","福島(昭和60年～平成21年)","","","",""
"0001882098","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 茨城(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","茨城(昭和60年～平成21年)","","","",""
"0001882099","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 栃木(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","栃木(昭和60年～平成21年)","","","",""
"0001882100","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 群馬(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","群馬(昭和60年～平成21年)","","","",""
"0001882421","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 埼玉(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","埼玉(昭和60年～平成21年)","","","",""
"0001882422","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 千葉(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","千葉(昭和60年～平成21年)","","","",""
"0001882423","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 東京(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","東京(昭和60年～平成21年)","","","",""
"0001882424","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 神奈川(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","神奈川(昭和60年～平成21年)","","","",""
"0001882425","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 新潟(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","新潟(昭和60年～平成21年)","","","",""
"0001882426","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 富山(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","富山(昭和60年～平成21年)","","","",""
"0001882427","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 石川(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","石川(昭和60年～平成21年)","","","",""
"0001882428","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 福井(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","福井(昭和60年～平成21年)","","","",""
"0001882429","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 山梨(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","山梨(昭和60年～平成21年)","","","",""
"0001882430","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 長野(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","長野(昭和60年～平成21年)","","","",""
"0001882431","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 岐阜(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","岐阜(昭和60年～平成21年)","","","",""
"0001882432","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 静岡(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","静岡(昭和60年～平成21年)","","","",""
"0001882433","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 愛知(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","愛知(昭和60年～平成21年)","","","",""
"0001882434","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 三重(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","三重(昭和60年～平成21年)","","","",""
"0001882435","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 滋賀(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","滋賀(昭和60年～平成21年)","","","",""
"0001882436","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 京都(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","京都(昭和60年～平成21年)","","","",""
"0001882437","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 大阪(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","大阪(昭和60年～平成21年)","","","",""
"0001882438","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 兵庫(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","兵庫(昭和60年～平成21年)","","","",""
"0001882439","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 奈良(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","奈良(昭和60年～平成21年)","","","",""
"0001882440","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 和歌山(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","和歌山(昭和60年～平成21年)","","","",""
"0001882441","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 鳥取(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","鳥取(昭和60年～平成21年)","","","",""
"0001882442","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 島根(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","島根(昭和60年～平成21年)","","","",""
"0001882443","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 岡山(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","岡山(昭和60年～平成21年)","","","",""
"0001882444","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 広島(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","広島(昭和60年～平成21年)","","","",""
"0001882445","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 山口(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","山口(昭和60年～平成21年)","","","",""
"0001882446","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 徳島(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","徳島(昭和60年～平成21年)","","","",""
"0001882447","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 香川(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","香川(昭和60年～平成21年)","","","",""
"0001882448","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 愛媛(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","愛媛(昭和60年～平成21年)","","","",""
"0001882449","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 高知(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","高知(昭和60年～平成21年)","","","",""
"0001882450","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 福岡(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","福岡(昭和60年～平成21年)","","","",""
"0001882451","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 佐賀(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","佐賀(昭和60年～平成21年)","","","",""
"0001882452","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 長崎(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","長崎(昭和60年～平成21年)","","","",""
"0001882453","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 熊本(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","熊本(昭和60年～平成21年)","","","",""
"0001882454","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 大分(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","大分(昭和60年～平成21年)","","","",""
"0001882455","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 宮崎(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","宮崎(昭和60年～平成21年)","","","",""
"0001882456","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 鹿児島(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","鹿児島(昭和60年～平成21年)","","","",""
"0001882457","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","525","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","畜産物流通統計 都道府県別出荷頭数累年統計 沖縄(昭和60年～平成21年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","都道府県別出荷頭数累年統計","沖縄(昭和60年～平成21年)","","","",""
"0003368794","畜産物流通調査 長期累年","-","0","2020-01-08","0","全国","20265","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","都道府県別出荷頭数累年統計","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","","都道府県別出荷頭数累年統計","","「牛計」は、1995年からのデータである。「成馬」は、2000年より馬（成馬＋子馬）での集計とした。「出荷頭数」は、調査を終了した。","","",""
"0003368794","畜産物流通調査 長期累年","-","0","2020-01-08","0","都道府県","20265","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","1","都道府県別出荷頭数累年統計","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","","都道府県別出荷頭数累年統計","","「牛計」は、1995年からのデータである。「成馬」は、2000年より馬（成馬＋子馬）での集計とした。「出荷頭数」は、調査を終了した。","","",""
"0001882460","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 青森(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","青森(昭和60年～令和元年)","","","",""
"0001882461","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 岩手(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","岩手(昭和60年～令和元年)","","","",""
"0001882462","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 宮城(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","宮城(昭和60年～令和元年)","","","",""
"0001882463","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 秋田(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","秋田(昭和60年～令和元年)","","","",""
"0001882464","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 山形(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","山形(昭和60年～令和元年)","","","",""
"0001882465","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 福島(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","福島(昭和60年～令和元年)","","","",""
"0001882467","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 栃木(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","栃木(昭和60年～令和元年)","","","",""
"0001882468","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 群馬(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","群馬(昭和60年～令和元年)","","","",""
"0001882471","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 東京(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","東京(昭和60年～令和元年)","","","",""
"0001882472","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 神奈川(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","神奈川(昭和60年～令和元年)","","","",""
"0001882473","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 新潟(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","新潟(昭和60年～令和元年)","","","",""
"0001882474","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 富山(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","富山(昭和60年～令和元年)","","","",""
"0001882475","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 石川(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","石川(昭和60年～令和元年)","","","",""
"0001882476","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 福井(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","福井(昭和60年～令和元年)","","","",""
"0001882477","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 山梨(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","山梨(昭和60年～令和元年)","","","",""
"0001882478","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 長野(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","長野(昭和60年～令和元年)","","","",""
"0001882479","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 岐阜(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","岐阜(昭和60年～令和元年)","","","",""
"0001882480","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 静岡(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","静岡(昭和60年～令和元年)","","","",""
"0001882482","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 三重(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","三重(昭和60年～令和元年)","","","",""
"0001882483","畜産物流通調査 長期累年","-","201901-201912","2021-12-24","0","該当なし","1225","2024-03-19","","00500227","畜産物流通調査","00500","農林水産省","2","畜産物流通統計 と畜頭数及びと畜場数累年統計 滋賀(昭和60年～令和元年)","04","農林水産業","02","畜産業","畜産物流通調査","長期累年","畜産物流通統計","と畜頭数及びと畜場数累年統計","滋賀(昭和60年～令和元年)","","","",""
