"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003282685","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第１表調査票回収状況","-","0","2019-04-01","0","該当なし","18","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第１表調査票回収状況",""
"0003282686","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第２表就職、自営業及び未就職状況","-","0","2019-04-01","0","該当なし","24","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第２表就職、自営業及び未就職状況",""
"0003282687","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第３表離職から再就職までの期間","-","0","2019-04-01","0","該当なし","192","2022-03-25","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第３表離職から再就職までの期間","注：未就職者とは、一旦就職したが調査時点（当年）において未就職中の者である。"
"0003282688","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第４表就職方法状況","-","0","2019-04-01","0","該当なし","162","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第４表就職方法状況","注：未就職者とは、一旦就職したが調査時点（当年）において未就職中の者である。"
"0003282689","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第５表就職先別職種状況（就職者）","-","0","2019-04-01","0","該当なし","504","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第５表就職先別職種状況（就職者）",""
"0003282690","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第６表就職先別職種状況（未就職者）","-","0","2019-04-01","0","該当なし","504","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第６表就職先別職種状況（未就職者）","注：未就職者とは、一旦就職したが調査時点（当年）において未就職中の者である。"
"0003282691","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第７表開業業種状況（自営業者）","-","0","2019-04-01","0","該当なし","66","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第７表開業業種状況（自営業者）",""
"0003282693","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第９表事業形態状況（自営業者）","-","0","2019-04-01","0","該当なし","30","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第９表事業形態状況（自営業者）",""
"0003282694","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第１０表離職前職業訓練の効果（就職者及び自営業者）","-","0","2019-04-01","0","該当なし","90","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第１０表離職前職業訓練の効果（就職者及び自営業者）",""
"0003282695","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第１１表役に立った離職前職業訓練種目状況（就職者及び自営業者）","-","0","2019-04-01","0","該当なし","63","2019-04-02","","00700001","駐留軍関係離職者帰すう状況調査","00700","防衛省","03","労働・賃金","03","雇用","駐留軍関係離職者帰すう状況調査","駐留軍関係離職者帰すう状況調査集計表　第１１表役に立った離職前職業訓練種目状況（就職者及び自営業者）",""
