"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003423635","住民基本台帳人口移動報告 月報","月次","0","2025-09-26","0","該当なし","120960","2025-10-09","","00200523","住民基本台帳人口移動報告","00200","総務省","090","国外からの転入者数、国外への転出者数及び職権消除等 男女別国外からの転入者数，国外への転出者数及び職権消除等－全国，都道府県，21大都市 (総数，日本人，外国人)（2020年1月～）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","国外からの転入者数、国外への転出者数及び職権消除等","男女別国外からの転入者数，国外への転出者数及び職権消除等－全国，都道府県，21大都市 (総数，日本人，外国人)（2020年1月～）",""
"0003420473","住民基本台帳人口移動報告 月報","月次","0","2025-09-26","0","該当なし","391608","2025-10-09","","00200523","住民基本台帳人口移動報告","00200","総務省","1","男女別都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者，日本人移動者，外国人移動者）（2005年4月～）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","男女別都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者，日本人移動者，外国人移動者）（2005年4月～）",""
"0003423613","住民基本台帳人口移動報告 月報","月次","0","2025-09-26","0","該当なし","1296480","2025-10-09","","00200523","住民基本台帳人口移動報告","00200","総務省","2","男女，移動前の住所地別都道府県間移動者数－都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者）（2019年1月～）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","男女，移動前の住所地別都道府県間移動者数－都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者）（2019年1月～）",""
"0004022280","住民基本台帳人口移動報告 月報","月次","0","2025-04-11","0","該当なし","2496042","2025-04-11","","00200523","住民基本台帳人口移動報告","00200","総務省","2","男女，移動前の住所地別都道府県間移動者数－都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），大都市（東京都特別区部及び政令指定都市）（日本人移動者）（2005年4月～2018年12月）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","男女，移動前の住所地別都道府県間移動者数－都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），大都市（東京都特別区部及び政令指定都市）（日本人移動者）（2005年4月～2018年12月）",""
"0003423614","住民基本台帳人口移動報告 月報","月次","0","2025-09-26","0","該当なし","240480","2025-10-09","","00200523","住民基本台帳人口移動報告","00200","総務省","3-1","年齢（５歳階級），男女別他都道府県からの転入者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者）（2019年1月～）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","年齢（５歳階級），男女別他都道府県からの転入者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者）（2019年1月～）",""
"0004022281","住民基本台帳人口移動報告 月報","月次","0","2025-04-11","0","該当なし","311040","2025-04-11","","00200523","住民基本台帳人口移動報告","00200","総務省","3-1","年齢（５歳階級），男女別他都道府県からの転入者数－全国，都道府県（日本人移動者）（2010年1月～2018年12月）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","年齢（５歳階級），男女別他都道府県からの転入者数－全国，都道府県（日本人移動者）（2010年1月～2018年12月）",""
"0003423615","住民基本台帳人口移動報告 月報","月次","0","2025-09-26","0","該当なし","240480","2025-10-09","","00200523","住民基本台帳人口移動報告","00200","総務省","3-2","年齢（５歳階級），男女別他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者）（2019年1月～）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","年齢（５歳階級），男女別他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者）（2019年1月～）",""
"0004022282","住民基本台帳人口移動報告 月報","月次","0","2025-04-11","0","該当なし","311040","2025-04-11","","00200523","住民基本台帳人口移動報告","00200","総務省","3-2","年齢（５歳階級），男女別他都道府県への転出者数－全国，都道府県（日本人移動者）（2010年1月～2018年12月）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","年齢（５歳階級），男女別他都道府県への転出者数－全国，都道府県（日本人移動者）（2010年1月～2018年12月）",""
"0003423633","住民基本台帳人口移動報告 月報","月次","0","2025-09-26","0","該当なし","1188000","2025-10-09","","00200523","住民基本台帳人口移動報告","00200","総務省","3-3","年齢（５歳階級），男女別転入超過数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者，日本人移動者，外国人移動者）（2010年1月～）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","年齢（５歳階級），男女別転入超過数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者，日本人移動者，外国人移動者）（2010年1月～）",""
"0003423634","住民基本台帳人口移動報告 月報","月次","0","2025-09-26","0","該当なし","195840","2025-10-09","","00200523","住民基本台帳人口移動報告","00200","総務省","4","年齢（５歳階級），男女別都道府県内移動者数－全国，都道府県（移動者）（2020年1月～）","02","人口・世帯","04","人口移動","住民基本台帳人口移動報告","月報","","年齢（５歳階級），男女別都道府県内移動者数－全国，都道府県（移動者）（2020年1月～）",""
