"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003202441","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","120","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","1-4","総括表(2012年10月17日公表) 製材品の出荷先別出荷量 国産材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","総括表(2012年10月17日公表)","製材品の出荷先別出荷量","国産材","",""
"0003202402","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","120","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","1-5","総括表(2012年10月17日公表) 普通合板の出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","総括表(2012年10月17日公表)","普通合板の出荷先別出荷量","","",""
"0003202422","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","120","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","1-6","総括表(2012年10月17日公表) 特殊合板の出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","総括表(2012年10月17日公表)","特殊合板の出荷先別出荷量","","",""
"0003202442","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","20","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","1-7","総括表(2012年10月17日公表) LVLの出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","総括表(2012年10月17日公表)","LVLの出荷先別出荷量","","",""
"0003202383","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","18","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","1-8","総括表(2012年10月17日公表) プレカット加工部材の受注先別出荷棟数","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","総括表(2012年10月17日公表)","プレカット加工部材の受注先別出荷棟数","","",""
"0003202403","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","132","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","1-9","総括表(2012年10月17日公表) 集成材の出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","総括表(2012年10月17日公表)","集成材の出荷先別出荷量","","",""
"0003202398","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","273","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","10","販売金額規模別事業所数(2012年10月17日公表) 販売金額規模別事業所数","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","販売金額規模別事業所数(2012年10月17日公表)","販売金額規模別事業所数","","",""
"0003202399","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","20","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 木材チップ工場","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","木材工場の機械所有状況(2012年10月17日公表)","木材工場の機械所有状況","木材チップ工場","",""
"0003202419","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","42","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 製材工場","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","木材工場の機械所有状況(2012年10月17日公表)","木材工場の機械所有状況","製材工場","",""
"0003202439","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","80","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 合単板工場","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","木材工場の機械所有状況(2012年10月17日公表)","木材工場の機械所有状況","合単板工場","",""
"0003202459","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","52","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 LVL工場","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","木材工場の機械所有状況(2012年10月17日公表)","木材工場の機械所有状況","LVL工場","",""
"0003202460","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2013-04-25","0","該当なし","54","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","12-1","関連統計(2013年4月25日公表) 製材・合板・木材チップ用素材需要量の推移","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","関連統計(2013年4月25日公表)","製材・合板・木材チップ用素材需要量の推移","","",""
"0003202480","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2013-04-25","0","該当なし","18","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","12-2","関連統計(2013年4月25日公表) 製材品出荷量の推移","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","関連統計(2013年4月25日公表)","製材品出荷量の推移","","",""
"0003202500","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2013-04-25","0","該当なし","12","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","12-3","関連統計(2013年4月25日公表) 普通合板及び特殊合板生産量の推移","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","関連統計(2013年4月25日公表)","普通合板及び特殊合板生産量の推移","","",""
"0003202520","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2013-04-25","0","該当なし","6","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","12-4","関連統計(2013年4月25日公表) 集成材生産量の推移","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","関連統計(2013年4月25日公表)","集成材生産量の推移","","",""
"0003202461","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2013-04-25","0","該当なし","18","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","12-5","関連統計(2013年4月25日公表) 新設住宅着工戸数の推移","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","関連統計(2013年4月25日公表)","新設住宅着工戸数の推移","","",""
"0003202404","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","2-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・素材入荷先別入荷量 合計","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","製材工場　販売金額規模別・素材入荷先別入荷量","合計","",""
"0003202424","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","2-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・素材入荷先別入荷量 国産材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","製材工場　販売金額規模別・素材入荷先別入荷量","国産材","",""
"0003202444","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","49","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","2-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・素材入荷先別入荷量 外材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","製材工場　販売金額規模別・素材入荷先別入荷量","外材","",""
"0003202385","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・製材品出荷先別出荷量 合計","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","製材工場　販売金額規模別・製材品出荷先別出荷量","合計","",""
"0003202405","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・製材品出荷先別出荷量 国産材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","製材工場　販売金額規模別・製材品出荷先別出荷量","国産材","",""
"0003202425","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・製材品出荷先別出荷量 外材（国内生産）","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","製材工場　販売金額規模別・製材品出荷先別出荷量","外材（国内生産）","",""
"0003202445","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","91","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・工場残材出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","製材工場　販売金額規模別・工場残材出荷先別出荷量","","",""
"0003202386","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","3-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・素材入荷先別入荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","合単板工場　販売金額規模別・素材入荷先別入荷量","","",""
"0003202406","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","3-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・普通合板出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","合単板工場　販売金額規模別・普通合板出荷先別出荷量","","",""
"0003202426","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","3-3","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・特殊合板出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","合単板工場　販売金額規模別・特殊合板出荷先別出荷量","","",""
"0003202446","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","91","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","3-4","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・工場残材出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","合単板工場　販売金額規模別・工場残材出荷先別出荷量","","",""
"0003202387","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","4-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) LVL工場　販売金額規模別・素材入荷先別入荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","LVL工場　販売金額規模別・素材入荷先別入荷量","","",""
"0003202407","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","4-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) LVL工場　販売金額規模別・LVL出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","LVL工場　販売金額規模別・LVL出荷先別出荷量","","",""
"0003202427","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","91","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","4-3","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) LVL工場　販売金額規模別・工場残材出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","LVL工場　販売金額規模別・工場残材出荷先別出荷量","","",""
"0003202389","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 外材のうち、集成材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","外材のうち、集成材","",""
"0003202408","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 人工乾燥材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","人工乾燥材","",""
"0003202428","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 集成材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","集成材","",""
"0003202429","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 外材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","外材","",""
"0003202447","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 合計","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","合計","",""
"0003202449","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 外材のうち、人工乾燥材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","外材のうち、人工乾燥材","",""
"0003202742","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","63","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 国産材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","国産材","",""
"0003202800","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","63","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 国産材のうち、人工乾燥材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","国産材のうち、人工乾燥材","",""
"0003202820","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","63","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 国産材のうち、集成材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・材料入荷先別入荷量","国産材のうち、集成材","",""
"0003202410","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","42","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・受注先別出荷棟数","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・受注先別出荷棟数","","",""
"0003202430","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","91","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","5-3","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・工場残材出荷先別出荷量","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","プレカット工場　販売金額規模別・工場残材出荷先別出荷量","","",""
"0003202431","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","6-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 集成材工場　販売金額規模別・材料入荷先別入荷量 外材（輸入製品）","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","集成材工場　販売金額規模別・材料入荷先別入荷量","外材（輸入製品）","",""
"0003202450","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","70","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","6-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 集成材工場　販売金額規模別・材料入荷先別入荷量 合計","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","集成材工場　販売金額規模別・材料入荷先別入荷量","合計","",""
"0003202743","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","63","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","6-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 集成材工場　販売金額規模別・材料入荷先別入荷量 外材（国内生産）","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","集成材工場　販売金額規模別・材料入荷先別入荷量","外材（国内生産）","",""
"0003202781","木材流通統計調査 確報 平成23年木材流通構造調査報告書","年次","201101-201112","2012-10-17","0","該当なし","63","2017-10-16","","00500219","木材流通統計調査","00500","農林水産省","6-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 集成材工場　販売金額規模別・材料入荷先別入荷量 国産材","04","農林水産業","03","林業","木材流通統計調査","確報","平成23年木材流通構造調査報告書","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表)","集成材工場　販売金額規模別・材料入荷先別入荷量","国産材","",""
