"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0000092550","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","34200","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0011","行動小分類（９５）、曜日（４A）、男女（３）、年齢（２）、ふだんの就業状態（３）、行動者数、標本数、総平均時間、行動者平均時間、行動者率、行動者数、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動小分類（９５）、曜日（４A）、男女（３）、年齢（２）、ふだんの就業状態（３）、行動者数、標本数、総平均時間、行動者平均時間、行動者率、行動者数、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092551","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","34200","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0012","行動小分類（９５）、曜日（４A）、男女（３）、年齢（２）、ふだんの就業状態（３）、行動者数、標本数、総平均時間、行動者平均時間、行動者率、行動者数、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動小分類（９５）、曜日（４A）、男女（３）、年齢（２）、ふだんの就業状態（３）、行動者数、標本数、総平均時間、行動者平均時間、行動者率、行動者数、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092552","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","34200","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0013","行動小分類（９５）、曜日（４A）、男女（３）、年齢（２）、ふだんの就業状態（３）、行動者数、標本数、総平均時間、行動者平均時間、行動者率、行動者数、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動小分類（９５）、曜日（４A）、男女（３）、年齢（２）、ふだんの就業状態（３）、行動者数、標本数、総平均時間、行動者平均時間、行動者率、行動者数、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092553","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","52200","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0021","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、年齢（１５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、年齢（１５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092554","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","97440","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0022","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、ふだんの就業状態 （２）、年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、ふだんの就業状態 （２）、年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092555","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","52200","2022-08-17","","00200533","社会生活基本調査","00200","総務省","003","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、ふだんの就業状態（３）、教育（卒業者）（５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、ふだんの就業状態（３）、教育（卒業者）（５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092556","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","20880","2022-08-17","","00200533","社会生活基本調査","00200","総務省","004","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、教育（在学者）（６）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、教育（在学者）（６）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092557","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","34800","2022-08-17","","00200533","社会生活基本調査","00200","総務省","005","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、週間就業時間（１０）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、週間就業時間（１０）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092558","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","31320","2022-08-17","","00200533","社会生活基本調査","00200","総務省","006","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、職業（９）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、職業（９）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092559","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","10440","2022-08-17","","00200533","社会生活基本調査","00200","総務省","007","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、雇用形態（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、雇用形態（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092560","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","146160","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0081","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３A）、共働きか否か（６）、年齢（夫・妻）（７）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３A）、共働きか否か（６）、年齢（夫・妻）（７）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092561","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","146160","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0082","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３A）、共働きか否か（６）、年齢（夫・妻）（７）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３A）、共働きか否か（６）、年齢（夫・妻）（７）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092562","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","16240","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0091","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（７）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（７）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092563","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","6960","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0092","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、住居の種類（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、住居の種類（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092564","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","13920","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0093","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、居住室数（６）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、居住室数（６）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092565","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","6960","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0094","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、自家用車の有無（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、自家用車の有無（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092566","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","30160","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0095","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、世帯の年間収入（１３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（２）、世帯の年間収入（１３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092567","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","292320","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0101","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３B）、共働きか否か（６）、末子の年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３B）、共働きか否か（６）、末子の年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092568","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","292320","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0102","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３B）、共働きか否か（６）、末子の年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動中分類（２９）、曜日（４A）、男女（２）、世帯の家族類型（３B）、共働きか否か（６）、末子の年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092569","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","407160","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0111","行動中分類（２９）、曜日（４A）、男女（３）、教育（在学者）（６）、世帯の家族類型（３B）、世帯の年間収入（１３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動中分類（２９）、曜日（４A）、男女（３）、教育（在学者）（６）、世帯の家族類型（３B）、世帯の年間収入（１３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092570","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","407160","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0112","行動中分類（２９）、曜日（４A）、男女（３）、教育（在学者）（６）、世帯の家族類型（３B）、世帯の年間収入（１３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動中分類（２９）、曜日（４A）、男女（３）、教育（在学者）（６）、世帯の家族類型（３B）、世帯の年間収入（１３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092571","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","17400","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0121","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、世帯の家族類型（５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、世帯の家族類型（５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092572","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","17400","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0122","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、年齢（親）（５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、年齢（親）（５）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092573","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","10440","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0123","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、ふだんの就業状態（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、ふだんの就業状態（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092574","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","48720","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0131","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、年齢（１４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092575","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","10440","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0132","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、単身世帯の区分（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、単身世帯の区分（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092576","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","10440","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0133","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、自家用車の有無（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、自家用車の有無（３）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092577","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","34800","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0134","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、世帯の年間収入（１０）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動区分（２）、行動中分類（２９）、曜日（４A）、男女（３）、世帯の年間収入（１０）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092578","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","2520","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0141","行動大分類（７）、曜日（４A）、男女（３）、ふだんの就業状態（３）、インターネットの利用、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動大分類（７）、曜日（４A）、男女（３）、ふだんの就業状態（３）、インターネットの利用、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092579","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","5040","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0142","行動大分類（７）、曜日（４A）、男女（３）、ふだんの就業状態（３）、行動の場所（４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動大分類（７）、曜日（４A）、男女（３）、ふだんの就業状態（３）、行動の場所（４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092580","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","5040","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0151","行動大分類（７）、曜日（４A）、男女（３）、教育（在学者）（６）、インターネットの利用、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動大分類（７）、曜日（４A）、男女（３）、教育（在学者）（６）、インターネットの利用、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092581","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","10080","2022-08-17","","00200533","社会生活基本調査","00200","総務省","0152","行動大分類（７）、曜日（４A）、男女（３）、教育（在学者）（６）、行動の場所（４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動大分類（７）、曜日（４A）、男女（３）、教育（在学者）（６）、行動の場所（４）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092582","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","31360","2022-08-17","","00200533","社会生活基本調査","00200","総務省","016","行動大分類（７）、曜日（４A）、男女（２）、末子の年齢（１４）、一緒にいた人（８）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動大分類（７）、曜日（４A）、男女（２）、末子の年齢（１４）、一緒にいた人（８）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092583","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","15120","2022-08-17","","00200533","社会生活基本調査","00200","総務省","017","行動大分類（７）、曜日（４A）、男女（３）、教育（在学者）（６）、一緒にいた人（６）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動大分類（７）、曜日（４A）、男女（３）、教育（在学者）（６）、一緒にいた人（６）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000092584","平成13年社会生活基本調査 アンペイドワーク等に係る特別集計結果","-","200110","2007-10-05","0","該当なし","43200","2022-08-17","","00200533","社会生活基本調査","00200","総務省","018","行動ＥＵ比較（１２）、曜日（４A）、男女（３）、ふだんの就業状態（３）、ライフステージ（２０）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","平成13年社会生活基本調査","アンペイドワーク等に係る特別集計結果","行動ＥＵ比較（１２）、曜日（４A）、男女（３）、ふだんの就業状態（３）、ライフステージ（２０）、推定人口、標本数、総平均時間、行動者平均時間、行動者率、推定人口、標本数、総平均時間、行動者平均時間、行動者率","","","",""
"0000090001","昭和61年社会生活基本調査 生活時間に関する結果","-","198610","2007-10-05","0","該当なし","37800","2022-08-17","","00200533","社会生活基本調査","00200","総務省","00111","曜日（４），男女の別（性別）（３），就業状態（９）のうち「通学のかたわら仕事」及び「通学」を除く，年齢１０，１５歳以上人口，行動の種類別（２２）総平均時間・行動者平均，全国","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","昭和61年社会生活基本調査","生活時間に関する結果","曜日（４），男女の別（性別）（３），就業状態（９）のうち「通学のかたわら仕事」及び「通学」を除く，年齢１０，１５歳以上人口，行動の種類別（２２）総平均時間・行動者平均，全国","","","",""
"0000090002","昭和61年社会生活基本調査 生活時間に関する結果","-","198610","2007-10-05","0","該当なし","4320","2022-08-17","","00200533","社会生活基本調査","00200","総務省","00112","曜日（４），男女の別（性別）（３），就業状態（９）のうち「通学のかたわら仕事」及び「通学」，年齢４Ａ，１５歳以上人口，行動の種類別（２２）総平均時間・行動者平均，全国","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","昭和61年社会生活基本調査","生活時間に関する結果","曜日（４），男女の別（性別）（３），就業状態（９）のうち「通学のかたわら仕事」及び「通学」，年齢４Ａ，１５歳以上人口，行動の種類別（２２）総平均時間・行動者平均，全国","","","",""
