"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003456112","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","全国","8100","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-4-1","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456112","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","都道府県","8100","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-4-1","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456113","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","全国","28350","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-4-2","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456113","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","都道府県","28350","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-4-2","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ライフステージ,旅行・行楽の種類別行動者率(10歳以上)－全国，都道府県","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456114","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","該当なし","15066","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-5-1","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者数(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者数(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456115","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","該当なし","52731","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-5-2","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者数(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者数(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456116","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","該当なし","15066","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-6-1","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者率(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者率(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456117","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","該当なし","52731","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-6-2","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者率(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ふだんの就業状態,ライフステージ,旅行・行楽の種類別行動者率(15歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456118","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2023-05-19","0","該当なし","5022","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-7-1","男女,ライフステージ,旅行・行楽の種類別行動者数(10歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ライフステージ,旅行・行楽の種類別行動者数(10歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
"0003456119","令和3年社会生活基本調査 調査票Ａに基づく結果 生活行動に関する結果 生活行動編（地域） 旅行・行楽","-","202101-202112","2022-08-31","0","該当なし","17577","2026-09-03","","00200533","社会生活基本調査","00200","総務省","113-7-2","男女,ライフステージ,旅行・行楽の種類別行動者数(10歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","令和3年社会生活基本調査","調査票Ａに基づく結果","男女,ライフステージ,旅行・行楽の種類別行動者数(10歳以上)－14地域，11大都市圏・11大都市圏以外，都市階級","生活行動に関する結果","生活行動編（地域）","旅行・行楽",""
