"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3"
"0003130516","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","102","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 入港船舶 前年比","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","入港船舶","前年比",""
"0003130518","港湾統計（月報）","月次","0","2016-05-30","0","該当なし","432","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 入港船舶 指数（月次） 2010年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","入港船舶","指数（月次）","2010年基準"
"0003130519","港湾統計（月報）","月次","0","2016-03-31","0","該当なし","35","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（年次） 2005年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（年次）","2005年基準"
"0003130538","港湾統計（月報）","月次","0","2016-03-31","0","該当なし","45","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（年次） 2010年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（年次）","2010年基準"
"0003130539","港湾統計（月報）","月次","0","2016-03-31","0","該当なし","230","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（月次） 2005年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（月次）","2005年基準"
"0003130540","港湾統計（月報）","月次","0","2016-05-30","0","該当なし","360","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（月次） 2010年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（月次）","2010年基準"
"0003350773","港湾統計（月報）","月次","0","2024-12-24","0","該当なし","54","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 入港船舶 指数（年次） 2015年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","入港船舶","指数（年次）","2015年基準"
"0003350774","港湾統計（月報）","月次","0","2024-12-24","0","該当なし","432","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 入港船舶 指数（月次） 2015年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","入港船舶","指数（月次）","2015年基準"
"0003350775","港湾統計（月報）","月次","0","2024-12-24","0","該当なし","45","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（年次） 2015年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（年次）","2015年基準"
"0003350776","港湾統計（月報）","月次","0","2024-12-24","0","該当なし","360","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（月次） 2015年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（月次）","2015年基準"
"0003448478","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","48","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 入港船舶 指数（年次） 2020年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","入港船舶","指数（年次）","2020年基準"
"0003448479","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","294","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 入港船舶 指数（月次） 2020年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","入港船舶","指数（月次）","2020年基準"
"0003448480","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","40","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（年次） 2020年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（年次）","2020年基準"
"0003448481","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","245","2025-02-21","","00600280","港湾調査","00600","国土交通省","1","各表 第１表　総括表 海上出入貨物 指数（月次） 2020年基準","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第１表　総括表","海上出入貨物","指数（月次）","2020年基準"
"0003130435","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","990684","2025-02-21","","00600280","港湾調査","00600","国土交通省","2","各表 第２表　入港船舶表 2010年1月～","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第２表　入港船舶表","2010年1月～","",""
"0003130514","港湾統計（月報）","月次","0","2013-02-21","0","該当なし","367488","2025-02-21","","00600280","港湾調査","00600","国土交通省","2","各表 第２表　入港船舶表 2005年1月～2009年12月","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第２表　入港船舶表","2005年1月～2009年12月","",""
"0003130476","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","825300","2025-02-21","","00600280","港湾調査","00600","国土交通省","3","各表 第３表　海上出入貨物表 2010年1月～","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第３表　海上出入貨物表","2010年1月～","",""
"0003130533","港湾統計（月報）","月次","0","2013-03-31","0","該当なし","304680","2025-02-21","","00600280","港湾調査","00600","国土交通省","3","各表 第３表　海上出入貨物表 2005年1月～2009年12月","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第３表　海上出入貨物表","2005年1月～2009年12月","",""
"0003130534","港湾統計（月報）","月次","0","2013-02-21","0","該当なし","78475","2025-02-21","","00600280","港湾調査","00600","国土交通省","4","各表 第４表　自動車航送台数表 2005年1月～2009年12月","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第４表　自動車航送台数表","2005年1月～2009年12月","",""
"0003130535","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","198691","2025-02-21","","00600280","港湾調査","00600","国土交通省","4","各表 第４表　自動車航送台数表 2010年1月～","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第４表　自動車航送台数表","2010年1月～","",""
"0003130477","港湾統計（月報）","月次","0","2013-02-21","0","該当なし","24875","2025-02-21","","00600280","港湾調査","00600","国土交通省","5","各表 第５表　コンテナ個数表 2005年1月～2009年12月","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第５表　コンテナ個数表","2005年1月～2009年12月","",""
"0003130478","港湾統計（月報）","月次","0","2025-02-21","0","該当なし","71425","2025-02-21","","00600280","港湾調査","00600","国土交通省","5","各表 第５表　コンテナ個数表 2010年1月～","10","運輸・観光","01","運輸","港湾統計（月報）","各表","第５表　コンテナ個数表","2010年1月～","",""
