"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0003280394","生産・出荷集中度調査 累積生産集中度（長期時系列データ）","-","201508","2019-02-05","0","該当なし","104856","2019-02-06","","00120001","生産・出荷集中度調査","00120","公正取引委員会","1","累積生産集中度","07","企業・家計・経済","01","企業活動","生産・出荷集中度調査","累積生産集中度（長期時系列データ）","累積生産集中度"
"0003280395","生産・出荷集中度調査 累積出荷集中度（長期時系列データ）","-","201508","2019-02-05","0","該当なし","79678","2019-02-06","","00120001","生産・出荷集中度調査","00120","公正取引委員会","2","累積出荷集中度","07","企業・家計・経済","01","企業活動","生産・出荷集中度調査","累積出荷集中度（長期時系列データ）","累積出荷集中度"
