"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003300761","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，居住地(10区分)・主目的地(16区分)・旅行時期(月)別 旅行経験率・旅行平均回数・旅行単価・平均泊数　居住地","年次","201601-201612","2019-03-27","0","該当なし","2420","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，居住地(10区分)・主目的地(16区分)・旅行時期(月)別 旅行経験率・旅行平均回数・旅行単価・平均泊数　居住地","1) 国内旅行については、主目的地が国内に限られるため、アジア州～大洋州の結果は算出されない。海外旅行については、主目的地が海外に限られるため、北海道～沖縄の結果は算出されない。"
"0003300762","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，居住地(10区分)・主目的地(16区分)・旅行時期(月)別 旅行経験率・旅行平均回数・旅行単価・平均泊数　主目的地","年次","201601-201612","2019-03-27","0","該当なし","3740","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，居住地(10区分)・主目的地(16区分)・旅行時期(月)別 旅行経験率・旅行平均回数・旅行単価・平均泊数　主目的地","1) 国内旅行については、主目的地が国内に限られるため、アジア州～大洋州の結果は算出されない。海外旅行については、主目的地が海外に限られるため、北海道～沖縄の結果は算出されない。"
"0003300763","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，居住地(10区分)・主目的地(16区分)・旅行時期(月)別 旅行経験率・旅行平均回数・旅行単価・平均泊数　旅行時期","年次","201601-201612","2019-03-27","0","該当なし","748","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，居住地(10区分)・主目的地(16区分)・旅行時期(月)別 旅行経験率・旅行平均回数・旅行単価・平均泊数　旅行時期","1) 国内旅行については、主目的地が国内に限られるため、アジア州～大洋州の結果は算出されない。海外旅行については、主目的地が海外に限られるため、北海道～沖縄の結果は算出されない。"
"0003300764","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　年齢","年次","201601-201612","2019-03-27","0","該当なし","2350","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　年齢","1) 「実旅行者数」とは、複数回旅行しても同じ標本であれば「1人」として計算されるものであるため、内訳の合計値よりも小さい値になる。"
"0003300765","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　男女","年次","201601-201612","2019-03-27","0","該当なし","705","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　男女","1) 「実旅行者数」とは、複数回旅行しても同じ標本であれば「1人」として計算されるものであるため、内訳の合計値よりも小さい値になる。"
"0003300766","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　居住地","年次","201601-201612","2019-03-27","0","該当なし","2585","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　居住地","1) 「実旅行者数」とは、複数回旅行しても同じ標本であれば「1人」として計算されるものであるため、内訳の合計値よりも小さい値になる。"
"0003300767","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　職業","年次","201601-201612","2019-03-27","0","該当なし","2350","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　職業","1) 「実旅行者数」とは、複数回旅行しても同じ標本であれば「1人」として計算されるものであるため、内訳の合計値よりも小さい値になる。"
"0003300768","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　旅行時期","年次","201601-201612","2019-03-27","0","該当なし","799","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，年齢(9区分)・男女(2区分)・居住地(10区分)・職業(9区分)・旅行時期(月)別 実旅行者数，延べ旅行者数，延べ泊数及び旅行消費額　旅行時期","1) 「実旅行者数」とは、複数回旅行しても同じ標本であれば「1人」として計算されるものであるため、内訳の合計値よりも小さい値になる。"
"0003300769","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，主目的地(16区分)・同行者(6区分)・宿泊施設(11区分)・最長交通機関(11区分)・交通機関(11区分)・宿泊数(8区分)別 延べ旅行者数，延べ泊数及び旅行消費額　主目的地","年次","201601-201612","2019-03-27","0","該当なし","2890","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，主目的地(16区分)・同行者(6区分)・宿泊施設(11区分)・最長交通機関(11区分)・交通機関(11区分)・宿泊数(8区分)別 延べ旅行者数，延べ泊数及び旅行消費額　主目的地","1) 国内旅行については、主目的地が国内に限られるため、アジア州～大洋州の結果は算出されない。海外旅行については、主目的地が海外に限られるため、北海道～沖縄の結果は算出されない。"
"0003300770","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，主目的地(16区分)・同行者(6区分)・宿泊施設(11区分)・最長交通機関(11区分)・交通機関(11区分)・宿泊数(8区分)別 延べ旅行者数，延べ泊数及び旅行消費額　同行者","年次","201601-201612","2019-03-27","0","該当なし","1190","2019-03-28","","00601010","旅行・観光消費動向調査","00601","観光庁","10","運輸・観光","03","観光","旅行・観光消費動向調査（確報）","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，主目的地(16区分)・同行者(6区分)・宿泊施設(11区分)・最長交通機関(11区分)・交通機関(11区分)・宿泊数(8区分)別 延べ旅行者数，延べ泊数及び旅行消費額　同行者","1) 国内旅行の出張・業務については、同行者数を調査していないため、同行者数別の結果は算出されない。これに伴い、国内旅行全体、国内旅行の宿泊旅行全体、国内旅行の日帰り旅行全体についての同行者数別の結果は算出されない。"
