"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0003353939","一般職の国家公務員の任用状況調査 給与法職員、任期付職員、任期付研究員、行政執行法人職員：俸給表別・項目別総集計表","一般職の国家公務員の任用状況調査","-","0","2025-01-31","0","該当なし","30756","2026-02-07","","00020211","一般職の国家公務員の任用状況調査","00020","人事院","13","行財政","03","公務員","一般職の国家公務員の任用状況調査","給与法職員、任期付職員、任期付研究員、行政執行法人職員：俸給表別・項目別総集計表","一般職の国家公務員の任用状況調査"
"0003460562","一般職の国家公務員の任用状況調査 給与法職員、任期付職員、任期付研究員：府省別・項目別総集計表","一般職の国家公務員の任用状況調査","-","0","2026-02-06","0","該当なし","60624","2026-02-07","","00020211","一般職の国家公務員の任用状況調査","00020","人事院","13","行財政","03","公務員","一般職の国家公務員の任用状況調査","給与法職員、任期付職員、任期付研究員：府省別・項目別総集計表","一般職の国家公務員の任用状況調査"
