"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003206253","登記統計 商業・法人","商業・法人登記(年計表) 法務局及び地方法務局管内別　外国有限会社登記","年次","200601-200612","2017-12-15","0","該当なし","1416","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年計表)","法務局及び地方法務局管内別　外国有限会社登記",""
"0003206255","登記統計 商業・法人","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　社団法人の登記の件数","年次","200801-200812","2017-12-15","0","該当なし","3717","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年計表)","法務局及び地方法務局管内別･種類別　社団法人の登記の件数",""
"0003206256","登記統計 商業・法人","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　財団法人の登記の件数","年次","200801-200812","2017-12-15","0","該当なし","3717","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年計表)","法務局及び地方法務局管内別･種類別　財団法人の登記の件数",""
"0003206257","登記統計 商業・法人","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　有限責任中間法人の登記の件数","年次","200801-200812","2017-12-15","0","該当なし","4779","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年計表)","法務局及び地方法務局管内別･種類別　有限責任中間法人の登記の件数",""
"0003206260","登記統計 商業・法人","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　無限責任中間法人の登記の件数","年次","200801-200812","2017-12-15","0","該当なし","4779","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年計表)","法務局及び地方法務局管内別･種類別　無限責任中間法人の登記の件数",""
"0003268297","登記統計 商業・法人","会社及び登記の種類別　会社の登記の件数","月次","201801","2025-09-25","0","該当なし","97740","2025-09-25","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","","会社及び登記の種類別　会社の登記の件数",""
"0003268298","登記統計 商業・法人","登記の種類別・資本金階級別　会社の資本金の額の変動の件数及び金額","月次","201801","2025-09-25","0","該当なし","381312","2025-09-25","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","","登記の種類別・資本金階級別　会社の資本金の額の変動の件数及び金額",""
"0003268318","登記統計 商業・法人","商業・法人登記(年次表） 種類別 株式会社の登記の件数","年次","201601-201612","2025-05-30","0","該当なし","1154","2025-05-30","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 株式会社の登記の件数",""
"0003268319","登記統計 商業・法人","商業・法人登記(年次表） 種類別 特例有限会社の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","802","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 特例有限会社の登記の件数","平成10年から平成17年までは「有限会社の登記」の件数を，平成18年は「有限会社の登記」の件数と「特例有限会社の登記」の件数を合算して計上している。"
"0003268320","登記統計 商業・法人","商業・法人登記(年次表） 種類別 合名会社の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","758","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 合名会社の登記の件数",""
"0003268321","登記統計 商業・法人","商業・法人登記(年次表） 種類別 合資会社の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","758","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 合資会社の登記の件数",""
"0003268322","登記統計 商業・法人","商業・法人登記(年次表） 種類別 合同会社の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","976","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 合同会社の登記の件数",""
"0003268323","登記統計 商業・法人","商業・法人登記(年次表） 種類別 外国会社の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","508","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 外国会社の登記の件数","外国有限会社は，平成18年5月1日の会社法施行前の登記について計上している。"
"0003268324","登記統計 商業・法人","商業・法人登記(年次表） 種類別 商号，未成年者，後見人及び支配人の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","381","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 商号，未成年者，後見人及び支配人の登記の件数","商号の仮登記の制度は，平成18年5月1日の会社法の施行に伴い廃止された。"
"0003268325","登記統計 商業・法人","商業・法人登記(年次表） 種類別 社団法人の登記の件数","年次","200801-200812","2019-03-29","0","該当なし","168","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 社団法人の登記の件数",""
"0003268326","登記統計 商業・法人","商業・法人登記(年次表） 種類別 財団法人の登記の件数","年次","200801-200812","2019-03-29","0","該当なし","168","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 財団法人の登記の件数",""
"0003268327","登記統計 商業・法人","商業・法人登記(年次表） 種類別 有限責任中間法人の登記の件数","年次","200801-200812","2019-03-29","0","該当なし","168","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 有限責任中間法人の登記の件数",""
"0003268328","登記統計 商業・法人","商業・法人登記(年次表） 種類別 無限責任中間法人の登記の件数","年次","200801-200812","2019-03-29","0","該当なし","168","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 無限責任中間法人の登記の件数",""
"0003268329","登記統計 商業・法人","商業・法人登記(年次表） 種類別 一般社団法人の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","300","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 一般社団法人の登記の件数",""
"0003268330","登記統計 商業・法人","商業・法人登記(年次表） 種類別 一般財団法人の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","300","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 一般財団法人の登記の件数",""
"0003268331","登記統計 商業・法人","商業・法人登記(年次表） 種類別 相互会社の登記の件数","年次","201601-201612","2025-05-30","0","該当なし","270","2025-05-30","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 相互会社の登記の件数",""
"0003268332","登記統計 商業・法人","商業・法人登記(年次表） 種類別 特定目的会社の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","270","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 特定目的会社の登記の件数",""
"0003268333","登記統計 商業・法人","商業・法人登記(年次表） 種類別 投資法人の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","135","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 投資法人の登記の件数",""
"0003268334","登記統計 商業・法人","商業・法人登記(年次表） 種類別 組合及びその他の法人の登記の件数","年次","201601-201612","2025-05-30","0","該当なし","432","2025-05-30","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 組合及びその他の法人の登記の件数",""
"0003268335","登記統計 商業・法人","商業・法人登記(年次表） 種類別 投資事業有限責任組合契約の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","270","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 投資事業有限責任組合契約の登記の件数",""
"0003268336","登記統計 商業・法人","商業・法人登記(年次表） 種類別 有限責任事業組合契約の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","270","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 有限責任事業組合契約の登記の件数",""
"0003268337","登記統計 商業・法人","商業・法人登記(年次表） 種類別 限定責任信託の登記の件数","年次","201601-201612","2024-05-31","0","該当なし","115","2024-05-31","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","商業・法人","商業・法人登記(年次表）","種類別 限定責任信託の登記の件数",""
"0003270262","登記統計 登録免許税・登記手数料","登録免許税 条項別　租税特別措置法による登録免許税の軽減件数及び納付額","年度次","201604-201703","2024-09-30","0","該当なし","36","2025-09-26","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","登録免許税・登記手数料","登録免許税","条項別　租税特別措置法による登録免許税の軽減件数及び納付額",""
"0003270263","登記統計 登録免許税・登記手数料","登録免許税 条項別　租税特別措置法による登録免許税の免除件数","年度次","201604-201703","2024-09-30","0","該当なし","18","2025-09-26","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","登録免許税・登記手数料","登録免許税","条項別　租税特別措置法による登録免許税の免除件数",""
"0003270264","登記統計 登録免許税・登記手数料","登記手数料 種類別　登記手数料の納付件数及び納付額","年度次","201604-201703","2025-05-30","0","該当なし","366","2025-09-26","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","登録免許税・登記手数料","登記手数料","種類別　登記手数料の納付件数及び納付額","平成19年度から平成29年度までの項目「登記事項証明書の交付等」は，「登記識別情報に関する証明」及び「概要記録事項証明書」（「概要記録事項証明書_動産譲渡」及び「概要記録事項証明書_債権譲渡」）の件数及び納付額を含む。"
"0003281081","登記統計 登録免許税・登記手数料","登録免許税 登記等の区分別　登録免許税の課税件数及び納付額","年度次","201604-201703","2024-09-30","0","該当なし","3792","2025-09-26","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","登録免許税・登記手数料","登録免許税","登記等の区分別　登録免許税の課税件数及び納付額","1　本表の項目「商業・法人登記」中，「会社又は外国会社の商業登記」は，以下の会社・法人等の登記の件数及び納付額を含む。(1)平成21年度から平成29年度までは「相互会社」及び「一般社団法人等」の登記(2)平成20年度は「相互会社」，「中間法人」及び「一般社団法人等」の登記(3)平成18年度及び平成19年度は「相互会社」及び「中間法人」の登記2　本表の項目「会社又は外国会社の商業登記_取締役，代表取締役若しくは特別取締役，会計参与，監査役，会計監査人，委員会の委員，執行役若しくは代表執行役若しくは社員又は理事若しくは監事に関する事項の変更」及び「会社又は外国会社の商業登記_取締役，代表取締役若しくは特別取締役，会計参与，監査役，会計監査人，指名委員会等の委員，執行役若しくは代表執行役若しくは社員又は理事若しくは監事に関する事項の変更」は，「代表に関する事項の変更」の登記の件数及び納付額を含む。"
"0003281491","登記統計 登録免許税・登記手数料","登録免許税 法務局及び地方法務局管内別・登記の種類別　登録免許税の納付額","年度次","201604-201703","2024-09-30","0","該当なし","11682","2025-09-26","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","登録免許税・登記手数料","登録免許税","法務局及び地方法務局管内別・登記の種類別　登録免許税の納付額","本表の金額は千円未満を切り捨ててあるので，合計の金額と内訳の計は必ずしも一致しない。"
"0003281492","登記統計 登録免許税・登記手数料","登記手数料 法務局及び地方法務局管内別・種類別　登記手数料の納付額","年度次","201604-201703","2025-05-30","0","該当なし","6490","2025-09-26","","00250002","登記統計","00250","法務省","14","司法・安全・環境","01","司法","登記統計","登録免許税・登記手数料","登記手数料","法務局及び地方法務局管内別・種類別　登記手数料の納付額","１　本表の金額は千円未満を切り捨ててあるので，合計の金額と内訳の計は必ずしも一致しない。２　平成19年度から平成29年度までの項目「登記事項証明書の交付等」は，「登記識別情報に関する証明」，「概要記録事項証明書_動産譲渡」及び「概要記録事項証明書_債権譲渡」の納付額を含む。"
