"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003440003","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","110","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-4","鉄・軌道旅客輸送 旅客列車及び旅客車走行キロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客列車及び旅客車走行キロ","運輸局別"
"0003440004","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","70","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-4","鉄・軌道旅客輸送 旅客列車及び旅客車走行キロ 業態別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客列車及び旅客車走行キロ","業態別"
"0003440018","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","840","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-5-1","鉄・軌道旅客輸送 旅客営業キロ及び旅客数量 路線別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客営業キロ及び旅客数量","路線別"
"0003440038","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","720","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-5-2","鉄・軌道旅客輸送 旅客人キロ 路線別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客人キロ","路線別"
"0003440019","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","480","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-5-3","鉄・軌道旅客輸送 旅客列車及び旅客車走行キロ 路線別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客列車及び旅客車走行キロ","路線別"
"0003423101","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","5111","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","3-2-1","鉄道貨物輸送 貨物営業キロ及び貨物数量 輸送トン数","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物営業キロ及び貨物数量","輸送トン数"
"0003440005","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","315","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","3-2-1","鉄道貨物輸送 貨物営業キロ及び貨物数量 輸送トン数","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物営業キロ及び貨物数量","輸送トン数"
"0003423102","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","4469","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","3-2-2","鉄道貨物輸送 貨物営業キロ及び貨物数量 発送トン数","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物営業キロ及び貨物数量","発送トン数"
"0003440006","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","300","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","3-2-2","鉄道貨物輸送 貨物営業キロ及び貨物数量 発送トン数","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物営業キロ及び貨物数量","発送トン数"
"0003423103","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","4472","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","3-3","鉄道貨物輸送 貨物トンキロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物トンキロ","運輸局別"
"0003440007","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","300","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","3-3","鉄道貨物輸送 貨物トンキロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物トンキロ","運輸局別"
"0003423104","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","1280","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","3-4","鉄道貨物輸送 貨物列車及び貨物車走行キロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物列車及び貨物車走行キロ","運輸局別"
"0003439999","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","100","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","3-4","鉄道貨物輸送 貨物列車及び貨物車走行キロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄道貨物輸送","貨物列車及び貨物車走行キロ","運輸局別"
"0003440020","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","1890","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","4-2","索道旅客輸送 運輸局別・都道府県別","10","運輸・観光","01","運輸","鉄道輸送統計調査","索道旅客輸送","運輸局別・都道府県別",""
