"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003423095","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","5120","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","2-2","鉄・軌道旅客輸送 旅客営業キロ及び旅客数量 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客営業キロ及び旅客数量","運輸局別"
"0003423105","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","3584","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","2-2","鉄・軌道旅客輸送 旅客営業キロ及び旅客数量 業態別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客営業キロ及び旅客数量","業態別"
"0003440000","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","350","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-2","鉄・軌道旅客輸送 旅客営業キロ及び旅客数量 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客営業キロ及び旅客数量","運輸局別"
"0003440001","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","245","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-2","鉄・軌道旅客輸送 旅客営業キロ及び旅客数量 業態別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客営業キロ及び旅客数量","業態別"
"0003423097","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","4928","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","2-3","鉄・軌道旅客輸送 旅客人キロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客人キロ","運輸局別"
"0003423106","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","3136","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","2-3","鉄・軌道旅客輸送 旅客人キロ 業態別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客人キロ","業態別"
"0003439998","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","210","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-3","鉄・軌道旅客輸送 旅客人キロ 業態別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客人キロ","業態別"
"0003440002","鉄道輸送統計調査","年度次","0","2025-10-30","0","該当なし","330","2025-10-30","","00600350","鉄道輸送統計調査","00600","国土交通省","2-3","鉄・軌道旅客輸送 旅客人キロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客人キロ","運輸局別"
"0003423099","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","1408","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","2-4","鉄・軌道旅客輸送 旅客列車及び旅客車走行キロ 運輸局別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客列車及び旅客車走行キロ","運輸局別"
"0003423107","鉄道輸送統計調査","月次","0","2025-11-04","0","該当なし","896","2025-11-17","","00600350","鉄道輸送統計調査","00600","国土交通省","2-4","鉄・軌道旅客輸送 旅客列車及び旅客車走行キロ 業態別","10","運輸・観光","01","運輸","鉄道輸送統計調査","鉄・軌道旅客輸送","旅客列車及び旅客車走行キロ","業態別"
