"@code","@name","@level","@unit","id","meta_name","@parentCode"
"01","実数(人口)","","万人","tab","表章項目",""
"000","全産業","1","","cat01","産業",""
"001","農業，林業","1","","cat01","産業",""
"004","非農林業","1","","cat01","産業",""
"0","総数","1","","cat02","性別",""
"1","男","1","","cat02","性別",""
"2","女","1","","cat02","性別",""
"00","15歳以上人口","1","","cat03","就業状態","nan"
"01","労働力人口","1","","cat03","就業状態","nan"
"02","就業者","1","","cat03","就業状態","nan"
"03","従業者","1","","cat03","就業状態","nan"
"04","主に仕事","2","","cat03","就業状態","03"
"16","通学・家事などのかたわらに仕事","2","","cat03","就業状態","03"
"05","通学のかたわらに仕事","2","","cat03","就業状態","03"
"06","家事などのかたわらに仕事","2","","cat03","就業状態","03"
"07","休業者","1","","cat03","就業状態","nan"
"08","完全失業者","1","","cat03","就業状態","nan"
"09","非労働力人口","1","","cat03","就業状態","nan"
"11","通学","2","","cat03","就業状態","nan"
"10","家事","2","","cat03","就業状態","nan"
"12","その他","2","","cat03","就業状態","nan"
"00","15歳以上","1","","cat04","年齢階級","nan"
"27","15～64歳","1","","cat04","年齢階級","nan"
"01","15～24歳","1","","cat04","年齢階級","nan"
"02","15～19歳","2","","cat04","年齢階級","01"
"03","15～17歳","3","","cat04","年齢階級","02"
"04","18・19歳","3","","cat04","年齢階級","02"
"05","20～24歳","2","","cat04","年齢階級","01"
"35","20・21歳","3","","cat04","年齢階級","nan"
"36","22～24歳","3","","cat04","年齢階級","nan"
"06","25～34歳","1","","cat04","年齢階級","nan"
"07","25～29歳","2","","cat04","年齢階級","06"
"08","30～34歳","2","","cat04","年齢階級","06"
"09","35～44歳","1","","cat04","年齢階級","nan"
"10","35～39歳","2","","cat04","年齢階級","09"
"11","40～44歳","2","","cat04","年齢階級","09"
"23","40～54歳","1","","cat04","年齢階級","nan"
"12","45～54歳","1","","cat04","年齢階級","nan"
"13","45～49歳","2","","cat04","年齢階級","12"
"14","50～54歳","2","","cat04","年齢階級","12"
"15","55～64歳","1","","cat04","年齢階級","nan"
"16","55～59歳","2","","cat04","年齢階級","15"
"17","60～64歳","2","","cat04","年齢階級","15"
"18","65歳以上","1","","cat04","年齢階級","nan"
"19","65～69歳","2","","cat04","年齢階級","18"
"20","70歳以上","1","","cat04","年齢階級","18"
"28","70～74歳","2","","cat04","年齢階級","nan"
"29","75歳以上","2","","cat04","年齢階級","nan"
"30","75～79歳","3","","cat04","年齢階級","nan"
"31","80～84歳","3","","cat04","年齢階級","nan"
"32","85歳以上","3","","cat04","年齢階級","nan"
"00000","全国","1","","area","地域",""
"1968000101","1968年1月","1","","time","時間軸（月次）",""
"1968000202","1968年2月","1","","time","時間軸（月次）",""
"1968000303","1968年3月","1","","time","時間軸（月次）",""
"1968000404","1968年4月","1","","time","時間軸（月次）",""
"1968000505","1968年5月","1","","time","時間軸（月次）",""
"1968000606","1968年6月","1","","time","時間軸（月次）",""
"1968000707","1968年7月","1","","time","時間軸（月次）",""
"1968000808","1968年8月","1","","time","時間軸（月次）",""
"1968000909","1968年9月","1","","time","時間軸（月次）",""
"1968001010","1968年10月","1","","time","時間軸（月次）",""
"1968001111","1968年11月","1","","time","時間軸（月次）",""
"1968001212","1968年12月","1","","time","時間軸（月次）",""
"1969000101","1969年1月","1","","time","時間軸（月次）",""
"1969000202","1969年2月","1","","time","時間軸（月次）",""
"1969000303","1969年3月","1","","time","時間軸（月次）",""
"1969000404","1969年4月","1","","time","時間軸（月次）",""
"1969000505","1969年5月","1","","time","時間軸（月次）",""
"1969000606","1969年6月","1","","time","時間軸（月次）",""
"1969000707","1969年7月","1","","time","時間軸（月次）",""
"1969000808","1969年8月","1","","time","時間軸（月次）",""
"1969000909","1969年9月","1","","time","時間軸（月次）",""
"1969001010","1969年10月","1","","time","時間軸（月次）",""
"1969001111","1969年11月","1","","time","時間軸（月次）",""
"1969001212","1969年12月","1","","time","時間軸（月次）",""
"1970000101","1970年1月","1","","time","時間軸（月次）",""
"1970000202","1970年2月","1","","time","時間軸（月次）",""
"1970000303","1970年3月","1","","time","時間軸（月次）",""
