"@code","@name","@level","@unit","id","meta_name","@parentCode"
"140","受託件数","","件","tab","表章項目",""
"150","仕立件数","","件","tab","表章項目",""
"160","重量","","kg","tab","表章項目",""
"50000","合計","1","","cat01","仕立地（国内定期）","nan"
"50010","札幌","2","","cat01","仕立地（国内定期）","50000"
"50020","東京","2","","cat01","仕立地（国内定期）","50000"
"50030","大阪","2","","cat01","仕立地（国内定期）","50000"
"50040","福岡","2","","cat01","仕立地（国内定期）","50000"
"50050","那覇","2","","cat01","仕立地（国内定期）","50000"
"50060","その他","2","","cat01","仕立地（国内定期）","50000"
"50000","合計","1","","area","仕向地（国内定期）","nan"
"50010","札幌","2","","area","仕向地（国内定期）","50000"
"50020","東京","2","","area","仕向地（国内定期）","50000"
"50030","大阪","2","","area","仕向地（国内定期）","50000"
"50040","福岡","2","","area","仕向地（国内定期）","50000"
"50050","那覇","2","","area","仕向地（国内定期）","50000"
"50060","その他","2","","area","仕向地（国内定期）","50000"
"2006000000","2006年","1","","time","年次",""
