"@code","@name","@level","id","meta_name","@unit","@parentCode"
"300","運航及び輸送実績","","tab","表章項目","",""
"100","運航回数","1","cat01","運航・輸送実績","回","nan"
"110","運航キロメートル","1","cat01","運航・輸送実績","キロメートル","nan"
"200","旅客数","1","cat01","運航・輸送実績","人","nan"
"210","座席数","1","cat01","運航・輸送実績","席","nan"
"220","旅客人キロメートル","1","cat01","運航・輸送実績","人キロメートル","nan"
"230","座席キロメートル","1","cat01","運航・輸送実績","座席キロメートル","nan"
"240","座席利用率","1","cat01","運航・輸送実績","％","nan"
"310","貨物重量","2","cat01","運航・輸送実績","Kg","300"
"320","超過手荷物重量","2","cat01","運航・輸送実績","Kg","300"
"330","郵便物重量","2","cat01","運航・輸送実績","Kg","300"
"400","トンキロメートル計","1","cat01","運航・輸送実績","トンキロメートル","nan"
"410","旅客トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"420","貨物トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"430","超過手荷物トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"440","郵便物トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"500","利用可能トンキロメートル","1","cat01","運航・輸送実績","トンキロメートル","nan"
"600","重量利用率","1","cat01","運航・輸送実績","％","nan"
"100","日本航空","1","cat02","航空会社","",""
"110","全日本空輸","1","cat02","航空会社","",""
"120","日本トランスオーシャン航空","1","cat02","航空会社","",""
"130","日本エアコミューター","1","cat02","航空会社","",""
"140","ジャルエクスプレス","1","cat02","航空会社","",""
"150","スカイマーク","1","cat02","航空会社","",""
"160","北海道国際航空","1","cat02","航空会社","",""
"170","新中央航空","1","cat02","航空会社","",""
"180","エアー北海道","1","cat02","航空会社","",""
"190","オリエンタルエアブリッジ","1","cat02","航空会社","",""
"200","北海道エアシステム","1","cat02","航空会社","",""
"210","琉球エアコミューター","1","cat02","航空会社","",""
"220","ジェイ・エア","1","cat02","航空会社","",""
"230","旭伸航空","1","cat02","航空会社","",""
"240","天草エアライン","1","cat02","航空会社","",""
"250","アイベックスエアラインズ","1","cat02","航空会社","",""
"260","スカイネットアジア","1","cat02","航空会社","",""
"270","東邦航空","1","cat02","航空会社","",""
"280","エアトランセ","1","cat02","航空会社","",""
"290","スターフライヤー","1","cat02","航空会社","",""
"300","ギャラクシーエアラインズ","1","cat02","航空会社","",""
"310","フジドリームエアラインズ","1","cat02","航空会社","",""
"2009000000","2009年","1","time","年次","",""
"2008000000","2008年","1","time","年次","",""
"2007000000","2007年","1","time","年次","",""
"2006000000","2006年","1","time","年次","",""
