"@code","@name","@level","@unit","id","meta_name","@parentCode"
"0010","燃料消費量","","kl（ガソリン･軽油･LPG）、千m3（CNG）","tab","表章項目",""
"0020","走行キロ","","千km","tab","表章項目",""
"100","計","1","","cat01","車種","nan"
"130","バス","2","","cat01","車種","100"
"140","バス・乗用車","2","","cat01","車種","100"
"150","バス・特種車","2","","cat01","車種","100"
"160","乗用車","2","","cat01","車種","100"
"170","乗用車_ハイブリッド","2","","cat01","車種","100"
"180","普通・小型・特種車","2","","cat01","車種","100"
"190","普通車","2","","cat01","車種","100"
"200","小型車","2","","cat01","車種","100"
"210","特種車","2","","cat01","車種","100"
"220","軽自動車","2","","cat01","車種","100"
"230","その他","2","","cat01","車種","100"
"100","計","1","","cat02","輸送形態","nan"
"110","貨物自動車","2","","cat02","輸送形態","100"
"120","旅客自動車","2","","cat02","輸送形態","100"
"100","計","1","","cat03","業態","nan"
"110","営業用","2","","cat03","業態","100"
"120","自家用","2","","cat03","業態","100"
"110","ガソリン","1","","cat04","燃料",""
"120","軽油","1","","cat04","燃料",""
"130","LPG","1","","cat04","燃料",""
"00000","全国","1","","area","都道府県","nan"
"01000","北海道","2","","area","都道府県","00000"
"02000","青森県","2","","area","都道府県","00000"
"03000","岩手県","2","","area","都道府県","00000"
"04000","宮城県","2","","area","都道府県","00000"
"05000","秋田県","2","","area","都道府県","00000"
"06000","山形県","2","","area","都道府県","00000"
"07000","福島県","2","","area","都道府県","00000"
"08000","茨城県","2","","area","都道府県","00000"
"09000","栃木県","2","","area","都道府県","00000"
"10000","群馬県","2","","area","都道府県","00000"
"11000","埼玉県","2","","area","都道府県","00000"
"12000","千葉県","2","","area","都道府県","00000"
"13000","東京都","2","","area","都道府県","00000"
"14000","神奈川県","2","","area","都道府県","00000"
"15000","新潟県","2","","area","都道府県","00000"
"16000","富山県","2","","area","都道府県","00000"
"17000","石川県","2","","area","都道府県","00000"
"18000","福井県","2","","area","都道府県","00000"
"19000","山梨県","2","","area","都道府県","00000"
"20000","長野県","2","","area","都道府県","00000"
"21000","岐阜県","2","","area","都道府県","00000"
"22000","静岡県","2","","area","都道府県","00000"
"23000","愛知県","2","","area","都道府県","00000"
"24000","三重県","2","","area","都道府県","00000"
"25000","滋賀県","2","","area","都道府県","00000"
"26000","京都府","2","","area","都道府県","00000"
"27000","大阪府","2","","area","都道府県","00000"
"28000","兵庫県","2","","area","都道府県","00000"
"29000","奈良県","2","","area","都道府県","00000"
"30000","和歌山県","2","","area","都道府県","00000"
"31000","鳥取県","2","","area","都道府県","00000"
"32000","島根県","2","","area","都道府県","00000"
"33000","岡山県","2","","area","都道府県","00000"
"34000","広島県","2","","area","都道府県","00000"
"35000","山口県","2","","area","都道府県","00000"
"36000","徳島県","2","","area","都道府県","00000"
"37000","香川県","2","","area","都道府県","00000"
"38000","愛媛県","2","","area","都道府県","00000"
"39000","高知県","2","","area","都道府県","00000"
"40000","福岡県","2","","area","都道府県","00000"
"41000","佐賀県","2","","area","都道府県","00000"
"42000","長崎県","2","","area","都道府県","00000"
"43000","熊本県","2","","area","都道府県","00000"
"44000","大分県","2","","area","都道府県","00000"
"45000","宮崎県","2","","area","都道府県","00000"
"46000","鹿児島県","2","","area","都道府県","00000"
"47000","沖縄県","2","","area","都道府県","00000"
"2023100000","2023年度","1","","time","時間軸(年度次)",""
"2022100000","2022年度","1","","time","時間軸(年度次)",""
"2021100000","2021年度","1","","time","時間軸(年度次)",""
"2020100000","2020年度","1","","time","時間軸(年度次)",""
"2019100000","2019年度","1","","time","時間軸(年度次)",""
"2018100000","2018年度","1","","time","時間軸(年度次)",""
"2017100000","2017年度","1","","time","時間軸(年度次)",""
"2016100000","2016年度","1","","time","時間軸(年度次)",""
"2015100000","2015年度","1","","time","時間軸(年度次)",""
"2014100000","2014年度","1","","time","時間軸(年度次)",""
"2013100000","2013年度","1","","time","時間軸(年度次)",""
