"@code","@name","@level","@unit","id","meta_name","@parentCode"
"100","業者数","","数","tab","表章項目",""
"500","構成比","","％","tab","表章項目",""
"530","前年度比","","％","tab","表章項目",""
"100","計","1","","cat01","業の許可形態・経営組織","nan"
"110","大臣許可業者","2","","cat01","業の許可形態・経営組織","100"
"150","個人・知事許可業者","3","","cat01","業の許可形態・経営組織","140"
"160","法人・知事許可業者","3","","cat01","業の許可形態・経営組織","140"
"2022100000","2022年度","1","","time","年度次",""
"2021100000","2021年度","1","","time","年度次",""
"2020100000","2020年度","1","","time","年度次",""
