"@code","@name","@level","id","meta_name","@parentCode"
"50","ウェイト(実数)","","tab","表章項目",""
"00010","総合","1","cat01","10大費目",""
"00020","食料","2","cat01","10大費目",""
"00030","住居","2","cat01","10大費目",""
"00040","光熱・水道","2","cat01","10大費目",""
"00050","家具・家事用品","2","cat01","10大費目",""
"00060","被服及び履物","2","cat01","10大費目",""
"00070","保健医療","2","cat01","10大費目",""
"00080","交通・通信","2","cat01","10大費目",""
"00090","教育","2","cat01","10大費目",""
"00100","教養娯楽","2","cat01","10大費目",""
"00110","諸雑費","2","cat01","10大費目",""
"00120","(参考)家賃を除く総合","2","cat01","10大費目",""
"00000","全国","1","area","地域","nan"
"00042","北海道地方","1","area","地域","00000"
"00043","東北地方","1","area","地域","00000"
"00044","関東地方","1","area","地域","00000"
"00049","北陸地方","1","area","地域","00000"
"00050","東海地方","1","area","地域","00000"
"00051","近畿地方","1","area","地域","00000"
"00053","中国地方","1","area","地域","00000"
"00054","四国地方","1","area","地域","00000"
"00056","九州地方","1","area","地域","00000"
"00057","沖縄地方","1","area","地域","00000"
"01000","北海道","2","area","地域","00000"
"02000","青森県","2","area","地域","00000"
"03000","岩手県","2","area","地域","00000"
"04000","宮城県","2","area","地域","00000"
"05000","秋田県","2","area","地域","00000"
"06000","山形県","2","area","地域","00000"
"07000","福島県","2","area","地域","00000"
"08000","茨城県","2","area","地域","00000"
"09000","栃木県","2","area","地域","00000"
"10000","群馬県","2","area","地域","00000"
"11000","埼玉県","2","area","地域","00000"
"12000","千葉県","2","area","地域","00000"
"13000","東京都","2","area","地域","00000"
"14000","神奈川県","2","area","地域","00000"
"15000","新潟県","2","area","地域","00000"
"16000","富山県","2","area","地域","00000"
"17000","石川県","2","area","地域","00000"
"18000","福井県","2","area","地域","00000"
"19000","山梨県","2","area","地域","00000"
"20000","長野県","2","area","地域","00000"
"21000","岐阜県","2","area","地域","00000"
"22000","静岡県","2","area","地域","00000"
"23000","愛知県","2","area","地域","00000"
"24000","三重県","2","area","地域","00000"
"25000","滋賀県","2","area","地域","00000"
"26000","京都府","2","area","地域","00000"
"27000","大阪府","2","area","地域","00000"
"28000","兵庫県","2","area","地域","00000"
"29000","奈良県","2","area","地域","00000"
"30000","和歌山県","2","area","地域","00000"
"31000","鳥取県","2","area","地域","00000"
"32000","島根県","2","area","地域","00000"
"33000","岡山県","2","area","地域","00000"
"34000","広島県","2","area","地域","00000"
"35000","山口県","2","area","地域","00000"
"36000","徳島県","2","area","地域","00000"
"37000","香川県","2","area","地域","00000"
"38000","愛媛県","2","area","地域","00000"
"39000","高知県","2","area","地域","00000"
"40000","福岡県","2","area","地域","00000"
"41000","佐賀県","2","area","地域","00000"
"42000","長崎県","2","area","地域","00000"
"43000","熊本県","2","area","地域","00000"
"44000","大分県","2","area","地域","00000"
"45000","宮崎県","2","area","地域","00000"
"46000","鹿児島県","2","area","地域","00000"
"47000","沖縄県","2","area","地域","00000"
"01100","札幌市","3","area","地域","01000"
"02201","青森市","3","area","地域","02000"
"03201","盛岡市","3","area","地域","03000"
"04100","仙台市","3","area","地域","04000"
"05201","秋田市","3","area","地域","05000"
"06201","山形市","3","area","地域","06000"
"07201","福島市","3","area","地域","07000"
"08201","水戸市","3","area","地域","08000"
"09201","宇都宮市","3","area","地域","09000"
"10201","前橋市","3","area","地域","10000"
"11100","さいたま市","3","area","地域","11000"
"12100","千葉市","3","area","地域","12000"
"13100","特別区部","3","area","地域","13000"
"14100","横浜市","3","area","地域","14000"
"15100","新潟市","3","area","地域","15000"
"16201","富山市","3","area","地域","16000"
"17201","金沢市","3","area","地域","17000"
"18201","福井市","3","area","地域","18000"
"19201","甲府市","3","area","地域","19000"
"20201","長野市","3","area","地域","20000"
"21201","岐阜市","3","area","地域","21000"
"22100","静岡市","3","area","地域","22000"
"23100","名古屋市","3","area","地域","23000"
"24201","津市","3","area","地域","24000"
"25201","大津市","3","area","地域","25000"
"26100","京都市","3","area","地域","26000"
"27100","大阪市","3","area","地域","27000"
"28100","神戸市","3","area","地域","28000"
"29201","奈良市","3","area","地域","29000"
"30201","和歌山市","3","area","地域","30000"
"31201","鳥取市","3","area","地域","31000"
"32201","松江市","3","area","地域","32000"
"33100","岡山市","3","area","地域","33000"
"34100","広島市","3","area","地域","34000"
"35203","山口市","3","area","地域","35000"
"36201","徳島市","3","area","地域","36000"
"37201","高松市","3","area","地域","37000"
"38201","松山市","3","area","地域","38000"
"39201","高知市","3","area","地域","39000"
"40130","福岡市","3","area","地域","40000"
"41201","佐賀市","3","area","地域","41000"
"42201","長崎市","3","area","地域","42000"
"43100","熊本市","3","area","地域","43000"
"44201","大分市","3","area","地域","44000"
"45201","宮崎市","3","area","地域","45000"
"46201","鹿児島市","3","area","地域","46000"
"47201","那覇市","3","area","地域","47000"
"14130","川崎市","3","area","地域","14000"
"14150","相模原市","3","area","地域","14000"
"22130","浜松市","3","area","地域","22000"
"27140","堺市","3","area","地域","27000"
"40100","北九州市","3","area","地域","40000"
"2023000000","2023年","1","time","時間軸(年)",""
"2022000000","2022年","1","time","時間軸(年)",""
"2021000000","2021年","1","time","時間軸(年)",""
"2020000000","2020年","1","time","時間軸(年)",""
"2019000000","2019年","1","time","時間軸(年)",""
"2018000000","2018年","1","time","時間軸(年)",""
"2017000000","2017年","1","time","時間軸(年)",""
"2016000000","2016年","1","time","時間軸(年)",""
"2015000000","2015年","1","time","時間軸(年)",""
"2014000000","2014年","1","time","時間軸(年)",""
"2013000000","2013年","1","time","時間軸(年)",""
