"@code","@name","@level","@unit","id","meta_name","@parentCode"
"300","受注高","","百万円","tab","表章項目",""
"00000","全国","1","","area","施工都道府県・ブロック",""
"00042","北海道地方","1","","area","施工都道府県・ブロック",""
"00043","東北地方","1","","area","施工都道府県・ブロック",""
"00044","関東地方","1","","area","施工都道府県・ブロック",""
"00049","北陸地方","1","","area","施工都道府県・ブロック",""
"00200","中部地方","1","","area","施工都道府県・ブロック",""
"00051","近畿地方","1","","area","施工都道府県・ブロック",""
"00053","中国地方","1","","area","施工都道府県・ブロック",""
"00054","四国地方","1","","area","施工都道府県・ブロック",""
"00055","九州・沖縄地方","1","","area","施工都道府県・ブロック",""
"00300","東北６県＋茨城県・千葉県","1","","area","施工都道府県・ブロック",""
"00310","東北３県(岩手県、宮城県、福島県)","1","","area","施工都道府県・ブロック",""
"2024000103","2024年1～3月期","3","","time","四半期","2024010000"
"2023001012","2023年10～12月期","3","","time","四半期","2023020000"
"2023000709","2023年7～9月期","3","","time","四半期","2023020000"
"2023000406","2023年4～6月期","3","","time","四半期","2023010000"
"2023000103","2023年1～3月期","3","","time","四半期","2023010000"
"2022001012","2022年10～12月期","3","","time","四半期","2022020000"
"2022000709","2022年7～9月期","3","","time","四半期","2022020000"
"2022000406","2022年4～6月期","3","","time","四半期","2022010000"
"2022000103","2022年1～3月期","3","","time","四半期","2022010000"
"2021001012","2021年10～12月期","3","","time","四半期","2021020000"
"2021000709","2021年7～9月期","3","","time","四半期","2021020000"
"2021000406","2021年4～6月期","3","","time","四半期","2021010000"
"2021000103","2021年1～3月期","3","","time","四半期","2021010000"
"2020001012","2020年10～12月期","3","","time","四半期","2020020000"
"2020000709","2020年7～9月期","3","","time","四半期","2020020000"
"2020000406","2020年4～6月期","3","","time","四半期","2020010000"
"2020000103","2020年1～3月期","3","","time","四半期","2020010000"
"2019001012","2019年10～12月期","3","","time","四半期","2019020000"
"2019000709","2019年7～9月期","3","","time","四半期","2019020000"
"2019000406","2019年4～6月期","3","","time","四半期","2019010000"
"2019000103","2019年1～3月期","3","","time","四半期","2018120000"
"2018001012","2018年10～12月期","3","","time","四半期","2018120000"
"2018000709","2018年7～9月期","3","","time","四半期","2018110000"
"2018000406","2018年4～6月期","3","","time","四半期","2018110000"
"2018000103","2018年1～3月期","3","","time","四半期","2017120000"
"2017001012","2017年10～12月期","3","","time","四半期","2017120000"
"2017000709","2017年7～9月期","3","","time","四半期","2017110000"
"2017000406","2017年4～6月期","3","","time","四半期","2017110000"
"2017000103","2017年1～3月期","3","","time","四半期","2016120000"
"2016001012","2016年10～12月期","3","","time","四半期","2016120000"
"2016000709","2016年7～9月期","3","","time","四半期","2016110000"
"2016000406","2016年4～6月期","3","","time","四半期","2016110000"
"2016000103","2016年1～3月期","3","","time","四半期","2015120000"
"2015001012","2015年10～12月期","3","","time","四半期","2015120000"
"2015000709","2015年7～9月期","3","","time","四半期","2015110000"
"2015000406","2015年4～6月期","3","","time","四半期","2015110000"
"2015000103","2015年1～3月期","3","","time","四半期","2014120000"
"2014001012","2014年10～12月期","3","","time","四半期","2014120000"
"2014000709","2014年7～9月期","3","","time","四半期","2014110000"
"2014000406","2014年4～6月期","3","","time","四半期","2014110000"
"2014000103","2014年1～3月期","3","","time","四半期","2013120000"
"2013001012","2013年10～12月期","3","","time","四半期","2013120000"
"2013000709","2013年7～9月期","3","","time","四半期","2013110000"
"2013000406","2013年4～6月期","3","","time","四半期","2013110000"
"2013000103","2013年1～3月期","3","","time","四半期","2012120000"
"2012001012","2012年10～12月期","3","","time","四半期","2012120000"
"2012000709","2012年7～9月期","3","","time","四半期","2012110000"
"2012000406","2012年4～6月期","3","","time","四半期","2012110000"
"2012000103","2012年1～3月期","3","","time","四半期","2011120000"
"2011001012","2011年10～12月期","3","","time","四半期","2011120000"
"2011000709","2011年7～9月期","3","","time","四半期","2011110000"
"2011000406","2011年4～6月期","3","","time","四半期","2011110000"
"2011000103","2011年1～3月期","3","","time","四半期","2010120000"
"2010001012","2010年10～12月期","3","","time","四半期","2010120000"
"2010000709","2010年7～9月期","3","","time","四半期","2010110000"
"2010000406","2010年4～6月期","3","","time","四半期","2010110000"
"2010000103","2010年1～3月期","3","","time","四半期","2009120000"
"2009001012","2009年10～12月期","3","","time","四半期","2009120000"
"2009000709","2009年7～9月期","3","","time","四半期","2009110000"
"2009000406","2009年4～6月期","3","","time","四半期","2009110000"
"2009000103","2009年1～3月期","3","","time","四半期","2008120000"
"2008001012","2008年10～12月期","3","","time","四半期","2008120000"
"2008000709","2008年7～9月期","3","","time","四半期","2008110000"
"2008000406","2008年4～6月期","3","","time","四半期","2008110000"
